package_name;pypi_downloads;github_url;stars;last_commit;commit_freq;release_freq;open_issues;closed_issues;api_closed_issues;avg_days_to_close_issue;contributors;dep_repos;dep_pkgs
grpcio;169509068;https://github.com/grpc/grpc;27498;10/09/2020;676;10;462;8404;100;6;586;2060;119
googleapis-common-protos;164645909;https://github.com/googleapis/python-api-common-protos;2;12/06/2020;4;120;3;4;4;17;4;;
pytest;162640402;https://github.com/pytest-dev/pytest;6364;19/08/2020;207;12;566;3573;100;5;552;204427;16232
jsonschema;162467700;https://github.com/Julian/jsonschema;2890;20/08/2020;16;87;55;458;100;14;74;100847;1892
google-cloud-core;154309369;https://github.com/googleapis/python-cloud-core;3;06/08/2020;38;10;2;5;5;1;27;8910;
py;153832347;https://github.com/pytest-dev/py;35;25/06/2020;54;24;30;106;100;125;52;88005;716
pluggy;152658669;https://github.com/pytest-dev/pluggy;459;02/07/2020;7;108;28;88;88;108;31;76526;465
pygments;151828958;https://github.com/pygments/pygments;369;08/09/2020;408;8;303;1034;100;37;431;157066;2258
psutil;145293083;https://github.com/giampaolo/psutil;6513;15/08/2020;73;;202;1155;100;21;124;51658;2630
flask;143727210;https://github.com/pallets/flask;51721;17/08/2020;32;118;22;1959;100;4;613;517234;5837
pyjwt;142570202;http://github.com/jpadilla/pyjwt;3385;21/08/2020;5;115;60;200;100;62;77;;
coverage;140848928;https://github.com/nedbat/coveragepy;1284;19/08/2020;176;9;207;733;100;20;82;106247;6469
scikit-learn;137707272;https://github.com/scikit-learn/scikit-learn;41967;21/08/2020;216;32;1600;6222;100;5;1855;134291;4174
pyrsistent;137298200;https://github.com/tobgu/pyrsistent;1404;09/09/2020;6;39;27;106;100;66;41;48987;208
itsdangerous;136985966;https://github.com/pallets/itsdangerous;2047;17/08/2020;2;167;0;88;86;161;31;287192;578
wrapt;136541183;https://github.com/GrahamDumpleton/wrapt;1363;12/03/2020;5;73;40;74;74;51;15;;
pillow;130548120;https://github.com/python-pillow/Pillow;7632;15/08/2020;107;44;207;1736;100;11;289;289195;5411
google-cloud-storage;126393653;https://github.com/googleapis/python-storage;34;17/08/2020;59;6;29;93;93;43;55;16252;362
virtualenv;122958274;https://github.com/pypa/virtualenv;3652;17/08/2020;2;23;35;999;100;5;190;;
ipaddress;121695339;https://github.com/phihag/ipaddress;84;18/10/2019;1;197;4;33;33;13;6;21962;424
websocket-client;120993723;https://github.com/websocket-client/websocket-client;2302;25/12/2019;7;63;183;209;100;80;147;;
pyopenssl;117955771;https://github.com/pyca/pyopenssl;699;2021-02-21;24;;55;350;100;201;80;;
sqlalchemy;117810732;https://github.com/sqlalchemy/sqlalchemy;2716;09/09/2020;596;3;165;5169;100;6;386;189289;4092
entrypoints;114687312;https://github.com/takluyver/entrypoints;53;15/03/2020;0;324;2;20;20;19;8;;
google-resumable-media;114603804;https://github.com/googleapis/google-resumable-media-python;18;10/08/2020;7;55;8;47;46;151;18;6789;37
joblib;112159636;https://github.com/joblib/joblib;2132;04/08/2020;10;51;222;333;100;51;88;49452;1068
lxml;110460726;https://github.com/lxml/lxml;1741;20/08/2020;49;32;;;;;111;116617;5095
configparser;109089165;https://github.com/jaraco/configparser;22;26/03/2020;16;26;5;45;45;230;9;;
prompt-toolkit;106503418;https://github.com/prompt-toolkit/python-prompt-toolkit;6462;11/08/2020;30;68;313;449;100;25;141;97825;584
asn1crypto;105633231;https://github.com/wbond/asn1crypto;198;13/08/2020;11;54;18;105;100;58;26;63068;261
ipython;104847183;https://github.com/ipython/ipython;14330;20/08/2020;199;34;1300;5103;100;17;690;140668;2287
pexpect;104718502;https://github.com/pexpect/pexpect;1887;16/05/2020;18;121;131;255;100;55;79;;601
redis;104133365;https://github.com/andymccurdy/redis-py;8753;19/08/2020;11;77;75;744;100;33;202;;
isodate;103789524;http://github.com/gweis/isodate;84;02/08/2018;1;572;15;11;11;379;13;7253;258
httplib2;103390575;https://github.com/httplib2/httplib2;377;20/05/2020;9;60;31;58;57;133;46;52509;763
matplotlib;102834900;https://github.com/matplotlib/matplotlib;12046;21/08/2020;316;36;1300;5597;100;1;986;235300;10344
ptyprocess;101973427;https://github.com/pexpect/ptyprocess;112;07/01/2019;1;238;11;15;15;109;11;;
mock;101942511;https://github.com/testing-cabal/mock;465;03/06/2020;20;93;0;408;100;248;64;;
mccabe;101545581;https://github.com/pycqa/mccabe;316;14/08/2020;1;228;4;32;32;45;15;128196;336
google-api-python-client;100743438;https://github.com/googleapis/google-api-python-client;4037;01/09/2020;13;54;82;554;100;17;132;38312;841
boto;100617412;https://github.com/boto/boto;6454;2019-03-30;56;;808;839;100;110;527;58879;1072
tornado;100610951;https://github.com/tornadoweb/tornado;19408;02/09/2020;31;66;170;1421;100;16;334;114755;1873
defusedxml;98871986;https://github.com/tiran/defusedxml;180;04/05/2020;3;149;9;19;19;136;6;82960;332
tqdm;94903807;https://github.com/tqdm/tqdm;15521;03/08/2020;24;15;215;445;100;24;88;99443;4835
docker;93785103;https://github.com/docker/docker-py;4859;20/08/2020;35;24;270;1017;100;19;350;13592;879
traitlets;92551186;https://github.com/ipython/traitlets;403;2020-10-15;;;;;100;91;;;
tensorboard;92323704;https://github.com/tensorflow/tensorboard;4797;21/08/2020;97;34;474;844;100;14;169;35999;216
appdirs;90893079;http://github.com/ActiveState/appdirs;599;07/07/2020;1;524;23;48;47;245;26;63702;1342
pycodestyle;90742886;http://github.com/PyCQA/pycodestyle;4135;26/05/2020;9;104;91;511;100;81;109;87161;650
tensorflow;90697505;https://github.com/tensorflow/tensorflow;148250;10/09/2020;1638;15;3800;23802;100;2;2717;92989;2141
webencodings;89958750;https://github.com/simonsapin/python-webencodings;22;2017-10-28;0;;3;4;0;;6;;
kiwisolver;89686689;https://github.com/nucleic/kiwi;405;29/07/2020;3;307;5;55;55;108;12;75432;221
bleach;89058065;https://github.com/mozilla/bleach;1961;24/07/2020;5;78;40;252;100;66;61;80865;521
uritemplate;88854222;https://github.com/python-hyper/uritemplate;179;19/12/2019;1;332;8;19;19;297;13;35787;180
msrest;88665420;https://github.com/Azure/msrest-for-python;28;24/07/2020;7;28;9;73;73;90;19;2173;212
pickleshare;87323659;https://github.com/pickleshare/pickleshare;43;25/09/2018;1;481;5;8;8;55;10;103909;199
tabulate;87172923;https://github.com/astanin/python-tabulate;500;07/04/2020;39;17;25;28;28;15;45;24246;1762
psycopg2-binary;86543606;https://github.com/psycopg/psycopg2;1881;18/08/2020;31;38;38;866;100;3;87;236860;1937
bcrypt;84371582;https://github.com/pyca/bcrypt;662;27/08/2020;2;167;1;79;79;151;25;;
typing;83587242;https://github.com/python/typing;765;13/07/2020;7;154;107;412;100;51;52;22830;1337
azure-common;83321574;https://github.com/Azure/azure-sdk-for-python;1376;20/08/2020;67;2;577;2728;100;8;217;1294;100
argparse;83057852;https://github.com/thomaswaldmann/argparse;31;22/10/2015;1;227;3;98;97;2;;;2225
absl-py;82416326;https://github.com/abseil/abseil-py;1425;19/08/2020;11;59;7;61;59;48;27;36254;261
prometheus-client;81722046;https://github.com/prometheus/client_python;1753;07/07/2020;5;77;19;263;100;25;91;;
pyzmq;81349989;https://github.com/zeromq/pyzmq;2577;10/09/2020;21;66;150;632;100;43;141;83329;850
soupsieve;80674185;https://github.com/facelessuser/soupsieve;73;11/08/2020;12;17;10;70;70;21;8;61499;160
typed-ast;80288358;https://github.com/python/typed_ast;160;15/07/2020;2;57;7;64;64;85;16;;
tensorflow-estimator;79796583;https://github.com/tensorflow/estimator;190;08/09/2020;26;45;;;;;95;;
paramiko;79766805;https://github.com/paramiko/paramiko;6474;30/08/2020;25;26;586;561;100;38;125;29212;1283
markdown;79296520;https://github.com/python-markdown/markdown;2255;24/08/2020;11;91;21;603;;;120;93763;1571
pynacl;78745430;https://github.com/pyca/pynacl;715;27/08/2020;7;183;31;200;100;58;50;;
atomicwrites;78057531;https://github.com/untitaker/python-atomicwrites;233;04/05/2020;1;119;4;23;23;73;11;49124;259
gunicorn;77578114;https://github.com/benoitc/gunicorn;7119;26/08/2020;21;45;206;1324;;;307;312384;
lazy-object-proxy;75163356;https://github.com/ionelmc/python-lazy-object-proxy;150;23/07/2020;8;151;7;25;25;7;12;101670;204
pyflakes;73852274;https://github.com/PyCQA/pyflakes;912;12/05/2020;6;116;66;298;100;28;60;58866;507
google-auth-oauthlib;73807229;https://github.com/googlecloudplatform/google-auth-library-python-oauthlib;71;2021-02-12;0;201;16;35;0;;15;38840;348
cycler;73607889;http://github.com/matplotlib/cycler;25;18/02/2020;2;943;8;13;13;17;13;103660;
filelock;73262152;https://github.com/benediktschmitt/py-filelock;240;18/05/2019;1;82;15;35;35;46;10;28044;241
h5py;71626155;https://github.com/h5py/h5py;1407;08/09/2020;33;100;166;879;;;139;78506;
google-auth-httplib2;71263460;https://github.com/googlecloudplatform/google-auth-library-python-httplib2;9;2021-01-29;0;1412;0;3;0;;9;;
google-cloud-bigquery;70132070;https://github.com/googleapis/python-bigquery;64;18/08/2020;120;5;37;81;81;41;78;4689;173
gitpython;69868389;https://github.com/gitpython-developers/GitPython;2815;17/07/2020;18;53;106;572;100;31;177;19873;1475
dill;69732966;https://github.com/uqfoundation/dill;1226;25/08/2020;9;138;124;189;;;24;;
pathlib2;69304239;https://github.com/mcmtroffaes/pathlib2;58;07/01/2020;5;126;0;29;29;76;11;27821;
toml;68461429;https://github.com/uiri/toml;629;02/07/2020;3;182;53;149;100;56;44;44609;1155
multidict;68455264;https://github.com/aio-libs/multidict;197;19/08/2020;15;14;10;107;100;86;34;;
contextlib2;66777282;https://github.com/jazzband/contextlib2;30;2020-11-30;2;;3;10;10;85;10;29080;283
isort;64901172;https://github.com/pycqa/isort;3276;11/09/2020;36;21;14;780;100;2;187;116832;1517
funcsigs;64729937;https://github.com/testing-cabal/funcsigs;6;12/03/2020;1;232;10;6;;;;;
sqlparse;63961328;https://github.com/andialbrecht/sqlparse;2139;28/03/2020;11;113;153;247;99;86;70;158047;404
pymongo;63812159;http://github.com/mongodb/mongo-python-driver;3086;14/08/2020;32;33;;;;;110;66881;1716
mistune;63194284;https://github.com/lepture/mistune;1829;12/06/2020;4;103;14;176;100;118;27;71595;283
docopt;62987357;https://github.com/docopt/docopt;7158;24/08/2018;4;279;210;170;100;91;28;34410;2371
jupyter-client;62953205;https://github.com/jupyter/jupyter_client;185;25/08/2020;27;65;109;129;;;117;;
nbconvert;60979669;https://github.com/jupyter/nbconvert;966;20/08/2020;56;81;275;462;100;35;207;68884;401
requests-toolbelt;60822522;https://github.com/requests/toolbelt;710;18/04/2019;6;152;52;90;89;45;53;18239;679
testpath;60134880;https://github.com/jupyter/testpath;17;04/11/2019;0;226;1;9;9;48;8;;
pandocfilters;59098565;http://github.com/jgm/pandocfilters;348;13/02/2020;1;254;7;26;26;82;28;60968;121
pyarrow;58493301;https://github.com/apache/arrow;6132;10/09/2020;135;51;1;509;;;471;18;3
terminado;58465378;https://github.com/jupyter/terminado;254;12/11/2019;3;126;16;23;23;103;13;;
send2trash;58439022;https://github.com/hsoft/send2trash;169;2021-01-29;1;;19;16;0;;11;71536;152
oauth2client;57665382;https://github.com/google/oauth2client;770;2018-09-07;17;86;1;303;0;;72;35791;687
babel;57571909;https://github.com/python-babel/babel;967;2020-12-04;15;132;130;254;100;101;108;72270;975
pytest-cov;57200823;https://github.com/pytest-dev/pytest-cov;844;14/08/2020;10;64;80;171;100;63;51;55710;6952
azure-storage-common;56907207;https://github.com/Azure/azure-storage-python;293;28/07/2020;9;31;54;300;100;33;37;1685;28
retrying;56557957;https://github.com/rholder/retrying;1569;07/06/2016;1;277;29;12;12;96;12;;
jedi;56176770;https://github.com/davidhalter/jedi;4527;05/08/2020;79;119;5;1128;100;6;118;85968;226
aiohttp;55845371;https://github.com/aio-libs/aiohttp;10092;08/07/2020;84;11;347;1867;100;9;494;48803;2891
scandir;55704225;https://github.com/benhoyt/scandir;461;20/07/2020;5;221;9;79;77;67;18;10301;
parso;55621043;https://github.com/davidhalter/parso;332;04/08/2020;26;52;3;70;69;34;32;78918;191
astroid;55472730;https://github.com/PyCQA/astroid;286;22/06/2020;49;17;123;427;100;31;100;102430;303
gast;54123803;https://github.com/serge-sans-paille/gast;89;21/07/2020;1;302;3;16;;;9;34605;118
async-timeout;53613556;https://github.com/aio-libs/async_timeout;300;2021-02-22;3;116;2;27;0;;14;44310;379
pylint;53578898;https://github.com/PyCQA/pylint;2964;21/08/2020;84;15;595;2393;100;8;287;132144;2076
keras-preprocessing;53518670;https://github.com/keras-team/keras-preprocessing;830;29/06/2020;10;81;67;90;90;43;42;;
yarl;53406912;https://github.com/aio-libs/yarl;609;2021-02-22;15;17;22;146;100;87;54;;
adal;53323241;https://github.com/AzureAD/azure-activedirectory-library-for-python;195;22/06/2020;6;77;8;82;81;103;25;2026;69
networkx;53161740;https://github.com/networkx/networkx;7768;21/08/2020;51;60;117;2197;100;24;418;49600;2186
zope-interface;53099848;https://github.com/zopefoundation/zope.interface;216;23/04/2020;7;51;13;81;81;314;47;;
django;52846760;https://github.com/django/django;51482;21/08/2020;286;10;;;;;2021;471252;9004
ujson;52463539;https://github.com/ultrajson/ultrajson;2918;01/08/2020;4;384;35;243;100;279;46;13687;767
py4j;51856137;https://github.com/bartdag/py4j;799;2021-02-06;6;;124;241;100;43;25;5024;104
keras-applications;50268361;https://github.com/keras-team/keras-applications;1642;01/04/2020;3;90;52;98;98;41;12;;
pymysql;50175193;https://github.com/pymysql/pymysql;6120;10/09/2020;8;100;14;502;;;92;60412;1098
datadog;50150130;https://github.com/DataDog/datadogpy;381;17/08/2020;10;42;8;177;100;221;129;1393;82
cloudpickle;49810089;https://github.com/cloudpipe/cloudpickle;782;13/08/2020;5;54;43;126;100;101;42;24176;325
qtconsole;49723291;https://github.com/jupyter/qtconsole;223;03/09/2020;26;70;76;174;;;114;57708;89
dnspython;49238419;https://github.com/rthalley/dnspython;1675;2021-02-19;15;;7;326;100;16;73;43790;645
mako;49103410;https://github.com/sqlalchemy/mako;99;07/08/2020;40;10;59;247;100;111;41;;
jupyter;48731515;https://github.com/jupyter/jupyter;10891;22/07/2020;10;;172;169;;;60;79015;938
tensorflow-metadata;48729574;https://github.com/tensorflow/metadata;54;19/08/2020;2;71;3;4;4;55;;1237;12
xlrd;48425932;https://github.com/python-excel/xlrd;1863;2020-12-12;4;;;;;;42;63129;1501
pycrypto;48107924;https://github.com/pycrypto/pycrypto;2173;20/06/2014;8;198;143;23;;;25;46631;1212
astor;47751369;https://github.com/berkerpeksag/astor;499;08/01/2020;2;263;23;67;67;215;25;;
backcall;47450039;https://github.com/takluyver/backcall;10;09/06/2020;0;1207;0;5;5;157;2;;
backports-functools-lru-cache;47009533;https://github.com/jaraco/backports.functools_lru_cache;31;02/11/2019;3;142;1;10;10;85;6;;
cython;46387233;https://github.com/cython/cython;5434;10/09/2020;136;21;784;1587;;;340;55204;2005
azure-devops;45341674;https://github.com/microsoft/vsts-python-api;255;2020-08-15;9;29;45;131;0;;10;;
pycryptodomex;45288025;https://github.com/Legrandin/pycryptodome;1297;22/06/2020;32;;36;299;100;19;54;14316;831
msgpack;45176561;https://github.com/msgpack/msgpack-python;1311;30/07/2020;7;96;3;207;100;54;53;22808;499
greenlet;44581244;https://github.com/python-greenlet/greenlet;1158;21/07/2020;4;144;23;72;72;62;42;40273;291
smart-open;44452160;https://github.com/piskvorky/smart_open;1945;2021-02-20;12;53;46;243;0;;66;;
xmltodict;44343875;https://github.com/martinblech/xmltodict;4059;24/04/2020;2;105;49;132;100;64;37;14275;901
google-pasta;42471846;https://github.com/google/pasta;213;19/06/2020;4;100;5;33;33;56;9;18404;53
backports-shutil-get-terminal-size;42326449;https://github.com/chrippa/backports.shutil_get_terminal_size;9;21/02/2016;0;2202;3;6;6;136;3;;
google-cloud-logging;42104178;https://github.com/googleapis/python-logging;8;12/08/2020;38;10;25;11;11;45;34;7748;53
elasticsearch;42078197;https://github.com/elastic/elasticsearch-py;2918;20/08/2020;13;40;55;753;100;17;151;15587;602
tensorflow-transform;41983356;https://github.com/tensorflow/transform;827;17/08/2020;11;58;33;104;100;67;25;309;7
python-editor;41673231;https://github.com/fmoo/python-editor;52;03/05/2019;0;228;5;10;10;197;8;43538;74
ansible;41640560;https://github.com/ansible/ansible;44440;20/08/2020;500;;1700;26182;100;0;5000;12527;278
gitdb2;41301813;https://github.com/gitpython-developers/gitdb;103;15/06/2020;2;98;6;25;25;103;18;3208;51
tzlocal;41236088;https://github.com/regebro/tzlocal;119;08/05/2020;1;126;5;41;40;97;18;17648;548
msrestazure;41223003;https://github.com/Azure/msrestazure-for-python;16;29/06/2020;5;38;11;57;57;140;16;1817;188
distro;41191229;https://github.com/nir0s/distro;141;29/05/2020;5;101;27;99;99;74;23;5165;188
importlib-resources;40979008;https://github.com/python/importlib_resources;7;2021-01-19;113;3;6;192;100;1;13;;
grpc-google-iam-v1;40843574;https://github.com/googleapis/googleapis;2935;21/08/2020;42;1981;;;;;39;;
jsonpickle;40491554;https://github.com/jsonpickle/jsonpickle;833;24/04/2020;8;145;60;162;100;131;45;;
backports-abc;40318390;https://github.com/cython/backports_abc;5;12/11/2016;0;378;0;5;5;1;3;;
functools32;39780086;https://github.com/MiCHiLU/python-functools32;48;11/07/2015;0;967;6;0;;;2;;
ruamel-yaml;39226030;https://github.com/commx/ruamel-yaml;3;2020-10-15;61;;;;;;18;;
pyspark;39033003;https://github.com/apache/spark;27406;10/09/2020;354;17;;;;;1629;375;0
websockets;38953034;https://github.com/aaugustin/websockets;2893;27/07/2020;9;112;46;541;100;16;42;20778;627
nltk;38602266;https://github.com/nltk/nltk;9210;04/09/2020;105;129;224;1194;;;313;69516;1084
gevent;38468557;https://github.com/gevent/gevent;5268;23/07/2020;57;33;47;1065;;;86;47264;
gensim;38300651;https://github.com/rare-technologies/gensim;11144;10/09/2020;34;56;306;1202;100;22;360;16023;410
cached-property;38293555;https://github.com/pydanny/cached-property;527;03/07/2020;2;142;25;20;18;482;18;7589;396
s3fs;37487297;https://github.com/dask/s3fs;324;09/09/2020;11;56;38;153;;;47;1609;139
monotonic;37082781;https://github.com/atdt/monotonic;62;03/05/2018;0;174;1;13;13;49;13;7931;111
smmap2;35953232;https://github.com/gitpython-developers/smmap;46;05/05/2020;1;134;4;14;13;158;14;3174;37
pathspec;35429570;https://github.com/cpburnz/python-path-specification;70;09/04/2020;1;;5;16;16;28;15;;
marshmallow;34084194;https://github.com/marshmallow-code/marshmallow;4926;17/08/2020;35;16;85;853;100;11;154;17686;725
tfx-bsl;33141586;https://github.com/tensorflow/tfx-bsl;20;18/08/2020;17;28;1;3;3;72;4;51;5
nose;33067233;https://github.com/nose-devs/nose;1316;04/03/2016;9;110;393;460;;;78;86471;4607
subprocess32;32906284;https://github.com/google/python-subprocess32;160;16/06/2020;3;103;0;36;35;180;6;;
slackclient;32882324;https://github.com/slackapi/python-slackclient;3067;2021-02-24;12;29;9;495;0;;106;;
selenium;32199432;https://github.com/SeleniumHQ/Selenium;18428;21/08/2020;279;22;324;6349;100;2;529;63057;1421
opencv-python;32106047;https://github.com/skvark/opencv-python;1769;2020-12-28;12;36;14;380;0;;22;;
html5lib;31965743;https://github.com/html5lib/html5lib-python;853;08/08/2020;18;99;73;157;100;126;51;67235;587
qtpy;31819108;https://github.com/spyder-ide/qtpy;432;19/06/2020;8;81;18;69;69;96;27;21043;172
pytest-runner;31776259;https://github.com/pytest-dev/pytest-runner;48;01/12/2019;6;36;0;40;40;102;13;;
applicationinsights;31694587;https://github.com/Microsoft/ApplicationInsights-Python;110;09/09/2019;3;95;42;39;39;112;31;915;28
toolz;31554457;https://github.com/pytoolz/toolz;2909;19/07/2020;13;121;67;125;;;64;26440;496
mypy;31542985;https://github.com/python/mypy;10059;2021-02-22;95;;1500;4516;100;3;430;26875;1845
xlsxwriter;31284440;https://github.com/jmcnamara/XlsxWriter;2322;17/08/2020;12;20;22;632;100;10;38;24156;519
sentry-sdk;30997073;https://github.com/getsentry/sentry-python;729;20/08/2020;38;7;104;273;100;17;61;5752;285
snowballstemmer;30987151;https://github.com/snowballstem/snowball;441;07/04/2020;8;2743;10;40;40;211;22;33688;166
pandas-gbq;30979943;https://github.com/pydata/pandas-gbq;215;14/05/2020;4;51;31;141;100;87;26;1192;45
sortedcontainers;30979323;https://github.com/grantjenks/python-sortedcontainers;1843;08/06/2020;7;61;11;109;100;77;17;;
text-unidecode;30908775;https://github.com/kmike/text-unidecode;39;30/08/2019;0;568;1;1;;;5;16517;64
xgboost;30598568;https://github.com/dmlc/xgboost;19617;21/08/2020;63;91;232;3364;100;9;449;8721;302
amqp;30314544;http://github.com/celery/py-amqp;232;19/08/2020;9;51;21;120;100;139;74;23677;116
netaddr;30289981;https://github.com/drkjam/netaddr;644;2021-02-08;4;;28;119;0;;31;10682;460
tensorflow-model-analysis;29986760;https://github.com/tensorflow/model-analysis;976;19/08/2020;24;32;11;25;25;92;30;;
kubernetes;29639997;https://github.com/kubernetes-client/python;2955;30/07/2020;16;25;92;683;100;52;69;7803;283
tensorflow-data-validation;29583695;https://github.com/tensorflow/data-validation;476;19/08/2020;19;45;36;63;63;41;17;163;6
fsspec;29566331;http://github.com/intake/filesystem_spec;112;20/08/2020;33;24;46;112;100;27;43;4876;66
pydata-google-auth;29560903;https://github.com/pydata/pydata-google-auth;22;24/04/2020;7;81;7;10;10;82;15;;
thrift;29440782;https://github.com/apache/thrift;8117;2021-02-18;45;149;;;;;355;2041;250
keras;29354135;https://github.com/keras-team/keras;49330;24/06/2020;82;39;3100;7179;100;11;864;56513;1096
plotly;29028634;https://github.com/plotly/plotly.py;7618;18/08/2020;54;23;614;974;100;11;130;30376;735
celery;28916875;https://github.com/celery/celery;15625;19/08/2020;83;20;390;3825;100;16;866;39301;1023
snowflake-connector-python;28597587;https://github.com/snowflakedb/snowflake-connector-python;129;20/08/2020;14;16;50;129;100;22;20;414;48
ijson;28553129;https://github.com/ICRAR/ijson;168;14/08/2020;33;14;0;23;23;2;;1445;84
billiard;28155445;https://github.com/celery/billiard;301;26/07/2020;4;54;53;139;100;87;70;22943;89
jdcal;28010802;https://github.com/phn/jdcal;25;28/05/2020;0;649;1;4;4;447;8;29989;75
mysqlclient;27927106;https://github.com/PyMySQL/mysqlclient-python;1784;04/07/2020;12;27;5;229;100;11;53;;
sphinx;27782814;https://github.com/sphinx-doc/sphinx;3449;16/08/2020;232;13;666;4180;100;5;492;96854;6966
unidecode;27691637;https://github.com/avian2/unidecode;258;29/07/2020;3;80;1;21;21;102;16;;
google-cloud-pubsub;27449252;https://github.com/googleapis/python-pubsub;39;07/08/2020;76;4;19;70;70;72;51;2439;102
virtualenv-clone;27163899;https://github.com/edwardgeorge/virtualenv-clone;164;26/03/2020;0;;11;17;17;119;16;18181;21
gcsfs;26861318;https://github.com/dask/gcsfs;144;10/08/2020;11;53;37;115;100;47;32;6658;33
mypy-extensions;26525728;https://github.com/python/mypy_extensions;77;17/10/2019;2;148;2;8;8;2;17;;
djangorestframework;26337218;https://github.com/encode/django-rest-framework;18543;20/08/2020;73;28;179;3335;100;5;1001;142665;1496
tox;26306978;https://github.com/tox-dev/tox;1828;20/08/2020;40;14;138;872;100;35;197;31645;2765
lightgbm;26209838;https://github.com/microsoft/LightGBM;11384;19/08/2020;41;67;54;1767;100;10;165;3490;170
argcomplete;26111795;https://github.com/kislyuk/argcomplete;890;04/08/2020;6;30;29;132;100;186;46;6287;397
shapely;25988297;https://github.com/Toblerity/Shapely;1949;20/08/2020;14;40;98;547;100;16;98;11196;749
oscrypto;25642714;https://github.com/wbond/oscrypto;243;28/07/2020;9;73;13;23;23;65;8;262;23
opt-einsum;25530119;https://github.com/dgasmith/opt_einsum;314;19/08/2020;4;99;22;57;57;59;15;;
arrow;25462978;https://github.com/arrow-py/arrow;6230;20/08/2020;13;65;45;312;100;88;197;13688;814
pyodbc;25334124;https://github.com/mkleehammer/pyodbc;1818;08/02/2020;2;74;179;489;100;15;30;;
statsmodels;25332728;https://github.com/statsmodels/statsmodels;5453;20/08/2020;121;95;1800;2170;100;8;243;26830;899
databricks-cli;25209531;https://github.com/databricks/databricks-cli;154;20/08/2020;4;51;56;35;35;64;42;461;12
vine;24921167;http://github.com/celery/vine;70;03/04/2019;2;163;5;5;4;235;15;17895;46
pipenv;24763259;https://github.com/pypa/pipenv;20869;17/08/2020;160;4;427;2739;100;7;329;12101;103
ecdsa;24429849;https://github.com/warner/python-ecdsa;659;2021-01-25;3;232;12;99;0;;36;15478;389
black;24414941;https://github.com/psf/black;19673;2021-02-22;25;48;389;978;100;9;225;44388;2648
docker-pycreds;24369008;https://github.com/shin-/dockerpy-creds;6;01/12/2018;0;208;1;4;4;49;3;5809;
fasteners;24034280;https://github.com/harlowja/fasteners;130;08/05/2020;2;117;14;7;7;20;8;3127;79
alabaster;23746025;https://github.com/bitprophet/alabaster;568;10/01/2020;4;102;49;50;;;28;31448;290
imagesize;23721181;https://github.com/shibukawa/imagesize_py;68;31/01/2020;1;278;5;6;6;242;10;27820;141
python-jose;23390005;http://github.com/mpdavis/python-jose;689;30/07/2020;8;72;27;56;56;116;34;3399;159
graphviz;23199544;https://github.com/xflr6/graphviz;799;13/07/2020;5;54;2;81;80;6;12;12215;555
dask;23135589;https://github.com/dask/dask;7175;09/09/2020;89;20;596;2622;;;385;20138;584
pytest-mock;23085089;https://github.com/pytest-dev/pytest-mock;1000;2021-02-22;5;46;9;84;84;27;47;13318;1192
pyhamcrest;22791349;https://github.com/hamcrest/PyHamcrest;474;05/03/2020;4;153;7;38;38;212;25;;
pytest-forked;22776439;https://github.com/pytest-dev/pytest-forked;26;27/07/2020;1;141;6;17;17;99;12;2504;57
backports-weakref;22737107;https://github.com/pjdelport/backports.weakref;7;2017-10-13;;908;0;2;0;;;;
imageio;22701359;https://github.com/imageio/imageio;765;17/08/2020;12;98;56;254;100;92;58;26072;461
scikit-image;22646998;https://github.com/scikit-image/scikit-image;3902;19/08/2020;112;46;465;1390;100;8;389;44759;1232
hdfs;22568309;https://github.com/mtth/hdfs;196;11/03/2020;4;;11;111;100;64;20;798;39
tenacity;22468333;https://github.com/jd/tenacity;2426;24/04/2020;8;27;39;101;100;52;44;;
iso8601;21930760;https://github.com/micktwomey/pyiso8601;9;2021-02-05;17;16;2;2;2;3;13;9158;538
setuptools-scm;21903503;https://github.com/pypa/setuptools_scm;393;02/09/2020;14;21;65;222;;;64;;
flask-cors;21894637;https://github.com/corydolphin/flask-cors;653;28/03/2020;3;66;21;91;89;46;27;65326;545
inflection;21734515;https://github.com/jpvanhal/inflection;283;06/06/2020;1;344;16;10;10;350;13;19008;361
python-dotenv;21627772;https://github.com/theskumar/python-dotenv;3280;13/07/2020;3;66;12;121;100;109;57;58438;742
discord-py;21322861;https://github.com/Rapptz/discord.py;5286;18/08/2020;40;32;133;2086;100;0;171;20254;2
twisted;21242231;https://github.com/twisted/twisted;3992;16/08/2020;237;66;;;;;121;29808;985
hvac;21106935;https://github.com/hvac/hvac;762;05/08/2020;13;41;65;178;100;34;103;966;103
flask-sqlalchemy;21041123;https://github.com/pallets/flask-sqlalchemy;3243;17/08/2020;4;162;29;469;100;39;90;132468;623
aliyun-python-sdk-core;21011777;https://github.com/aliyun/aliyun-openapi-python-sdk;752;21/08/2020;30;;3;151;100;81;20;782;264
unicodecsv;20999677;https://github.com/jdunck/python-unicodecsv;593;05/10/2015;0;255;19;33;33;94;13;20707;313
fastavro;20452394;https://github.com/fastavro/fastavro;371;18/08/2020;13;20;26;199;100;22;51;886;87
incremental;20437940;https://github.com/twisted/incremental;87;03/09/2019;2;347;8;19;19;51;4;21448;88
secretstorage;20437063;https://github.com/mitya57/secretstorage;46;07/06/2020;3;114;0;21;21;39;3;;
