package_name;pypi_downloads;github_url;stars;last_commit;commit_freq;release_freq;open_issues;closed_issues;api_closed_issues;avg_days_to_close_issue;contributors;dep_repos;dep_pkgs;libraries_io_url;sourcerank;dep_repos;dep_pkgs
python-owasp-zap-v2-4;320947;;;;;;;;;;;;;https://libraries.io/pypi/python-owasp-zap-v2.4;8;2;33
pydoe;320793;https://github.com/tisimst/pyDOE;135;2017-04-25;;;13;6;6;11;2;221;32;https://libraries.io/pypi/pyDOE;9;1;34
python-graph-core;320720;https://github.com/pmatiello/python-graph;251;2018-01-29;8;;;;;;;99;14;https://libraries.io/pypi/python-graph-core;10;0;17
delighted;320676;;;;;;;;;;;;;https://libraries.io/pypi/delighted;9;0;2
openexr;320663;;;;;;;;;;;;;https://libraries.io/pypi/OpenEXR;8;0;21
pypubsub;320566;https://github.com/schollii/pypubsub;121;2019-04-01;1;573;7;28;28;68;6;;;https://libraries.io/pypi/PyPubSub;14;7;62
azure-storage-logging;320374;https://github.com/michiya/azure-storage-logging;17;2016-10-09;;244;3;2;2;15;2;;;https://libraries.io/pypi/azure-storage-logging;8;0;0
osc-placement;320206;;;;;;;;;;;;;https://libraries.io/pypi/osc-placement;7;0;3
teradatasql;320196;;;;;;;;;;;;;https://libraries.io/pypi/teradatasql;5;2;1
pyexcel-webio;319989;https://github.com/pyexcel/pyexcel-webio;9;2020-05-02;1;127;0;6;;;;;;https://libraries.io/pypi/pyexcel-webio;9;1;93
optunity;319906;;;;;;;;;;;;;https://libraries.io/pypi/Optunity;7;0;7
scrapy-fake-useragent;319796;https://github.com/alecxe/scrapy-fake-useragent;463;2020-08-15;1;;2;20;20;194;6;237;1;https://libraries.io/pypi/scrapy-fake-useragent;15;0;50
python-keycloak-client;319634;https://github.com/Peter-Slump/python-keycloak-client;37;2020-06-03;4;84;10;6;6;60;10;;;https://libraries.io/pypi/python-keycloak-client;11;1;9
behave-django;319596;https://github.com/behave/behave-django;145;2020-08-03;6;89;11;45;45;132;13;;;https://libraries.io/pypi/behave-django;15;0;59
cmake-format;319433;https://github.com/cheshirekow/cmakelang;;;;;;;;;;;;https://libraries.io/pypi/cmake-format;10;1;1
azureml-widgets;319381;;;;;;;;;;;;;https://libraries.io/pypi/azureml-widgets;6;0;3
wiremock;319226;https://github.com/platinummonkey/python-wiremock;13;2020-06-11;1;1243;1;15;15;16;5;;;https://libraries.io/pypi/wiremock;11;0;0
pyllist;319212;https://github.com/rgsoda/pypy-llist;27;2020-05-20;;;0;5;5;3;3;11;2;https://libraries.io/pypi/pyllist;7;0;0
virtualenvwrapper-win;319030;https://github.com/davidmarble/pywin;63;2014-09-19;;;2;2;2;1;2;;;https://libraries.io/pypi/virtualenvwrapper-win;14;0;316
web-fragments;319026;https://github.com/edx/web-fragments;4;2020-06-26;;169;0;0;;;10;;;https://libraries.io/pypi/web-fragments;13;5;18
claw;318391;https://github.com/tictail/claw;17;2015-09-16;1;365;;;;;;;;https://libraries.io/pypi/claw;9;0;3
pygtail;318224;http://github.com/bgreenlee/pygtail;194;2019-10-14;;;15;8;8;84;15;105;15;https://libraries.io/pypi/pygtail;12;1;47
django-pyfs;318207;https://github.com/edx/django-pyfs;1;2020-07-06;;256;;;;;;;;https://libraries.io/pypi/django-pyfs;9;0;11
django-mock-queries;317957;https://github.com/stphivos/django-mock-queries;157;2020-07-07;4;89;7;16;16;7;18;;;https://libraries.io/pypi/django-mock-queries;11;0;0
flake8-future-import;317955;https://github.com/xZise/flake8-future-import;18;2019-08-06;1;141;7;7;7;33;6;;;https://libraries.io/pypi/flake8-future-import;12;0;32
pyqt5-tools;317776;https://github.com/altendky/pyqt5-tools;113;2020-08-21;18;29;13;31;30;194;;;;https://libraries.io/pypi/pyqt5-tools;12;0;51
inflector;317455;https://github.com/ixmatus/inflector;14;2019-10-29;;;2;3;3;577;6;;;https://libraries.io/pypi/Inflector;14;4;34
sigopt;317377;;;;;;;;;;;;;https://libraries.io/pypi/sigopt;8;1;15
taskcluster-urls;317265;https://github.com/taskcluster/taskcluster-lib-urls;0;2020-08-18;5;64;2;5;5;160;10;;;https://libraries.io/pypi/taskcluster-urls;11;1;17
snaptime;317196;https://github.com/zartstrom/snaptime;9;2017-06-15;;;1;0;;;;;;https://libraries.io/pypi/snaptime;8;0;3
wsgi-intercept;317181;http://github.com/cdent/wsgi-intercept;33;2020-02-05;2;;4;22;22;36;12;;;https://libraries.io/pypi/wsgi-intercept;7;1;6
django-push-notifications;317165;https://github.com/jazzband/django-push-notifications;1617;2020-07-24;4;169;103;249;100;90;71;;;https://libraries.io/pypi/django-push-notifications;14;3;85
update;316239;https://github.com/lmittmann/update;;;;;;;;;;;;https://libraries.io/pypi/update;9;0;65
business-duration;316235;https://github.com/gnaneshwar441/Business_Duration;8;2020-04-02;;;0;4;4;40;;;;https://libraries.io/pypi/business-duration;8;0;0
quinn;315975;;;;;;;;;;;;;https://libraries.io/pypi/quinn;11;0;3
json-logging;315967;https://github.com/thangbn/json-logging;115;2020-08-05;3;46;5;31;;;13;92;3;https://libraries.io/pypi/json-logging;13;1;4
hexdump;315802;;;;;;;;;;;;;https://libraries.io/pypi/hexdump;6;0;117
constructs;315273;https://github.com/aws/constructs;43;2020-08-19;9;;3;3;3;6;13;;;https://libraries.io/pypi/constructs;14;135;2
flask-injector;315204;https://github.com/alecthomas/flask_injector;204;2020-02-22;1;;8;31;31;76;9;412;9;https://libraries.io/pypi/Flask-Injector;12;3;54
taskcluster;314659;https://github.com/taskcluster/taskcluster;107;2020-08-22;869;5;153;629;100;10;170;;;https://libraries.io/pypi/taskcluster;16;10;70
plaidml;314578;;;;;;;;;;;;;https://libraries.io/pypi/plaidml;6;0;17
sparkmeasure;314265;https://github.com/lucacanali/sparkMeasure;322;2020-06-17;5;250;4;16;16;37;6;;;https://libraries.io/pypi/sparkmeasure;9;0;0
nylas;314261;https://github.com/nylas/nylas-python;67;2020-07-17;6;66;4;36;36;184;25;;;https://libraries.io/pypi/nylas;13;1;7
simpy;314135;https://github.com/abeham/SimSharp;55;2020-08-07;1;166;4;13;13;44;4;;;https://libraries.io/pypi/simpy;10;20;134
tabledata;313440;https://github.com/thombashi/tabledata;2;2020-08-03;12;18;0;0;;;;;;https://libraries.io/pypi/tabledata;11;5;14
xss-utils;313273;https://github.com/edx/xss-utils;1;2020-07-02;;184;0;0;;;9;;;https://libraries.io/pypi/xss-utils;9;0;2
segtok;312665;https://github.com/fnl/segtok;137;2020-05-12;1;;3;17;17;74;4;324;9;https://libraries.io/pypi/segtok;13;0;34
pretty-bad-protocol;312580;https://github.com/isislovecruft/python-gnupg;377;2018-08-01;13;;60;96;95;180;35;26;6;https://libraries.io/pypi/pretty-bad-protocol;12;0;1
glog;312421;https://github.com/benley/python-glog;37;2020-06-22;;;2;4;4;21;5;;;https://libraries.io/pypi/glog;10;0;48
python-dynamodb-lock;312358;https://github.com/mohankishore/python_dynamodb_lock;21;2019-05-12;4;;5;1;1;1;2;;;https://libraries.io/pypi/python-dynamodb-lock;7;0;1
f5-icontrol-rest;312347;https://github.com/F5Networks/f5-icontrol-rest-python;32;2020-03-27;;61;10;64;64;47;14;379;3;https://libraries.io/pypi/f5-icontrol-rest;13;1;130
django-hashid-field;312307;https://github.com/nshafer/django-hashid-field;229;2020-06-05;3;;7;30;30;64;10;99;2;https://libraries.io/pypi/django-hashid-field;13;0;16
robotframework-debuglibrary;312095;https://github.com/xyb/robotframework-debuglibrary;66;2020-07-19;1;110;3;32;32;122;15;96;12;https://libraries.io/pypi/robotframework-debuglibrary;13;0;36
orionsdk;312090;http://github.com/solarwinds/orionsdk-python;117;2020-01-03;1;548;5;24;24;153;12;;;https://libraries.io/pypi/orionsdk;12;0;13
blosc;311728;http://github.com/blosc/python-blosc;244;2020-08-03;6;103;12;70;69;114;28;826;41;https://libraries.io/pypi/blosc;17;8;318
google-images-download;311594;https://github.com/hardikvasa/google-images-download;6987;2019-05-21;2;;75;157;100;92;36;;;https://libraries.io/pypi/google_images_download;15;1;107
bigquery-schema-generator;311379;https://github.com/bxparks/bigquery-schema-generator;94;2020-07-10;5;60;1;21;21;16;6;12;1;https://libraries.io/pypi/bigquery-schema-generator;10;1;1
flask-oidc;311204;https://github.com/puiterwijk/flask-oidc;98;2018-12-21;2;172;29;36;36;118;16;;;https://libraries.io/pypi/flask-oidc;12;2;30
django-versatileimagefield;311097;https://github.com/WGBH/django-versatileimagefield;422;2020-05-05;6;;45;68;;;30;881;17;https://libraries.io/pypi/django-versatileimagefield;17;5;229
inject;310935;https://github.com/ivankorobkov/python-inject;383;2020-08-17;2;;3;35;35;61;21;198;35;https://libraries.io/pypi/Inject;16;11;46
marshmallow-jsonapi;310614;https://github.com/marshmallow-code/marshmallow-jsonapi;190;2020-08-18;9;;34;69;69;162;26;370;10;https://libraries.io/pypi/marshmallow-jsonapi;14;6;98
ibmiotf;310475;https://github.com/ibm-watson-iot/iot-python;177;2020-08-06;10;;5;79;79;68;31;31;3;https://libraries.io/pypi/ibmiotf;12;1;76
django-split-settings;310303;https://github.com/sobolevn/django-split-settings;591;2020-08-17;2;265;1;30;30;92;16;;;https://libraries.io/pypi/django-split-settings;15;0;108
django-admin-list-filter-dropdown;310247;https://github.com/mrts/django-admin-list-filter-dropdown;183;2019-10-14;;357;1;12;12;106;7;;;https://libraries.io/pypi/django-admin-list-filter-dropdown;13;0;7
fbmessenger;310052;https://github.com/rehabstudio/fbmessenger;94;2020-05-19;2;64;8;28;28;15;9;956;17;https://libraries.io/pypi/fbmessenger;14;1;33
dbus-python;310024;;;;;;;;;;;;;https://libraries.io/pypi/dbus-python;11;19;158
django-transaction-hooks;309891;;;;;;;;;;;;;https://libraries.io/pypi/django-transaction-hooks;11;0;28
supermercado;309836;https://github.com/mapbox/supermercado;78;2020-07-10;1;347;6;11;11;183;9;63;10;https://libraries.io/pypi/supermercado;12;0;20
django-queryinspect;309823;https://github.com/dobarkod/django-queryinspect;523;2019-09-09;;;2;11;11;290;12;;;https://libraries.io/pypi/django-queryinspect;14;0;17
easygui;309625;https://github.com/robertlugg/easygui;314;2019-09-05;3;421;71;60;57;72;13;;;https://libraries.io/pypi/easygui;11;2;82
chargebee;309575;;;;;;;;;;;;;https://libraries.io/pypi/chargebee;8;1;5
rainbow-saddle;309553;https://github.com/flupke/rainbow-saddle;48;2018-01-15;;;3;2;2;37;6;;;https://libraries.io/pypi/rainbow-saddle;10;0;6
playsound;309143;https://github.com/TaylorSMarks/playsound;173;2017-06-29;;;27;7;7;269;4;1504;39;https://libraries.io/pypi/playsound;12;1;15
rasa-sdk;308772;https://github.com/rasahq/rasa-sdk;142;2020-08-21;31;17;13;90;90;24;36;;;https://libraries.io/pypi/rasa-sdk;12;2;13
sphinx-autoapi;308579;http://github.com/readthedocs/sphinx-autoapi;176;2020-08-16;9;;24;128;100;98;23;480;40;https://libraries.io/pypi/sphinx-autoapi;14;0;85
transliterate;308408;https://github.com/barseghyanartur/transliterate;164;2020-02-25;1;;16;12;12;151;12;760;16;https://libraries.io/pypi/transliterate;12;3;77
oic;308291;https://github.com/rohe/;;;;;;;;;;;;https://libraries.io/pypi/oic;16;7;98
expects;308227;https://github.com/jaimegildesagredo/expects;176;2020-06-05;5;;13;29;29;49;8;;;https://libraries.io/pypi/expects;11;1;118
dialogflow;307922;https://github.com/googleapis/dialogflow-python-client-v2;274;2020-08-12;1;79;19;120;100;53;14;1070;7;https://libraries.io/pypi/dialogflow;14;1;79
pysnmp-mibs;307875;;;;;;;;;;;;;https://libraries.io/pypi/pysnmp-mibs;6;0;109
aiosmtplib;307850;https://github.com/cole/aiosmtplib;174;2020-07-30;11;103;3;48;48;111;13;;;https://libraries.io/pypi/aiosmtplib;15;5;37
pytils;307688;;;;;;;;;;;;;https://libraries.io/pypi/pytils;11;3;308
zope-i18nmessageid;307677;https://github.com/zopefoundation/zope.i18nmessageid;0;2020-03-10;;;1;6;6;3;23;;;https://libraries.io/pypi/zope.i18nmessageid;16;39;325
pycapnp;307561;https://github.com/jparyani/pycapnp;316;2020-06-15;8;;58;107;;;28;;;https://libraries.io/pypi/pycapnp;13;1;147
gmplot;307461;https://github.com/gmplot/gmplot;626;2020-08-17;2;350;15;71;71;448;21;;;https://libraries.io/pypi/gmplot;15;2;42
help-tokens;306924;https://github.com/edx/help-tokens;1;2020-06-29;1;100;0;0;;;10;;;https://libraries.io/pypi/help-tokens;11;0;4
django-notifications-hq;306920;http://github.com/django-notifications/django-notifications;1071;2020-07-23;3;245;35;130;100;149;50;946;5;https://libraries.io/pypi/django-notifications-hq;14;1;187
flask-seasurf;306866;;;;;;;;;;;;;https://libraries.io/pypi/Flask-SeaSurf;11;2;209
python-lzf;306711;http://github.com/teepark/python-lzf;16;2016-10-17;;;2;4;4;41;;;;https://libraries.io/pypi/python-lzf;8;2;8
mandrill-37;306670;;;;;;;;;;;;;https://libraries.io/pypi/mandrill-37;7;0;0
notify2;306613;;;;;;;;;;;;;https://libraries.io/pypi/notify2;7;1;61
numdifftools;306395;https://github.com/pbrod/numdifftools;124;2020-05-04;8;60;7;31;31;184;10;;;https://libraries.io/pypi/numdifftools;10;0;0
pulsar-galaxy-lib;306298;https://github.com/galaxyproject/pulsar;30;2020-06-24;16;;52;46;44;96;21;;;https://libraries.io/pypi/pulsar-galaxy-lib;11;0;51
flake8-coding;306150;https://github.com/tk0miya/flake8-coding;11;2019-06-16;1;;1;6;6;131;8;;;https://libraries.io/pypi/flake8-coding;13;0;57
python-firebase;305551;;;;;;;;;;;;;https://libraries.io/pypi/python-firebase;11;3;152
pyttsx3;305421;https://github.com/nateshmbhat/pyttsx3;340;2020-07-30;2;57;50;65;63;166;14;1787;36;https://libraries.io/pypi/pyttsx3;14;9;100
pyvcloud;305249;https://github.com/vmware/pyvcloud;136;2020-08-07;17;;28;130;100;210;60;;;https://libraries.io/pypi/pyvcloud;12;2;21
mesh-tensorflow;304954;http://github.com/tensorflow/mesh;546;2020-08-20;21;117;39;9;9;38;31;375;4;https://libraries.io/pypi/mesh-tensorflow;13;0;28
django-common-helpers;304824;http://github.com/tivix/django-common;218;2018-08-04;1;;4;13;13;145;16;669;1;https://libraries.io/pypi/django-common-helpers;11;0;136
django-js-reverse;304401;https://github.com/ierror/django-js-reverse;487;2020-08-17;3;;10;26;26;126;28;438;14;https://libraries.io/pypi/django-js-reverse;14;4;173
django-libsass;304237;https://github.com/torchbox/django-libsass;220;2020-08-16;;294;2;24;24;139;11;;;https://libraries.io/pypi/django-libsass;15;6;483
requests-credssp;304055;https://github.com/jborean93/requests-credssp;14;2020-08-14;;145;0;4;4;104;2;;;https://libraries.io/pypi/requests-credssp;12;1;131
url-normalize;303985;https://github.com/niksite/url-normalize;55;2020-06-18;;918;4;3;3;184;7;;;https://libraries.io/pypi/url-normalize;12;3;25
rtslib-fb;303930;http://github.com/open-iscsi/rtslib-fb;54;2020-07-17;5;38;15;52;51;129;32;;;https://libraries.io/pypi/rtslib-fb;14;2;114
colorcet;303526;http://github.com/pyviz/colorcet;416;2020-04-14;1;86;5;15;;;8;490;37;https://libraries.io/pypi/colorcet;15;3;47
pytest-logbook;303508;;;;;;;;;;;;;https://libraries.io/pypi/pytest-logbook;6;0;8
instaloader;302970;;;;;;;;;;;;;https://libraries.io/pypi/instaloader;13;3;13
nplusone;302960;https://github.com/jmcarp/nplusone;569;2018-08-02;1;;7;12;12;180;5;162;1;https://libraries.io/pypi/nplusone;14;0;21
dogpile-core;302638;;;;;;;;;;;;;https://libraries.io/pypi/dogpile.core;0;0;19
redlock;302179;https://github.com/glasslion/redlock;135;2019-01-21;1;;4;2;2;110;9;;;https://libraries.io/pypi/redlock;12;0;11
mail-parser;302088;https://github.com/SpamScope/mail-parser;208;2020-08-13;10;22;8;40;40;44;12;114;9;https://libraries.io/pypi/mail-parser;14;5;14
unrar;301961;http://github.com/matiasb/python-unrar;53;2019-09-08;;970;10;2;2;182;6;121;9;https://libraries.io/pypi/unrar;12;3;35
flytekit;301899;https://github.com/lyft/flytekit;34;2020-08-20;18;5;;;;;24;20;2;https://libraries.io/pypi/flytekit;10;2;4
janus;301787;;;;;;;;;;;;;https://libraries.io/pypi/janus;16;13;46
typesentry;301697;https://github.com/h2oai/typesentry;14;2018-10-13;1;;2;7;7;2;;;;https://libraries.io/pypi/typesentry;9;0;3
http;301691;https://github.com/franckcuny/http;2;2019-07-10;;;1;0;;;2;;;https://libraries.io/pypi/http;10;0;2440
wordninja;301574;https://github.com/keredson/wordninja;288;2019-08-10;;;5;5;5;309;2;78;1;https://libraries.io/pypi/wordninja;11;0;4
azure-keyvault-certificates;301479;;;;;;;;;;;;;https://libraries.io/pypi/azure-keyvault-certificates;12;0;2
jsonfield2;301350;;;;;;;;;;;;;https://libraries.io/pypi/jsonfield2;13;10;11
py-healthcheck;301191;https://github.com/ateliedocodigo/py-healthcheck;48;2020-05-20;2;65;2;3;3;1;12;;;https://libraries.io/pypi/py-healthcheck;12;3;8
django-bitfield;301178;https://github.com/disqus/django-bitfield;331;2020-04-06;2;;12;31;31;592;34;;;https://libraries.io/pypi/django-bitfield;15;0;211
sanic-jwt;301159;https://github.com/ahopkins/sanic-jwt;182;2020-07-06;11;61;13;93;93;57;16;565;20;https://libraries.io/pypi/sanic-jwt;12;1;18
sockjs-tornado;300946;https://github.com/sockjs/sockjs-client;7257;2020-08-02;8;80;12;361;100;134;50;3683638;752;https://libraries.io/pypi/sockjs-tornado;18;7;737
py7zr;300875;https://github.com/miurahr/py7zr;48;2020-08-11;63;5;9;69;69;20;8;;;https://libraries.io/pypi/py7zr;9;1;2
petl;300869;https://github.com/petl-developers/petl;751;2020-08-14;9;44;72;325;100;151;31;213;15;https://libraries.io/pypi/petl;16;5;57
s3contents;300597;https://github.com/danielfrg/s3contents;163;2020-05-22;1;;17;37;37;57;21;;;https://libraries.io/pypi/s3contents;11;0;2
cloudbridge;300590;;;;;;;;;;;;;https://libraries.io/pypi/cloudbridge;6;0;2
bdbag;300568;https://github.com/LibraryOfCongress/bagit-python;145;2020-06-29;5;84;25;49;49;84;28;;;https://libraries.io/pypi/bdbag;12;1;8
zc-buildout;300437;https://github.com/buildout/buildout.wheel;6;2017-03-12;;;5;3;3;50;4;;;https://libraries.io/pypi/zc.buildout;13;55;987
pywfm;300244;http://github.com/jfloff/pywFM;235;2019-03-12;1;;5;17;17;40;4;7;1;https://libraries.io/pypi/pywFM;10;0;0
sceptre;300225;https://github.com/cloudreach/sceptre;1076;2020-08-13;19;;113;412;;;57;99;4;https://libraries.io/pypi/sceptre;13;2;13
localstack-ext;300200;https://github.com/localstack/localstack;26021;2020-08-22;30;82;226;1546;100;7;281;72;1;https://libraries.io/pypi/localstack-ext;13;1;19
fs-s3fs;300162;https://github.com/PyFilesystem/s3fs;97;2019-08-14;1;111;20;26;26;32;5;107;12;https://libraries.io/pypi/fs-s3fs;11;3;14
sendgrid-django;300144;https://github.com/elbuo8/sendgrid-django;199;2020-01-23;1;;21;24;24;116;19;;;https://libraries.io/pypi/sendgrid-django;13;0;156
beautifultable;299993;https://github.com/pri22296/beautifultable;96;2020-07-19;2;;17;64;64;122;6;;;https://libraries.io/pypi/beautifultable;16;23;60
logdna;299980;https://github.com/logdna/python;28;2020-06-01;2;47;3;18;18;50;15;36;2;https://libraries.io/pypi/logdna;12;2;5
pyeventsystem;299386;https://github.com/cloudve/pyeventsystem;1;2019-02-18;3;;2;0;;;2;;;https://libraries.io/pypi/pyeventsystem;0;0;0
yaql;299312;;;;;;;;;;;;;https://libraries.io/pypi/yaql;10;2;54
pytest-flakes;299010;https://github.com/asmeurer/pytest-flakes;38;2020-08-10;;;3;13;12;174;9;800;156;https://libraries.io/pypi/pytest-flakes;17;4;520
sinon;298907;https://github.com/note35/sinon;11;2020-06-22;3;197;19;18;18;17;3;;;https://libraries.io/pypi/sinon;6;0;1
prometheus-async;298904;https://github.com/hynek/prometheus-async;75;2020-08-05;3;;3;2;2;51;6;;;https://libraries.io/pypi/prometheus-async;7;0;1
py3dns;298867;;;;;;;;;;;;;https://libraries.io/pypi/py3dns;9;1;100
galaxy-sequence-utils;298802;https://github.com/galaxyproject/sequence_utils;4;2020-02-18;1;252;0;9;9;7;10;;;https://libraries.io/pypi/galaxy-sequence-utils;11;0;0
iniparse;298538;https://github.com/candlepin/python-iniparse;4;2020-01-29;4;;0;3;3;291;10;;;https://libraries.io/pypi/iniparse;11;1;217
websockify;298503;https://github.com/novnc/websockify;2510;2020-08-21;7;318;23;227;100;48;61;313;7;https://libraries.io/pypi/websockify;14;3;298
munkres;298287;;;;;;;;;;;;;https://libraries.io/pypi/munkres;8;3;163
django-simple-captcha;298278;https://github.com/mbi/django-simple-captcha;1084;2019-11-09;3;;26;81;78;65;46;3145;29;https://libraries.io/pypi/django-simple-captcha;17;4;680
gitlint;298200;https://github.com/jorisroovers/gitlint;256;2020-08-22;5;90;25;47;47;106;18;209;3;https://libraries.io/pypi/gitlint;13;0;92
dash-auth;298078;;;;;;;;;;;;;https://libraries.io/pypi/dash-auth;8;1;39
dictobj;297683;https://github.com/grimwm/py-dictobj;5;2016-04-14;;;1;0;;;3;;;https://libraries.io/pypi/dictobj;9;0;46
geotext;297442;https://github.com/elyase/geotext;80;2020-03-08;;;10;6;6;255;6;114;2;https://libraries.io/pypi/geotext;10;1;16
scikit-spark;297274;https://github.com/scikit-spark/scikit-spark;6;2020-02-24;5;113;0;1;1;1;2;;;https://libraries.io/pypi/scikit-spark;8;0;0
python-gettext;296968;https://github.com/hannosch/python-gettext;4;2020-01-31;;;1;5;4;593;4;;;https://libraries.io/pypi/python-gettext;9;0;72
django-ratelimit-backend;296916;https://github.com/brutasse/django-ratelimit-backend;163;2019-05-08;1;;6;8;8;141;15;;;https://libraries.io/pypi/django-ratelimit-backend;13;0;252
os-resource-classes;296745;;;;;;;;;;;;;https://libraries.io/pypi/os-resource-classes;6;2;3
rasa;296582;https://github.com/rasahq/rasa;9538;2020-08-21;425;5;348;3933;100;11;315;;;https://libraries.io/pypi/rasa;16;0;32
circuitbreaker;296494;https://github.com/fabfuel/circuitbreaker;173;2020-05-21;1;236;1;5;5;183;5;29;4;https://libraries.io/pypi/circuitbreaker;13;0;10
scales;296417;;;;;;;;;;;;;https://libraries.io/pypi/scales;14;2;77
libmagic;296330;;;;;;;;;;;;;https://libraries.io/pypi/libmagic;5;0;41
flask-uuid;296083;https://github.com/wbolster/flask-uuid;41;2020-06-16;;;0;2;2;224;4;;;https://libraries.io/pypi/Flask-UUID;0;0;17
django-colorful;296013;https://github.com/charettes/django-colorful;162;2018-08-19;;;3;22;22;91;12;;;https://libraries.io/pypi/django-colorful;12;2;127
edx-i18n-tools;295536;https://github.com/edx/i18n-tools;19;2020-07-21;2;70;10;10;10;17;24;225;3;https://libraries.io/pypi/edx-i18n-tools;12;2;54
aiodataloader;295376;https://github.com/syrusakbary/aiodataloader;133;2020-01-08;;;1;2;2;743;4;;;https://libraries.io/pypi/aiodataloader;10;1;2
circus;295327;https://github.com/circus-tent/circus;1439;2020-08-21;29;103;117;470;100;264;137;;;https://libraries.io/pypi/circus;7;2;178
aiosqlite;295215;https://github.com/omnilib/aiosqlite;310;2020-08-13;5;;6;32;32;38;16;;;https://libraries.io/pypi/aiosqlite;15;14;52
kerberos;295132;https://github.com/apple/ccs-pykerberos;72;2019-04-11;3;369;11;55;55;244;10;;;https://libraries.io/pypi/kerberos;8;1;134
mimeparse;295053;;;;;;;;;;;;;https://libraries.io/pypi/mimeparse;8;2;1250
smartypants;294970;https://github.com/leohemsted/smartypants.py;12;2017-12-24;;;5;1;1;1;3;;;https://libraries.io/pypi/smartypants;13;10;897
django-datatables-view;294689;;;;;;;;;;;;;https://libraries.io/pypi/django-datatables-view;10;0;116
cloudauthz;294501;https://github.com/galaxyproject/cloudauthz;3;2019-06-30;2;131;0;1;1;50;4;;;https://libraries.io/pypi/cloudauthz;9;0;1
chromedriver;294500;;;;;;;;;;;;;https://libraries.io/pypi/chromedriver;7;0;53
pytest-doctestplus;294311;https://github.com/astropy/pytest-remotedata;7;2019-07-20;16;;10;15;15;38;29;;;https://libraries.io/pypi/pytest-doctestplus;7;0;310
isa-rwval;294194;https://github.com/ISA-tools/isa-rwval;1;2020-06-24;68;512;2;6;6;20;16;;;https://libraries.io/pypi/isa-rwval;9;0;3
you-get;293963;https://github.com/soimort/you-get;34705;2020-07-26;24;20;;;;;187;;;https://libraries.io/pypi/you-get;6;0;18
ndjson;293844;https://github.com/rhgrant10/ndjson;31;2020-02-25;;;0;2;2;40;4;;;https://libraries.io/pypi/ndjson;13;5;8
flask-mongoalchemy;293742;http://github.com/cobrateam/flask-mongoalchemy;202;2017-09-01;2;185;16;28;27;60;9;;;https://libraries.io/pypi/Flask-MongoAlchemy;11;0;117
python-sql;293621;;;;;;;;;;;;;https://libraries.io/pypi/python-sql;12;45;33
traits;293411;https://github.com/enthought/traits;261;2020-08-13;26;96;187;341;100;11;56;;;https://libraries.io/pypi/traits;15;13;243
fabric2;293410;;;;;;;;;;;;;https://libraries.io/pypi/fabric2;8;1;9
sfx-jaeger-client;293154;https://github.com/jaegertracing/jaeger-client-python;311;2020-07-13;4;49;42;59;59;79;41;682;37;https://libraries.io/pypi/sfx-jaeger-client;10;3;2
pytest-cover;292978;https://github.com/ionelmc/pytest-cover;5;2015-07-08;4;;0;2;2;3;10;;;https://libraries.io/pypi/pytest-cover;12;0;122
django-pandas;292821;;;;;;;;;;;;;https://libraries.io/pypi/django-pandas;15;0;83
libconf;292664;https://github.com/Grk0/python-libconf;15;2019-11-21;;;3;12;12;39;2;;;https://libraries.io/pypi/libconf;10;0;6
celery-once;292530;https://github.com/cameronmaske/celery-once;491;2019-11-15;1;339;20;32;32;294;15;;;https://libraries.io/pypi/celery_once;12;0;11
zodbpickle;292308;https://github.com/zopefoundation/zodbpickle;14;2020-03-13;2;;6;22;22;182;9;244;17;https://libraries.io/pypi/zodbpickle;12;1;47
morfessor;291983;;;;;;;;;;;;;https://libraries.io/pypi/Morfessor;8;0;34
mnemonic;291855;https://github.com/trezor/python-mnemonic;305;2020-06-18;2;;1;27;27;221;22;;;https://libraries.io/pypi/mnemonic;14;21;135
mattermostwrapper;291528;https://github.com/btotharye/mattermostwrapper;4;2020-02-18;2;576;0;3;3;613;2;740;14;https://libraries.io/pypi/mattermostwrapper;9;1;41
tslearn;291482;https://github.com/mblondel/soft-dtw;258;2019-01-08;;;9;11;11;7;;;;https://libraries.io/pypi/tslearn;5;0;11
sdnotify;291444;https://github.com/bb4242/sdnotify;55;2017-08-02;;559;0;3;3;8;2;;;https://libraries.io/pypi/sdnotify;10;0;24
sqlalchemy-diff;291440;https://github.com/Overseas-Student-Living/sqlalchemy-diff;11;2019-02-12;1;349;5;1;;;6;;;https://libraries.io/pypi/sqlalchemy-diff;0;0;2
pypom;291363;https://github.com/mozilla/PyPOM;125;2019-09-06;4;;3;9;9;21;12;;;https://libraries.io/pypi/PyPOM;12;0;72
eliot;291265;;;;;;;;;;;;;https://libraries.io/pypi/eliot;15;3;52
django-s3-storage;291106;https://github.com/etianen/django-s3-storage;304;2020-07-29;3;;8;65;65;76;24;;;https://libraries.io/pypi/django-s3-storage;13;0;39
dumper;291094;https://github.com/jric/Dumper.py;11;2019-02-05;;;0;1;1;962;;36;2;https://libraries.io/pypi/Dumper;10;0;1
glob3;290793;https://github.com/camabeh/glob3;;;;;;;;;;;;https://libraries.io/pypi/glob3;3;0;2
plaidml-keras;290761;;;;;;;;;;;;;https://libraries.io/pypi/plaidml-keras;6;0;22
wtforms-json;290633;https://github.com/kvesteri/wtforms-json;124;2017-08-21;1;;11;21;21;57;13;435;26;https://libraries.io/pypi/WTForms-JSON;12;0;92
