package_name;pypi_downloads;github_url;stars;last_commit;commit_freq;release_freq;open_issues;closed_issues;api_closed_issues;avg_days_to_close_issue;contributors;dep_repos;dep_pkgs;libraries_io_url;sourcerank;dep_repos;dep_pkgs
pyecharts;290624;https://github.com/pyecharts/pyecharts;9596;2020-08-21;39;;16;1254;100;5;25;1099;50;https://libraries.io/pypi/pyecharts;18;13;141
pretend;290548;https://github.com/alex/pretend;189;2019-09-12;1;;2;4;4;5;8;;;https://libraries.io/pypi/pretend;14;2;3710
office365-rest-python-client;290526;https://github.com/vgrem/Office365-REST-Python-Client;200;2020-08-19;5;118;44;138;100;80;19;36;2;https://libraries.io/pypi/Office365-REST-Python-Client;12;2;0
contentful;290378;https://github.com/contentful/contentful.py;24;2020-07-17;;;5;16;16;23;12;93;2;https://libraries.io/pypi/contentful;12;0;20
pyutilib;290162;https://github.com/PyUtilib/pyutilib;21;2020-08-11;14;25;28;11;11;179;10;;;https://libraries.io/pypi/PyUtilib;11;1;23
domain2idna;289893;https://github.com/PyFunceble/domain2idna;2;2020-07-09;3;121;0;2;2;2;;;;https://libraries.io/pypi/domain2idna;11;4;2
requests-aws;289844;https://github.com/tax/python-requests-aws;112;2015-08-24;;;3;4;4;2;9;;;https://libraries.io/pypi/requests-aws;12;0;59
jupyterthemes;289607;https://github.com/dunovank/jupyter-themes;7621;2020-02-25;8;;159;181;100;33;25;1322;2;https://libraries.io/pypi/jupyterthemes;13;0;95
python-termstyle;289385;;;;;;;;;;;;;https://libraries.io/pypi/python-termstyle;0;2;98
gluoncv;289243;https://github.com/dmlc/gluon-cv;4139;2020-08-14;25;100;321;342;100;15;99;234;36;https://libraries.io/pypi/gluoncv;13;0;15
flyteidl;289199;;;;;;;;;;;;;https://libraries.io/pypi/flyteidl;9;3;1
flup;288939;;;;;;;;;;;;;https://libraries.io/pypi/flup;9;0;893
django-wkhtmltopdf;288806;https://github.com/incuna/django-wkhtmltopdf;266;2020-01-17;3;;18;78;78;179;36;328;6;https://libraries.io/pypi/django-wkhtmltopdf;13;3;90
lyricwikia;288703;http://github.com/enricobacis/lyricwikia;37;2020-03-09;1;295;0;5;5;107;5;120;5;https://libraries.io/pypi/lyricwikia;13;4;17
teradata;288645;http://github.com/teradata/PyTd;105;2018-01-18;1;;46;66;66;29;5;;;https://libraries.io/pypi/teradata;10;1;14
qdarkstyle;288314;https://github.com/ColinDuquesnoy/QDarkStyleSheet;1531;2020-03-23;6;94;37;151;100;53;22;2883;52;https://libraries.io/pypi/QDarkStyle;16;4;125
tox-battery;288204;https://github.com/signalpillar/tox-battery;24;2020-05-27;;342;5;10;10;51;4;;;https://libraries.io/pypi/tox-battery;11;1;87
infi-clickhouse-orm;287969;https://github.com/Infinidat/infi.clickhouse_orm;226;2020-07-16;;;23;80;80;100;18;;;https://libraries.io/pypi/infi.clickhouse-orm;11;0;0
tensor2tensor;287941;http://github.com/tensorflow/tensor2tensor;10328;2020-07-25;114;15;525;659;100;29;215;702;22;https://libraries.io/pypi/tensor2tensor;15;0;82
spotdl;287865;https://github.com/ritiek/spotify-downloader;4115;2020-08-22;21;60;109;451;100;18;49;97;1;https://libraries.io/pypi/spotdl;13;0;2
pingparsing;287561;https://github.com/thombashi/pingparsing;44;2020-08-09;13;33;3;14;14;39;;29;3;https://libraries.io/pypi/pingparsing;12;2;8
django-hosts;287383;https://github.com/jazzband/django-hosts;616;2020-01-22;2;;26;45;45;166;14;528;2;https://libraries.io/pypi/django-hosts;7;0;152
cx-freeze;286879;https://github.com/marcelotduarte/cx_Freeze;570;2020-08-06;19;54;98;450;100;56;64;;;https://libraries.io/pypi/cx-Freeze;13;0;17
f5-sdk;286712;https://github.com/F5Networks/f5-common-python;214;2020-02-07;24;32;86;760;100;41;29;441;8;https://libraries.io/pypi/f5-sdk;13;0;148
cgroupspy;286694;https://github.com/cloudsigma/cgroupspy;38;2017-08-03;;;1;2;2;34;10;;;https://libraries.io/pypi/cgroupspy;12;0;81
line-bot-sdk;286256;https://github.com/line/line-bot-sdk-python;1034;2020-07-14;4;70;7;131;100;38;31;5515;7;https://libraries.io/pypi/line-bot-sdk;18;6;523
django-hijack-admin;285827;;;;;;;;;;;;;https://libraries.io/pypi/django-hijack-admin;13;0;38
sqlalchemy-postgres-copy;285818;https://github.com/jmcarp/sqlalchemy-postgres-copy;49;2017-10-02;;;4;4;4;57;2;;;https://libraries.io/pypi/sqlalchemy-postgres-copy;9;0;10
hydra-core;285735;https://github.com/facebookresearch/hydra;2667;2020-08-22;69;87;56;385;100;5;44;201;24;https://libraries.io/pypi/hydra-core;13;8;3
django-babel;285735;;;;;;;;;;;;;https://libraries.io/pypi/django-babel;13;1;139
python-qpid-proton;285624;;;;;;;;;;;;;https://libraries.io/pypi/python-qpid-proton;7;3;37
pybs;285517;http://github.com/henriksu/pybs;1;2016-01-31;1;;22;6;6;78;2;;;https://libraries.io/pypi/pybs;6;0;0
hap-python;285388;https://github.com/ikalchev/HAP-python;326;2020-07-25;10;45;40;84;83;34;22;;;https://libraries.io/pypi/HAP-python;14;0;73
textstat;285373;https://github.com/shivam5992/textstat;500;2020-07-19;3;132;18;61;60;96;28;356;19;https://libraries.io/pypi/textstat;15;4;66
pyhumps;285023;https://github.com/nficano/humps;79;2020-07-15;9;;6;4;4;18;5;65;20;https://libraries.io/pypi/pyhumps;15;10;7
riemann-client;284689;https://github.com/borntyping/python-riemann-client;37;2017-04-28;2;97;2;18;18;29;6;;;https://libraries.io/pypi/riemann-client;13;0;22
fastrlock;284639;https://github.com/scoder/fastrlock;9;2020-06-05;1;;0;6;6;32;3;;;https://libraries.io/pypi/fastrlock;9;0;30
sphinx-markdown-builder;284496;https://github.com/codejamninja/sphinx-markdown-builder;78;2020-07-10;4;163;16;15;15;75;14;66;16;https://libraries.io/pypi/sphinx-markdown-builder;11;1;21
talon;284184;https://github.com/mailgun/talon;1031;2019-07-02;3;54;40;65;65;205;31;;;https://libraries.io/pypi/talon;12;0;5
ansible-modules-hashivault;283440;https://github.com/TerryHowe/ansible-modules-hashivault;299;2020-08-21;16;;12;122;100;42;48;250;0;https://libraries.io/pypi/ansible-modules-hashivault;13;0;34
docformatter;283269;https://github.com/myint/docformatter;170;2020-07-14;4;;14;18;18;96;13;298;20;https://libraries.io/pypi/docformatter;13;0;46
sqlalchemy-repr;283236;https://github.com/manicmaniac/sqlalchemy-repr;20;2020-01-24;;;0;2;2;62;2;37;1;https://libraries.io/pypi/sqlalchemy-repr;9;0;3
http-parser;283230;http://github.com/benoitc/http-parser;317;2020-04-06;2;33;10;41;40;323;27;;;https://libraries.io/pypi/http-parser;13;2;75
yagmail;283216;https://github.com/kootenpv/yagmail;1820;2020-06-02;3;;65;81;79;111;22;770;33;https://libraries.io/pypi/yagmail;16;12;369
multiprocessing;283159;;;;;;;;;;;;;https://libraries.io/pypi/multiprocessing;8;0;456
nosehtml;283052;https://github.com/galaxyproject/nosehtml;0;2020-05-06;;381;0;0;;;6;;;https://libraries.io/pypi/NoseHTML;11;0;63
zconfig;282943;;;;;;;;;;;;;https://libraries.io/pypi/ZConfig;12;1;155
graphql-ws;282754;https://github.com/graphql-python/graphql-ws;201;2020-07-04;1;;16;9;9;301;10;;;https://libraries.io/pypi/graphql-ws;14;4;10
cqlsh;282401;;;;;;;;;;;;;https://libraries.io/pypi/cqlsh;10;0;10
c7n;282320;https://github.com/cloud-custodian/cloud-custodian;3097;2020-08-20;62;20;807;1969;100;5;272;;;https://libraries.io/pypi/c7n;14;11;22
aws-kinesis-agg;282300;http://github.com/awslabs/kinesis-aggregation;296;2020-08-10;4;417;27;21;21;122;27;;;https://libraries.io/pypi/aws-kinesis-agg;11;3;1
sshuttle;282274;https://github.com/sshuttle/sshuttle;5727;2020-08-21;9;;79;231;100;41;96;63;1;https://libraries.io/pypi/sshuttle;14;1;6
ase;282233;;;;;;;;;;;;;https://libraries.io/pypi/ase;11;8;169
email;282170;;;;;;;;;;;;;https://libraries.io/pypi/email;7;0;149
mozcrash;282034;;;;;;;;;;;;;https://libraries.io/pypi/mozcrash;8;2;192
django-pyodbc-azure;282009;https://github.com/michiya/django-pyodbc-azure;319;2018-10-03;;37;87;84;81;86;;;;https://libraries.io/pypi/django-pyodbc-azure;12;0;120
adyen;282007;https://github.com/Adyen/adyen-python-api-library;23;2020-08-05;3;159;4;49;49;95;17;;;https://libraries.io/pypi/Adyen;11;1;1
treeherder-client;281951;https://github.com/mozilla/treeherder;200;2020-08-21;120;;31;65;65;37;197;62;8;https://libraries.io/pypi/treeherder-client;7;1;63
cmsis-pack-manager;281936;;;;;;;;;;;;;https://libraries.io/pypi/cmsis-pack-manager;5;1;6
openslide-python;281823;https://github.com/openslide/openslide-python;175;2020-05-21;1;364;33;46;46;40;6;201;18;https://libraries.io/pypi/openslide-python;7;0;11
intuit-oauth;281590;https://github.com/intuit/oauth-pythonclient;32;2020-08-11;2;139;3;11;11;30;5;;;https://libraries.io/pypi/intuit-oauth;11;2;3
pylogo;281446;;;;;;;;;;;;;https://libraries.io/pypi/PyLogo;3;0;0
requests-opentracing;281356;http://github.com/opentracing-contrib/python-requests;4;2019-11-04;;;0;0;;;2;;;https://libraries.io/pypi/Requests-OpenTracing;8;0;2
submit50;281346;https://github.com/cs50/submit50;105;2020-04-30;9;65;10;97;97;78;9;265;1;https://libraries.io/pypi/submit50;12;1;18
sqlalchemy-utc;280632;https://github.com/spoqa/sqlalchemy-utc;44;2018-01-25;;;3;0;;;3;61;4;https://libraries.io/pypi/SQLAlchemy-Utc;9;0;32
arpeggio;280466;https://github.com/textX/Arpeggio;190;2020-06-27;6;;20;42;42;42;14;;;https://libraries.io/pypi/Arpeggio;15;10;60
robotframework-databaselibrary;280129;https://github.com/franz-see/Robotframework-Database-Library;101;2020-01-16;2;;15;64;63;342;22;;;https://libraries.io/pypi/robotframework-databaselibrary;13;1;35
django-statsd-mozilla;280103;https://github.com/django-statsd/django-statsd;275;2018-08-08;2;;4;34;34;548;32;;;https://libraries.io/pypi/django-statsd-mozilla;12;3;359
django-debug-toolbar-request-history;279908;https://github.com/djsutho/django-debug-toolbar-request-history;115;2020-06-08;;;4;16;16;66;8;487;0;https://libraries.io/pypi/django-debug-toolbar-request-history;14;0;35
django-cachalot;279743;https://github.com/noripyt/django-cachalot;722;2020-08-10;8;69;18;97;96;59;21;293;2;https://libraries.io/pypi/django-cachalot;15;0;82
django-revproxy;279586;https://github.com/TracyWebTech/django-revproxy;156;2020-08-07;4;122;20;30;30;163;26;;;https://libraries.io/pypi/django-revproxy;12;2;45
argo-models;279534;https://github.com/e2fyi/argo-models;9;2020-05-11;1;20;0;5;5;12;3;;;https://libraries.io/pypi/argo-models;10;3;6
lsm-db;279194;;;;;;;;;;;;;https://libraries.io/pypi/lsm-db;7;0;10
django-tagging;278697;https://github.com/Fantomas42/django-tagging;62;2020-03-06;4;;;;;;;;;https://libraries.io/pypi/django-tagging;15;5;1190
ssh-import-id;278033;;;;;;;;;;;;;https://libraries.io/pypi/ssh-import-id;8;0;505
drf-jwt;277877;https://github.com/Styria-Digital/django-rest-framework-jwt;92;2020-08-14;30;;9;16;16;59;;;;https://libraries.io/pypi/drf-jwt;11;1;2
pdoc3;277844;;;;;;;;;;;;;https://libraries.io/pypi/pdoc3;14;8;45
remote-pdb;277749;https://github.com/ionelmc/python-remote-pdb;174;2020-07-24;1;;4;12;12;1;8;78;3;https://libraries.io/pypi/remote-pdb;14;1;20
edx-django-sites-extensions;277736;https://github.com/edx/edx-django-sites-extensions;1;2020-07-09;;115;0;2;2;112;12;;;https://libraries.io/pypi/edx-django-sites-extensions;12;0;39
django-activity-stream;277420;http://github.com/justquick/django-activity-stream;1786;2020-08-06;6;225;45;225;100;101;87;486;11;https://libraries.io/pypi/django-activity-stream;15;3;330
setuptools-git-version;277412;https://github.com/pyfidelity/setuptools-git-version;39;2018-11-23;;;7;3;3;49;3;44;16;https://libraries.io/pypi/setuptools-git-version;8;0;5
rebulk;277028;https://github.com/Toilal/rebulk;38;2020-05-01;4;;1;13;13;160;3;;;https://libraries.io/pypi/rebulk;10;2;57
gpustat;276834;https://github.com/wookayin/gpustat;1940;2020-05-19;3;175;14;42;42;61;10;246;62;https://libraries.io/pypi/gpustat;12;1;20
rosdistro;276786;;;;;;;;;;;;;https://libraries.io/pypi/rosdistro;10;6;51
pytest-reportportal;276399;https://github.com/reportportal/agent-python-pytest;60;2020-07-23;6;82;27;77;75;131;29;;;https://libraries.io/pypi/pytest-reportportal;12;1;3
suds-community;276387;https://github.com/suds-community/suds;41;2020-05-09;68;;8;13;13;56;16;;;https://libraries.io/pypi/suds-community;9;3;1
djangocms-link;276324;https://github.com/divio/djangocms-link;27;2020-05-12;3;;2;61;60;267;29;;;https://libraries.io/pypi/djangocms-link;14;3;384
django-render-block;276196;https://github.com/clokep/django-render-block;21;2020-07-13;2;;4;2;2;8;4;;;https://libraries.io/pypi/django-render-block;11;1;62
helper;276072;https://github.com/gmr/helper;28;2018-10-30;1;;1;6;6;336;6;;;https://libraries.io/pypi/helper;12;2;57
planout;275947;;;;;;;;;;;;;https://libraries.io/pypi/PlanOut;5;0;13
bigquery-python;275723;https://github.com/tylertreat/BigQuery-Python;375;2019-12-10;4;84;18;42;41;51;45;;;https://libraries.io/pypi/BigQuery-Python;14;0;21
django-allow-cidr;275677;https://github.com/mozmeao/django-allow-cidr;41;2019-04-03;;;0;5;5;2;5;42;0;https://libraries.io/pypi/django-allow-cidr;9;0;3
filesplit;275533;https://github.com/ram-jayapalan/filesplit;19;2019-03-31;1;257;4;4;4;33;;18;0;https://libraries.io/pypi/filesplit;7;0;0
image-classifiers;275116;https://github.com/qubvel/classification_models;811;2020-02-26;4;137;15;30;29;28;4;;;https://libraries.io/pypi/image-classifiers;11;0;8
code-annotations;275049;https://github.com/edx/code-annotations;0;2020-08-13;4;49;0;0;;;17;;;https://libraries.io/pypi/code-annotations;9;1;12
zope-configuration;274839;https://github.com/zopefoundation/zope.configuration;2;2020-03-22;;;2;22;22;494;24;;;https://libraries.io/pypi/zope.configuration;15;32;128
json-minify;274832;;;;;;;;;;;;;https://libraries.io/pypi/JSON_minify;10;0;2
mozleak;274718;;;;;;;;;;;;;https://libraries.io/pypi/mozleak;4;0;9
webium;274660;https://github.com/wgnet/webium;141;2017-01-04;;680;5;3;3;1;7;;;https://libraries.io/pypi/webium;12;0;11
darglint;274507;https://github.com/raddessi/SublimeLinter-contrib-darglint;0;2018-11-20;;;;;;;;;;https://libraries.io/pypi/darglint;12;1;10
captcha;274383;https://github.com/lepture/captcha;656;2020-05-13;;;5;25;25;134;12;764;14;https://libraries.io/pypi/captcha;12;0;86
murmurhash3;274013;http://github.com/veegee/mmh3;16;2017-03-18;;;;;;;;;;https://libraries.io/pypi/murmurhash3;6;0;3
babelfish;273569;https://github.com/Diaoul/babelfish;16;2020-07-14;1;157;4;16;16;350;7;;;https://libraries.io/pypi/babelfish;10;1;97
asciitree;273563;http://github.com/mbr/asciitree;72;2019-12-26;;;5;4;4;148;6;;;https://libraries.io/pypi/asciitree;13;8;41
softlayer;273518;http://github.com/softlayer/softlayer-python;158;2020-08-18;24;54;13;512;100;31;79;;;https://libraries.io/pypi/SoftLayer;13;1;41
rdp;273447;http://github.com/fhirschmann/rdp;114;2016-12-19;;;4;4;4;74;3;;;https://libraries.io/pypi/rdp;9;0;11
opsgenie-sdk;273268;https://github.com/opsgenie/opsgenie-python-sdk;16;2020-01-24;1;321;10;15;15;210;10;20;2;https://libraries.io/pypi/opsgenie-sdk;11;1;16
flair;273240;https://github.com/flairNLP/flair;9216;2020-08-18;101;57;135;1133;100;9;98;419;21;https://libraries.io/pypi/flair;13;0;24
pyramid-beaker;273034;;;;;;;;;;;;;https://libraries.io/pypi/pyramid_beaker;7;4;20
ciscoconfparse;272922;https://github.com/mpenning/ciscoconfparse;518;2020-07-24;14;;6;141;100;64;4;155;5;https://libraries.io/pypi/ciscoconfparse;8;3;39
faiss-cpu;272734;https://github.com/kyamagu/faiss-wheels;39;2020-07-08;16;70;1;11;11;11;;89;11;https://libraries.io/pypi/faiss-cpu;10;1;0
dawg-python;272672;https://github.com/kmike/DAWG;212;2020-02-19;1;;13;13;;;7;91;6;https://libraries.io/pypi/DAWG-Python;9;0;36
json-logic-qubit;272621;https://github.com/qubitproducts/json-logic-py;19;2018-08-15;1;;2;1;1;1;;;;https://libraries.io/pypi/json_logic_qubit;0;0;0
pysnooper;272588;https://github.com/cool-RR/PySnooper;13725;2020-06-05;17;;15;85;84;7;23;248;15;https://libraries.io/pypi/PySnooper;12;5;23
consul-kv;272544;https://github.com/vdloo/consul-kv;5;2017-09-03;1;1401;2;2;2;24;3;;;https://libraries.io/pypi/consul_kv;6;0;0
collision;272541;;;;;;;;;;;;;https://libraries.io/pypi/collision;8;0;0
pymacaroons;272483;https://github.com/ecordell/pymacaroons;55;2020-05-08;2;;12;16;16;77;10;;;https://libraries.io/pypi/pymacaroons;9;0;29
traitsui;272464;https://github.com/enthought/traitsui;223;2020-08-21;38;155;260;282;100;13;69;440;29;https://libraries.io/pypi/traitsui;14;3;136
django-cron;272253;http://github.com/tivix/django-cron;718;2018-06-06;2;869;29;62;61;102;27;;;https://libraries.io/pypi/django-cron;13;0;144
pysnow;272247;https://github.com/rbw/pysnow;150;2020-08-05;11;48;2;57;56;28;13;;;https://libraries.io/pypi/pysnow;12;2;8
cloudshell-automation-api;272168;;;;;;;;;;;;;https://libraries.io/pypi/cloudshell-automation-api;10;16;46
confusable-homoglyphs;272107;https://github.com/vhf/confusable_homoglyphs;119;2018-08-31;;;2;8;8;41;3;;;https://libraries.io/pypi/confusable_homoglyphs;11;0;5
mozdownload;272077;https://github.com/mozilla/mozdownload;55;2020-08-14;3;;25;228;100;97;36;;;https://libraries.io/pypi/mozdownload;12;0;19
pyramid-jinja2;272009;https://github.com/Pylons/pyramid_jinja2;72;2020-04-17;4;;6;54;54;108;39;;;https://libraries.io/pypi/pyramid-jinja2;13;7;19
django-background-tasks;271850;http://github.com/arteria/django-background-tasks;443;2019-12-23;6;43;44;139;100;81;;;;https://libraries.io/pypi/django-background-tasks;14;2;87
azure-log-analytics-data-collector-api;271663;https://github.com/yokawasa/azure-log-analytics-data-collector-python;1;2020-07-21;1;53;0;2;2;2;;;;https://libraries.io/pypi/azure-log-analytics-data-collector-api;8;0;0
sas7bdat;271457;https://github.com/BioStatMatt/sas7bdat;68;2015-03-13;1;;12;0;;;2;;;https://libraries.io/pypi/sas7bdat;10;1;30
userpath;271353;https://github.com/ofek/userpath;98;2020-06-25;1;1067;8;10;10;47;3;71;3;https://libraries.io/pypi/userpath;11;2;3
jaraco-itertools;270952;https://github.com/jaraco/jaraco.itertools;4;2020-04-25;;;2;6;6;14;7;;;https://libraries.io/pypi/jaraco.itertools;15;11;141
django-user-sessions;270926;http://github.com/Bouke/django-user-sessions;316;2020-07-08;2;123;14;46;;;21;121;2;https://libraries.io/pypi/django-user-sessions;14;1;112
xblock-utils;270758;https://github.com/edx/xblock-utils;16;2020-08-21;2;135;3;2;2;8;34;;;https://libraries.io/pypi/xblock-utils;14;6;14
conda;270630;https://github.com/conda/conda;3757;2020-08-21;164;10;1600;5914;100;13;306;;;https://libraries.io/pypi/conda;19;9;1050
pytest-splinter;270317;https://github.com/pytest-dev/pytest-splinter;183;2020-06-18;3;34;4;66;66;61;21;236;16;https://libraries.io/pypi/pytest-splinter;17;4;107
zvmcloudconnector;269995;https://github.com/mfcloud/python-zvm-sdk;0;2019-12-20;239;;;;;;;;;https://libraries.io/pypi/zVMCloudConnector;11;1;5
gino;269870;https://github.com/python-gino/gino;1689;2020-08-23;28;;34;239;100;23;31;;;https://libraries.io/pypi/gino;15;4;17
evdev;269787;https://github.com/gvalkov/python-evdev;208;2020-08-19;3;104;32;53;52;172;30;;;https://libraries.io/pypi/evdev;16;7;138
jaconv;269747;https://github.com/ikegami-yukino/jaconv;134;2020-08-02;1;1601;1;3;3;1;4;;;https://libraries.io/pypi/jaconv;10;2;14
rapid-framework;269581;https://github.com/BambooHR/rapid;3;2020-06-09;9;;0;0;;;3;;;https://libraries.io/pypi/rapid-framework;9;0;0
django-cookies-samesite;269089;https://github.com/jotes/django-cookies-samesite;21;2020-07-06;2;;0;15;15;26;10;41;1;https://libraries.io/pypi/django-cookies-samesite;10;1;1
pyomo;268803;https://github.com/Pyomo/PyomoGallery;115;2020-06-25;;;2;2;2;112;8;;;https://libraries.io/pypi/Pyomo;10;9;66
python-grpc-prometheus;268776;https://github.com/zhyon404/python-grpc-prometheus;8;2019-12-10;;240;0;2;2;80;3;;;https://libraries.io/pypi/python-grpc-prometheus;8;0;0
py-ecc;268663;https://github.com/ethereum/py_ecc;78;2020-05-12;5;70;27;17;17;24;12;;;https://libraries.io/pypi/py-ecc;15;6;25
pytest-mockito;268235;https://github.com/kaste/pytest-mockito;10;2018-07-11;;;0;1;1;1;;;;https://libraries.io/pypi/pytest-mockito;9;0;1
osmnx;268173;https://github.com/gboeing/osmnx;2518;2020-08-16;30;;4;368;100;8;42;426;19;https://libraries.io/pypi/osmnx;12;0;16
proximityhash;268140;https://github.com/ashwin711/proximityhash;225;2017-06-16;;130;5;0;;;;;;https://libraries.io/pypi/proximityhash;10;0;1
nmslib;267866;https://github.com/searchivarius/nmslib;2093;2020-07-17;16;112;44;304;;;23;202;19;https://libraries.io/pypi/nmslib;13;2;26
