package_name;pypi_downloads;github_url;stars;last_commit;commit_freq;release_freq;open_issues;closed_issues;api_closed_issues;avg_days_to_close_issue;contributors;dep_repos;dep_pkgs;vulns;license
slack-webhook-cli;367161;https://github.com/philippbosch/slack-webhook-cli;37;2019-09-09;0;;3;6;6;138;3;;;0;License not found
yanc;367057;https://github.com/0compute/yanc;22;2015-03-20;0;;2;5;5;60;2;;;0;GPL-3.0 License
moment;366733;https://github.com/zachwill/moment;669;2020-11-27;1;;3;29;27;348;3;467;16;0;License not found
metaphone;366667;https://github.com/oubiwann/metaphone;62;2019-11-27;0;527;;;;;;;;0;BSD-3-Clause License
flask-restless;366655;https://github.com/jfinkels/flask-restless;1025;2020-05-16;12;132;98;316;100;120;65;1687;23;0;AGPL (text)
bioblend;366592;https://github.com/galaxyproject/bioblend;72;2021-03-08;14;229;38;115;100;129;43;;;0;MIT License
pyshark;365756;https://github.com/kiminewt/pyshark;1290;2021-02-06;4;240;168;190;100;129;51;435;24;0;MIT License
baselines;365230;https://github.com/openai/baselines;11295;2020-01-31;7;;386;426;100;31;112;288;5;0;MIT License
mws;364475;https://github.com/python-amazon-mws/python-amazon-mws;326;2021-03-02;8;79;16;116;100;117;36;79;3;0;Unlicense License
datacompy;364453;https://github.com/capitalone/datacompy;147;2021-02-10;2;156;17;39;39;73;12;19;0;0;Apache-2.0 License
webexteamssdk;364267;https://github.com/ciscodevnet/webexteamssdk;167;2020-07-13;9;41;18;70;70;99;12;1395;40;0;MIT License
elasticsearch-async;363722;https://github.com/elastic/elasticsearch-py-async;274;2020-07-20;0;;1;46;46;322;13;;;0;Apache-2.0 License
super-csv;363526;https://github.com/edx/super-csv;3;2021-03-22;4;26;2;0;;;19;15;1;0;Apache License (text)
bcdoc;363307;https://github.com/boto/bcdoc;4;2015-06-17;1;;4;2;2;502;4;;;0;Apache License (text)
aiomysql;362843;https://github.com/aio-libs/aiomysql;1252;2020-11-26;15;113;70;114;100;68;77;11799;89;0;MIT License
jgscm;362623;https://github.com/src-d/jgscm;44;2019-06-03;0;240;5;3;3;12;5;;;0;MIT License
tryme;362606;https://github.com/bryanwb/tryme;6;2017-09-24;0;;0;0;;;;;;0;License not permissive (text)
mojimoji;362549;https://github.com/studio-ousia/mojimoji;101;2020-05-16;0;207;0;9;9;82;5;197;9;0;Apache License (text)
flask-moment;362104;https://github.com/miguelgrinberg/flask-moment;322;2020-12-17;0;;5;34;34;202;15;14980;17;0;MIT License
fastentrypoints;361566;https://github.com/ninjaaron/fast-entry_points;104;2020-10-17;1;;4;3;3;2;12;;;0;BSD-2-Clause License
flake8-broken-line;361212;https://github.com/wemake-services/flake8-broken-line;61;2021-03-19;8;226;1;13;13;70;7;;;0;MIT License
bcolz;361201;https://github.com/blosc/bcolz;914;2020-09-10;10;133;119;122;100;64;28;1482;45;0;License not found
pygaljs;360860;https://github.com/ionelmc/python-pygaljs;4;2020-04-03;0;;0;1;1;1;;;;0;LGPL (text)
hologram;360703;https://github.com/fishtown-analytics/hologram;5;2021-03-08;8;45;6;5;5;21;7;;;0;MIT License
slumber;360572;https://github.com/samgiles/slumber;594;2017-04-26;2;;29;40;40;393;26;;;0;BSD-2-Clause License
edx-completion;359466;https://github.com/edx/completion;5;2021-02-09;5;23;;;;;41;;;0;AGPL-3.0 License
jprops;359455;https://github.com/mgood/jprops;35;2017-04-22;0;;1;10;10;299;2;;;0;BSD-2-Clause License
event-tracking;359142;https://github.com/edx/event-tracking;45;2021-03-18;1;137;0;0;;;23;78;3;0;AGPL-3.0 License
nbval;358787;https://github.com/computationalmodelling/nbval;347;2021-01-27;6;;29;59;59;67;22;820;143;0;License not permissive (text)
avro-gen;358630;https://github.com/rbystrit/avro_gen;16;2021-02-13;1;;3;5;5;284;5;6;0;0;Apache-2.0 License
daemonize;358563;https://github.com/thesharp/daemonize;397;2018-12-12;1;;13;33;33;95;11;619;59;0;MIT License
grapheme;358333;https://github.com/alvinlindstam/grapheme;62;2021-01-01;2;223;4;7;7;191;8;;;0;MIT License
ibm-cloud-sdk-core;358085;https://github.com/ibm/python-sdk-core;10;2021-03-17;14;11;0;13;13;100;12;665;13;0;Apache-2.0 License
colcon-mixin;357988;https://github.com/colcon/colcon-mixin;1;2020-10-06;1;;2;2;2;0;3;;;0;Apache-2.0 License
daiquiri;357950;https://github.com/jd/daiquiri;308;2020-11-07;2;;6;14;14;17;11;;;0;Apache-2.0 License
pypiserver;357894;https://github.com/pypiserver/pypiserver;1132;2021-03-04;5;64;48;153;100;67;60;79;4;3;License not permissive (text)
esrally;357647;https://github.com/elastic/rally;1348;2021-03-22;31;34;64;574;100;56;47;;;0;Apache-2.0 License
flask-jwt;357619;https://github.com/mattupstate/flask-jwt;522;2015-11-03;1;;42;30;29;47;9;7725;23;0;MIT License
deluge-client;356872;https://github.com/johndoee/deluge-client;68;2020-06-16;2;;2;21;21;46;7;;;0;MIT License
pytube3;355984;https://github.com/hbmartin/pytube3;3;2020-02-22;0;;5;0;;;;;;0;License not found
django-admin-tools;355968;https://github.com/django-admin-tools/django-admin-tools;574;2021-01-12;7;;15;56;56;160;66;985;21;0;MIT License
django-user-tasks;355841;https://github.com/edx/django-user-tasks;14;2021-03-22;2;88;0;1;1;62;17;;;0;Apache-2.0 License
python-mistralclient;355214;https://github.com/openstack/python-mistralclient;50;2021-01-15;8;;;;;;78;;;0;Apache-2.0 License
pytest-qt;354919;https://github.com/pytest-dev/pytest-qt;211;2021-03-15;9;75;15;152;100;90;32;;;0;MIT License
frida;354622;https://github.com/frida/frida;7263;2021-03-20;33;4;743;817;100;7;36;;;0;License not permissive (text)
shortid;354503;https://github.com/corpix/shortid;37;2017-10-07;0;;1;2;2;293;;;;0;MIT License
percy;354323;https://github.com/percy/python-percy-client;22;2020-07-07;2;53;2;9;9;163;15;;;0;MIT License
slots;354302;https://github.com/roycoding/slots;60;2020-01-13;0;474;8;8;8;186;5;;;0;MIT License
lesscpy;354049;https://github.com/lesscpy/lesscpy;133;2020-01-23;3;;34;30;30;46;20;;;0;MIT License
pdpbox;354006;https://github.com/saucecat/pdpbox;547;2021-03-14;5;455;15;38;38;435;4;339;9;0;MIT License
kivy-garden;353990;https://github.com/kivy-garden/garden;30;2019-05-13;0;547;9;10;10;230;13;;;0;MIT License
salt;353736;https://github.com/saltstack/salt;11617;2021-03-18;921;15;2000;21382;100;18;2301;;;40;Apache-2.0 License
python-logstash-async;353610;https://github.com/eht16/python-logstash-async;119;2020-12-05;2;78;3;38;38;74;20;;;0;MIT License
pyrabbit;353585;https://github.com/bkjones/pyrabbit;89;2015-12-24;1;;14;13;13;134;14;125;14;0;BSD-3-Clause License
pooch;352783;https://github.com/fatiando/pooch;101;2020-12-01;5;51;13;58;58;47;20;941;27;0;License not permissive (text)
python-terraform;352529;https://github.com/beelit94/python-terraform;293;2021-03-01;3;100;25;37;36;33;12;206;15;0;MIT License
nbdime;352522;https://github.com/jupyter/nbdime;1940;2021-01-14;29;;49;204;100;59;24;35;9;0;License not permissive (text)
devpi-common;351856;https://github.com/devpi/devpi;444;2021-02-19;69;;94;553;100;68;65;130;18;0;License not found
quart;351769;https://github.com/pgjones/quart;872;2021-03-21;19;;3;103;100;22;44;1163;61;1;MIT License
ifcfg;351412;https://github.com/ftao/python-ifcfg;39;2020-09-20;1;154;7;14;14;11;13;;;0;BSD-3-Clause License
djangorestframework-jsonapi;351328;https://github.com/django-json-api/django-rest-framework-json-api;898;2021-03-20;11;76;25;304;100;81;86;815;11;0;BSD-2-Clause License
xdis;351156;https://github.com/rocky/python-xdis;106;2021-03-14;16;11;5;26;26;164;15;;;0;GPL-2.0 License
spyder-kernels;350985;https://github.com/spyder-ide/spyder-kernels;18;2021-02-21;38;;14;58;58;47;22;12127;10;0;MIT License
contexttimer;350891;https://github.com/brouberol/contexttimer;54;2019-03-30;0;;2;3;3;0;8;;;0;GPL-3.0 License
python-vagrant;350728;https://github.com/todddeluca/python-vagrant;219;2017-05-08;1;;10;22;22;159;17;;;0;MIT License
snowflake;350592;https://github.com/shaddi/snowflake;7;2018-05-28;0;;0;2;2;634;2;;;0;License not found
pytest-replay;349933;https://github.com/esss/pytest-replay;31;2020-12-09;2;;0;0;;;3;;;0;MIT License
instantmusic;349382;https://github.com/yask123/instant-music-downloader;1340;2021-01-27;2;;28;42;42;38;23;386;2;0;License not found
scrapy-crawlera;349306;https://github.com/scrapy-plugins/scrapy-crawlera;281;2020-12-01;5;154;5;25;25;194;29;148;1;0;License not found
qtawesome;348806;https://github.com/spyder-ide/qtawesome;366;2020-12-08;6;63;6;52;50;145;18;;;0;MIT License
pymupdf;348697;https://github.com/pymupdf/pymupdf;900;2021-03-22;10;36;7;751;100;4;27;993;74;0;AGPL-3.0 License
pdftotext;348589;https://github.com/jalan/pdftotext;445;2021-01-17;2;130;13;55;55;48;3;441;23;0;MIT License
colcon-package-information;348450;https://github.com/colcon/colcon-package-information;1;2021-03-15;1;;0;1;1;106;3;;;0;Apache-2.0 License
django-config-models;347729;https://github.com/edx/django-config-models;16;2021-03-15;3;62;2;1;1;18;21;146;3;0;AGPL-3.0 License
python-oembed;347667;https://github.com/abarmat/python-oembed;34;2016-04-05;0;;5;4;4;246;4;;;0;MIT License
glean-parser;347572;https://github.com/mozilla/glean_parser;6;2021-03-15;23;6;2;9;9;59;14;;;0;MPL-2.0 License
bok-choy;347544;https://github.com/edx/bok-choy;66;2021-03-19;5;59;5;14;14;153;44;;;0;Apache-2.0 License
django-smtp-ssl;347346;https://github.com/bancek/django-smtp-ssl;106;2019-10-29;0;;0;3;3;0;2;753;2;0;MIT License
colcon-defaults;347053;https://github.com/colcon/colcon-defaults;1;2020-10-06;0;;1;2;2;1;2;;;0;Apache-2.0 License
pid;346920;https://github.com/trbs/pid;83;2020-11-16;2;;1;15;15;86;15;432;36;0;Apache-2.0 License
colcon-output;346898;https://github.com/colcon/colcon-output;2;2020-10-06;1;;0;5;5;86;2;;;0;Apache-2.0 License
colcon-metadata;346326;https://github.com/colcon/colcon-metadata;2;2021-03-18;0;;0;5;5;36;3;;;0;Apache-2.0 License
strif;346031;https://github.com/jlevy/strif;38;2019-06-30;0;403;5;1;1;655;;;;0;Apache-2.0 License
textsearch;345867;https://github.com/kootenpv/textsearch;70;2021-02-07;0;;1;1;1;427;2;160;7;0;License not found
colcon-package-selection;345501;https://github.com/colcon/colcon-package-selection;1;2020-10-06;1;;1;4;4;24;3;;;0;Apache-2.0 License
pytest-subtests;345161;https://github.com/pytest-dev/pytest-subtests;80;2021-01-11;2;;11;9;9;53;3;;;0;MIT License
pomegranate;345012;https://github.com/jmschrei/pomegranate;2631;2021-03-19;11;105;35;553;100;30;57;395;16;0;MIT License
standardjson;344873;https://github.com/audreyfeldroy/standardjson;18;2014-05-23;0;1249;4;0;;;;;;0;BSD-3-Clause License
edx-celeryutils;344810;https://github.com/edx/edx-celeryutils;3;2021-03-17;2;55;0;0;;;16;;;0;Apache-2.0 License
crontab;344772;https://github.com/josiahcarlson/parse-crontab;254;2020-07-22;0;;0;25;25;71;6;;;0;LGPL-2.1 License
django-choices;344609;https://github.com/bigjason/django-choices;172;2019-12-08;1;334;4;24;24;122;18;397;18;0;MIT License
flake8-executable;344552;https://github.com/xuhdev/flake8-executable;12;2021-02-20;3;127;2;2;2;6;5;;;0;License not permissive (text)
mapbox-vector-tile;344094;https://github.com/tilezen/mapbox-vector-tile;136;2018-11-23;3;154;15;28;28;27;21;80;8;0;MIT License
factor-analyzer;344078;https://github.com/educationaltestingservice/factor_analyzer;122;2021-03-20;5;301;7;33;33;112;6;;;0;GPL-2.0 License
purl;343453;https://github.com/codeinthehole/purl;250;2019-03-10;1;;6;12;12;70;11;;;0;MIT License
colcon-parallel-executor;343446;https://github.com/colcon/colcon-parallel-executor;1;2020-10-06;0;;0;1;1;25;;;;0;Apache-2.0 License
colcon-powershell;343411;https://github.com/colcon/colcon-powershell;1;2020-10-06;0;;0;1;1;0;2;;;0;Apache-2.0 License
aiostream;343278;https://github.com/vxgmichel/aiostream;309;2021-03-05;3;153;8;32;32;56;5;110;26;0;GPL-3.0 License
pysrt;343097;https://github.com/byroot/pysrt;251;2020-01-20;1;;15;40;40;53;12;653;33;0;GPL-3.0 License
allennlp;342633;https://github.com/allenai/allennlp;9827;2021-03-17;52;27;97;2190;100;17;228;1450;58;0;Apache-2.0 License
instaclone;342508;https://github.com/vivlabs/instaclone;48;2017-11-15;1;;5;9;9;12;2;;;0;Apache-2.0 License
calmsize;342418;https://github.com/stonesjtu/calmsize;0;2019-05-28;1;;0;0;;;;;;0;License not permissive (text)
django-splash;342392;https://github.com/edx/django-splash;2;2021-01-20;0;180;;;;;;;;0;Apache-2.0 License
flask-classful;342327;https://github.com/teracyhq/flask-classful;183;2020-02-23;5;146;16;55;54;98;;448;14;0;License not permissive (text)
bx-python;342190;https://github.com/bxlab/bx-python;98;2021-03-15;12;118;12;35;35;299;22;;;0;MIT License
datetime-truncate;341781;https://github.com/mediapop/datetime_truncate;8;2020-08-06;0;;0;3;3;588;4;;;0;MIT License
pytorch-memlab;341702;https://github.com/stonesjtu/pytorch_memlab;537;2021-03-19;2;74;4;14;14;21;7;;;0;MIT License (text)
sphinx-click;341490;https://github.com/click-contrib/sphinx-click;134;2021-03-19;1;65;4;45;45;88;18;;;0;MIT License
flake8-rst-docstrings;341334;https://github.com/peterjc/flake8-rst-docstrings;27;2020-09-28;2;;8;13;13;65;3;;;0;MIT License
tabula-py;340717;https://github.com/chezou/tabula-py;1355;2020-10-20;6;63;1;207;100;7;15;;;0;MIT License
geog;340639;https://github.com/jwass/geog;41;2016-02-04;0;;0;0;;;;;;0;MIT License
ddldump;340038;https://github.com/percolate/ddldump;27;2020-03-19;2;;0;0;;;4;;;0;GPL-3.0 License
jupyter-kernel-gateway;339997;https://github.com/jupyter/kernel_gateway;337;2020-09-29;8;77;12;149;100;64;32;;;0;License not permissive (text)
ipcalc;339874;https://github.com/tehmaze/ipcalc;144;2019-05-14;1;;5;23;23;142;12;;;0;BSD-2-Clause License
symspellpy;339829;https://github.com/mammothb/symspellpy;422;2020-08-28;4;86;12;58;57;39;8;;;0;MIT License
django-taggit-serializer;339625;https://github.com/glemmapaul/django-taggit-serializer;156;2018-06-20;0;;15;18;18;106;8;805;6;0;BSD-3-Clause License
pyeapi;339481;https://github.com/arista-eosplus/pyeapi;108;2020-11-13;7;110;24;70;70;57;26;302;11;0;BSD-3-Clause License
natto-py;338953;https://github.com/buruzaemon/natto-py;71;2019-12-31;6;202;2;49;49;36;3;;;0;BSD-2-Clause License
django-admin-sortable;338818;https://github.com/alsoicode/django-admin-sortable;445;2020-12-09;5;;5;123;100;39;58;430;18;0;License not permissive (text)
cmreshandler;338306;https://github.com/cmanaha/python-elasticsearch-logger;179;2020-10-25;0;264;18;23;23;83;10;79;7;0;License not permissive (text)
qualname;338192;https://github.com/wbolster/qualname;25;2020-05-25;0;;3;2;2;143;4;;;0;License not permissive (text)
pyscss;338021;https://github.com/kronuz/pyscss;567;2020-09-03;10;194;106;208;100;178;47;;;0;MIT License
pyscaffold;337653;https://github.com/pyscaffold/pyscaffold;1022;2021-03-17;22;14;7;215;100;73;33;;;0;MIT License
django-parler;337191;https://github.com/django-parler/django-parler;463;2020-09-06;7;;61;115;100;123;56;873;46;0;Apache-2.0 License
nameko;337160;https://github.com/nameko/nameko;3889;2020-09-14;26;27;62;174;100;95;40;778;76;0;Apache-2.0 License
flake8-junit-report;337153;https://github.com/initios/flake8-junit-report;13;2016-08-10;1;;6;3;3;51;5;;;0;BSD-3-Clause License
pytest-dotenv;337013;https://github.com/quiqua/pytest-dotenv;84;2020-06-22;0;;2;8;8;92;6;294;12;0;MIT License
pycosat;336990;https://github.com/continuumio/pycosat;153;2017-10-31;1;;17;10;10;220;8;;;0;MIT License
tabulator;336917;https://github.com/frictionlessdata/tabulator-py;204;2021-03-22;9;13;0;177;100;130;25;468;26;0;MIT License
pydeck;336502;https://github.com/visgl/deck.gl;8534;2021-03-18;;4;73;2000;100;4;142;1401;73;0;MIT License
sqlacodegen;336463;https://github.com/agronholm/sqlacodegen;665;2021-02-08;2;;26;74;74;598;10;;;0;MIT License (text)
slugid;335705;https://github.com/taskcluster/slugid.py;1;2019-04-23;;;0;4;4;29;9;;;0;MPL-2.0 License
django-jsonview;335238;https://github.com/jsocol/django-jsonview;227;2021-01-31;1;164;6;14;14;82;11;;;0;Apache License (text)
flanker;334758;https://github.com/mailgun/flanker;1453;2020-03-16;4;25;49;36;35;112;44;;;0;Apache-2.0 License
bbcode;334733;https://github.com/dcwatson/bbcode;57;2019-12-27;1;;0;26;26;105;5;;;2;BSD-2-Clause License
grpclib;334593;https://github.com/vmagamedov/grpclib;615;2021-03-04;7;;10;94;94;42;11;131;30;0;BSD-3-Clause License
psycopg2-pool;334375;https://github.com/changaco/psycopg2-pool;4;2019-10-08;0;;0;0;;;;;;0;LGPL-3.0 License
jsonmatch;334103;https://github.com/percolate/jsonmatch;15;2019-06-27;0;;1;1;1;2;6;;;0;License not permissive (text)
fuzzyset;333719;https://github.com/axiak/fuzzyset;182;2019-01-24;0;;8;12;12;361;4;;;0;License not found
pyuca;333247;https://github.com/jtauber/pyuca;177;2019-10-20;1;639;5;5;5;81;5;419;10;0;License not permissive (text)
aws-configure;332361;https://github.com/qoomon/aws-configure;1;2020-02-21;1;277;0;0;;;;;;0;License not found
cloudfoundry-client;332329;https://github.com/cloudfoundry-community/cf-python-client;40;2021-03-12;4;;7;60;60;60;16;;;0;Apache-2.0 License
shadowsocks;332298;https://github.com/shadowsocks/shadowsocks;32974;2015-08-22;0;180;;;;;;;;0;License not found
sphinx-copybutton;332237;https://github.com/executablebooks/sphinx-copybutton;96;2020-12-28;5;198;23;35;35;40;16;;;0;MIT License
python-saml;331879;https://github.com/onelogin/python-saml;541;2021-01-14;3;135;8;175;100;67;37;417;7;2;MIT License
lorem;331440;https://github.com/sfischer13/python-lorem;15;2017-06-05;0;;0;0;;;;;;0;MIT License
dynamodb-encryption-sdk;331082;https://github.com/aws/aws-dynamodb-encryption-python;63;2021-02-26;8;256;24;18;18;94;12;15;1;1;Apache-2.0 License
cfscrape;330844;https://github.com/anorov/cloudflare-scrape;2331;2020-03-23;1;226;82;272;100;19;23;3119;52;1;MIT License
pyexcelerate;330811;https://github.com/kz26/pyexcelerate;384;2021-03-15;4;362;15;60;60;73;19;167;13;0;BSD-2-Clause License
pytorch-lightning;330413;https://github.com/pytorchlightning/pytorch-lightning;12600;2021-03-22;191;9;238;2777;100;3;420;2150;111;1;Apache-2.0 License
style;329927;https://github.com/lmittmann/style;7;2019-03-08;0;;0;2;2;274;;;;0;MIT License
pyvisa;329833;https://github.com/pyvisa/pyvisa;479;2021-03-08;13;;37;426;100;58;44;;;0;MIT License
django-prettyjson;329828;https://github.com/kevinmickey/django-prettyjson;111;2018-08-07;1;;9;10;10;113;6;132;4;0;BSD-3-Clause License
bpemb;329404;https://github.com/bheinzerling/bpemb;910;2020-10-18;2;;3;46;46;67;6;360;5;0;MIT License
keras-tuner;329378;https://github.com/keras-team/keras-tuner;2270;2021-03-13;38;82;143;150;100;38;31;435;19;0;Apache-2.0 License
pyangbind;329377;https://github.com/robshakir/pyangbind;148;2018-08-24;5;102;69;93;93;36;16;118;5;0;Apache License (text)
spark-parser;329259;https://github.com/rocky/python-spark;33;2020-07-06;4;35;5;4;4;8;2;;;0;MIT License
linear-tsv;328822;https://github.com/solidsnack/tsv;8;2018-01-20;0;;0;6;6;94;4;;;0;Apache-2.0 License
pip-review;328773;https://github.com/jgonggrijp/pip-review;367;2021-02-13;4;110;10;51;49;133;;;;0;BSD-3-Clause License
colcon-notification;328770;https://github.com/colcon/colcon-notification;1;2021-03-15;1;;1;8;8;6;6;;;0;Apache-2.0 License
sqlalchemy-views;328384;https://github.com/jklukas/sqlalchemy-views;33;2020-06-24;0;;4;3;2;0;5;;;0;MIT License (text)
fakenewsredis;328127;https://github.com/ska-sa/fakenewsredis;3;2018-02-20;12;;0;5;5;14;;;;0;License not permissive (text)
pyinstrument;328085;https://github.com/joerick/pyinstrument;2594;2021-03-21;4;;20;55;55;165;23;209;22;0;BSD-3-Clause License
edx-milestones;327978;https://github.com/edx/edx-milestones;3;2021-01-18;2;121;0;0;;;24;;;0;AGPL-3.0 License
yellowbrick;327721;https://github.com/districtdatalabs/yellowbrick;3134;2021-03-10;14;76;84;519;100;32;95;;;0;Apache-2.0 License
rply;327643;https://github.com/alex/rply;344;2020-09-23;2;;17;32;32;60;24;441;24;2;License not permissive (text)
smdebug;327582;https://github.com/awslabs/sagemaker-debugger;70;2021-03-19;43;17;53;30;30;29;21;44;0;0;Apache License (text)
trio;327557;https://github.com/python-trio/trio;3787;2021-03-16;78;;238;381;100;57;108;711;173;0;License not permissive (text)
colcon-bash;327356;https://github.com/colcon/colcon-bash;2;2020-10-23;1;;0;1;1;1;2;;;0;Apache-2.0 License
zstd;327210;https://github.com/sergey-dryabzhinsky/python-zstd;83;2020-12-23;2;49;2;34;33;56;4;;;0;BSD-2-Clause License
ryu;326961;https://github.com/osrg/ryu;1208;2021-02-22;29;;12;17;0;;97;343;9;0;Apache-2.0 License
faust;326931;https://github.com/robinhood/faust;5405;2020-10-09;86;10;198;223;100;28;79;649;18;0;License not permissive (text)
aioamqp;326629;https://github.com/polyconseil/aioamqp;245;2020-10-31;5;;23;72;70;182;39;;;0;License not permissive (text)
cornice;326363;https://github.com/cornices/cornice;365;2021-03-11;9;62;42;187;100;252;92;593;45;0;Mozilla Public License (text)
pydomo;326035;https://github.com/domoinc/domo-python-sdk;64;2021-02-09;1;143;5;37;37;117;9;;;0;MIT License
bfh;325966;https://github.com/percolate/bfh;12;2018-05-23;1;;0;0;;;7;;;0;License not permissive (text)
pypowervm;325944;https://github.com/powervm/pypowervm;25;2021-03-19;18;;4;6;6;6;30;;;0;Apache-2.0 License
uncompyle6;325894;https://github.com/rocky/python-uncompyle6;2102;2020-12-31;47;13;37;195;100;41;23;;;0;GPL-3.0 License
redset;325581;https://github.com/percolate/redset;70;2015-04-01;0;;1;1;1;37;5;;;0;License not permissive (text)
snakeviz;325502;https://github.com/jiffyclub/snakeviz;1400;2020-08-01;2;;31;84;84;243;20;669;29;0;License not permissive (text)
sdic;325442;https://github.com/percolate/sdic;7;2018-04-09;0;;1;0;;;2;;;0;GPL-3.0 License
mozilla-django-oidc;324852;https://github.com/mozilla/mozilla-django-oidc;189;2021-03-22;8;60;31;138;100;106;35;216;9;0;MPL-2.0 License
pgpy;324806;https://github.com/securityinnovation/pgpy;210;2021-02-01;13;180;83;178;100;98;26;;;0;BSD-3-Clause License
flexmock;324051;https://github.com/bkabrda/flexmock;45;2020-01-27;6;;18;11;11;66;;;;0;License not permissive (text)
flask-restful-swagger;323930;https://github.com/rantav/flask-restful-swagger;630;2020-05-29;2;116;49;39;39;63;23;592;9;0;MIT License
amazon-kclpy;323816;https://github.com/awslabs/amazon-kinesis-client-python;311;2019-07-30;0;213;48;29;27;110;11;;;0;Apache-2.0 License
djangocms-attributes-field;323692;https://github.com/django-cms/djangocms-attributes-field;17;2020-09-02;1;;0;7;7;257;11;;;0;License not permissive (text)
sphinx-tabs;323593;https://github.com/executablebooks/sphinx-tabs;144;2021-03-10;3;58;12;60;59;80;13;1227;42;0;MIT License
pafy;323051;https://github.com/mps-youtube/pafy;1109;2020-04-05;8;64;66;144;100;155;36;2029;57;0;License not found
edx-sga;322758;https://github.com/mitodl/edx-sga;30;2021-02-16;3;;46;80;80;156;;;;0;AGPL-3.0 License
textract;322620;https://github.com/deanmalmgren/textract;2977;2019-11-14;6;163;70;121;100;214;26;;;1;MIT License
emcee;322569;https://github.com/dfm/emcee;1122;2021-02-18;7;311;30;202;100;77;51;762;137;0;MIT License
meinheld;322455;https://github.com/mopemope/meinheld;1340;2020-06-23;4;;24;49;48;393;17;;;1;License not permissive (text)
ulid-py;322230;https://github.com/ahawker/ulid;216;2021-02-11;11;;1;31;31;62;5;109;15;0;Apache-2.0 License
pytelegraf;322085;https://github.com/paksu/pytelegraf;69;2018-04-13;0;;4;2;2;90;3;;;0;MIT License
django-url-filter;321730;https://github.com/miki725/django-url-filter;259;2020-02-10;3;135;30;33;33;128;11;337;7;0;License not permissive (text)
nose-detecthttp;321634;https://github.com/venmo/nose-detecthttp;7;2020-12-16;0;;4;2;2;518;5;;;0;MIT License
timezonefinderl;321468;https://github.com/jannikmi/timezonefinderl;9;2020-05-14;0;;0;1;1;5;;;;0;MIT License
colcon-common-extensions;321238;https://github.com/colcon/colcon-common-extensions;2;2020-10-06;0;;0;3;3;0;;;;0;Apache-2.0 License
colcon-devtools;320949;https://github.com/colcon/colcon-devtools;1;2020-10-06;0;;0;0;;;;;;0;Apache-2.0 License
python-owasp-zap-v2-4;320947;https://github.com/zaproxy/zap-api-python;109;2021-01-27;2;149;;;;;11;;;0;Apache-2.0 License
pydoe;320793;https://github.com/tisimst/pydoe;159;2017-04-25;0;;15;6;6;11;2;295;39;0;BSD-3-Clause License
python-graph-core;320720;https://github.com/pmatiello/python-graph;258;2018-01-29;7;;;;;;;116;14;0;License not permissive (text)
delighted;320676;https://github.com/delighted/delighted-python;3;2020-09-15;1;;1;9;9;259;9;;;0;MIT License
pypubsub;320566;https://github.com/schollii/pypubsub;131;2019-04-01;1;627;8;30;30;63;6;652;47;0;License not found
azure-storage-logging;320374;https://github.com/michiya/azure-storage-logging;18;2016-10-09;0;266;3;2;2;15;2;;;0;Apache-2.0 License
teradatasql;320196;https://github.com/teradata/python-driver;31;2020-12-19;1;;;;;;;;;0;License not permissive (text)
pyexcel-webio;319989;https://github.com/pyexcel-webwares/pyexcel-webio;9;2020-10-12;1;140;0;6;6;1;;;;0;License not permissive (text)
optunity;319906;https://github.com/claesenm/optunity;364;2020-05-11;9;829;46;48;48;54;9;54;4;0;License not permissive (text)
scrapy-fake-useragent;319796;https://github.com/alecxe/scrapy-fake-useragent;520;2020-09-17;1;;3;21;21;185;6;294;1;0;MIT License
python-keycloak-client;319634;https://github.com/peter-slump/python-keycloak-client;49;2020-06-03;3;103;12;6;6;60;10;80;3;0;MIT License
behave-django;319596;https://github.com/behave/behave-django;155;2020-10-18;6;101;11;48;48;148;13;;;0;MIT License
cmake-format;319433;https://github.com/cheshirekow/cmake-tools-rtd;2;2020-08-19;0;;;;;;;;;0;License not found
wiremock;319226;https://github.com/platinummonkey/python-wiremock;18;2021-02-25;1;486;2;20;20;18;8;;;0;Apache License (text)
pyllist;319212;https://github.com/rgsoda/pypy-llist;27;2020-05-20;0;;0;5;5;3;3;15;3;0;MIT License
virtualenvwrapper-win;319030;https://github.com/davidmarble/virtualenvwrapper-win;408;2020-02-16;1;930;17;64;64;193;17;4949;0;0;License not permissive (text)
web-fragments;319026;https://github.com/edx/web-fragments;6;2021-01-29;0;174;0;0;;;13;;;0;Apache-2.0 License
claw;318391;https://github.com/tictail/claw;16;2015-09-16;1;408;;;;;;;;0;Apache-2.0 License
pygtail;318224;https://github.com/bgreenlee/pygtail;204;2019-10-14;0;;16;8;8;84;15;133;15;0;GPL-2.0 License
django-pyfs;318207;https://github.com/edx/django-pyfs;3;2021-01-20;0;251;;;;;;;;0;Apache-2.0 License
django-mock-queries;317957;https://github.com/stphivos/django-mock-queries;187;2021-02-21;4;95;6;23;23;95;23;;;0;MIT License
flake8-future-import;317955;https://github.com/xzise/flake8-future-import;20;2019-08-06;1;158;8;7;7;33;6;;;0;MIT License
pyqt5-tools;317776;https://github.com/altendky/pyqt-tools;145;2021-01-29;18;28;15;43;42;141;;;;0;LGPL (text)
taskcluster-urls;317265;https://github.com/taskcluster/taskcluster-lib-urls;0;2021-03-15;5;81;1;7;7;129;10;;;0;MPL-2.0 License
