package_name;pypi_downloads;github_url;stars;last_commit;commit_freq;release_freq;open_issues;closed_issues;api_closed_issues;avg_days_to_close_issue;contributors;dep_repos;dep_pkgs;vulns;license
bashlex;2576857;https://github.com/idank/bashlex;344;2020-05-30;0;;19;15;15;59;8;74;10;0;GPL-3.0 License
asyncpg;2572733;https://github.com/magicstack/asyncpg;4755;2021-03-17;12;53;105;401;100;39;46;4261;198;1;Apache-2.0 License
salesforce-bulk;2565327;https://github.com/heroku/salesforce-bulk;164;2020-11-12;1;;11;35;35;263;15;;;0;MIT License
translationstring;2563799;https://github.com/pylons/translationstring;24;2020-07-09;1;409;8;6;6;282;14;;;0;License not permissive (text)
webcolors;2558871;https://github.com/ubernostrum/webcolors;82;2020-12-12;2;;1;8;8;43;3;;;0;BSD-3-Clause License
premailer;2544980;https://github.com/peterbe/premailer;942;2020-07-06;2;;48;59;58;150;58;1651;81;0;BSD-3-Clause License
collections-extended;2539375;https://github.com/mlenzen/collections-extended;32;2021-02-08;5;;24;106;100;112;4;;;0;Apache-2.0 License
fake-useragent;2537380;https://github.com/hellysmile/fake-useragent;2362;2020-09-22;1;;30;49;49;114;6;8107;194;0;Apache-2.0 License
m3u8;2533538;https://github.com/globocom/m3u8;1064;2020-12-23;3;77;16;88;87;153;62;449;38;0;MIT License (text)
jwcrypto;2531648;https://github.com/latchset/jwcrypto;233;2021-02-08;2;138;5;88;87;93;23;1390;67;1;LGPL-3.0 License
brotlipy;2520360;https://github.com/python-hyper/brotlicffi;113;2021-01-28;6;;6;27;27;211;14;;;0;MIT License
locustio;2510574;https://github.com/locustio/locust;15644;2021-03-11;21;67;51;1069;100;8;166;1057;19;0;MIT License
azure-functions-devops-build;2500793;https://github.com/azure/azure-functions-devops-build;12;2020-01-03;6;;10;5;5;30;4;;;0;MIT License
cufflinks;2497558;https://github.com/santosjorge/cufflinks;2117;2021-02-25;5;;69;121;100;43;30;2859;45;0;MIT License
python3-saml;2491042;https://github.com/onelogin/python3-saml;385;2021-03-08;7;97;43;101;100;57;50;523;31;2;MIT License
vsts-cd-manager;2485808;https://github.com/microsoft/vsts-cd-manager;7;2020-01-31;1;;3;0;;;5;;;0;MIT License
javaproperties;2479008;https://github.com/jwodder/javaproperties;17;2021-03-21;5;153;0;10;10;21;;;;0;MIT License
geohash;2477262;https://github.com/vinsci/geohash;259;2015-01-08;0;;5;0;;;;253;10;0;AGPL-3.0 License
gql;2475482;https://github.com/graphql-python/gql;684;2020-12-14;2;157;13;86;86;165;23;1030;65;0;MIT License
python-whois;2474217;https://github.com/richardpenman/whois;113;2020-11-20;3;;17;20;20;115;20;976;30;0;MIT License
dash;2459869;https://github.com/plotly/dash;14170;2021-03-10;51;32;403;562;100;13;63;18271;250;0;MIT License
xmlsec;2453830;https://github.com/mehcode/python-xmlsec;70;2020-10-29;4;81;9;84;84;214;21;;;0;MIT License
rollbar;2450023;https://github.com/rollbar/pyrollbar;169;2021-02-19;6;36;27;140;100;162;71;769;33;0;MIT License
oyaml;2438783;https://github.com/wimglenn/oyaml;112;2020-08-18;0;140;0;10;10;3;;672;106;0;MIT License
pvlib;2437862;https://github.com/pvlib/pvlib-python;488;2021-03-18;17;49;105;506;100;35;63;173;26;0;BSD-3-Clause License
django-celery-results;2437571;https://github.com/celery/django-celery-results;338;2021-01-27;2;141;26;87;87;182;34;;;1;License not permissive (text)
ninja;2429629;https://github.com/scikit-build/ninja-python-distributions;16;2020-10-26;1;131;5;9;9;35;8;;;0;Apache-2.0 License
cftime;2429524;https://github.com/unidata/cftime;40;2021-03-06;15;57;4;102;100;63;24;1505;53;0;MIT License
loguru;2422656;https://github.com/delgan/loguru;8456;2021-03-19;12;77;27;336;100;32;29;5145;709;0;MIT License
editdistance;2402407;https://github.com/roy-ht/editdistance;468;2019-10-19;0;458;15;28;28;208;5;2730;84;0;MIT License
django-widget-tweaks;2401352;https://github.com/jazzband/django-widget-tweaks;1536;2021-03-10;1;220;27;44;43;170;20;16661;71;0;MIT License
xxhash;2398472;https://github.com/ifduyue/python-xxhash;226;2020-12-09;2;78;6;28;27;79;7;;;0;BSD-2-Clause License
astropy;2391932;https://github.com/astropy/astropy;2652;2021-03-19;261;;1100;3491;100;11;389;23480;1121;1;BSD-3-Clause License
mxnet;2391349;https://github.com/apache/incubator-mxnet;19345;2021-03-21;162;79;1700;7586;100;23;855;1824;67;1;Apache-2.0 License
dash-html-components;2391272;https://github.com/plotly/dash-html-components;133;2021-03-19;7;;16;37;36;247;24;;;0;License not permissive (text)
warlock;2387249;https://github.com/bcwaldon/warlock;121;2020-02-09;1;268;9;11;11;332;17;;;0;Apache-2.0 License
django-oauth-toolkit;2387110;https://github.com/jazzband/django-oauth-toolkit;2203;2021-03-22;11;86;140;457;100;74;160;;;1;License not permissive (text)
jsonlines;2386673;https://github.com/wbolster/jsonlines;129;2021-02-05;1;;7;41;41;81;6;;;0;License not permissive (text)
rcssmin;2386341;https://github.com/ndparker/rcssmin;33;2019-03-10;0;;5;6;6;16;2;;;0;Apache-2.0 License
pykwalify;2378634;https://github.com/grokzen/pykwalify;251;2020-12-30;6;135;10;107;100;152;27;;;0;MIT License
daphne;2370913;https://github.com/django/daphne;1492;2020-11-12;5;;33;219;100;16;53;8610;19;0;BSD-3-Clause License
libsass;2369770;https://github.com/sass/libsass-python;486;2021-03-15;24;49;8;133;100;25;75;14133;135;0;MIT License
jws;2365536;https://github.com/brianloveswords/python-jws;56;2017-09-21;1;;16;2;2;432;9;;;0;License not found
dulwich;2357198;https://github.com/dulwich/dulwich;1558;2021-03-21;24;18;53;313;100;75;161;1211;112;3;Apache License (text)
netcdf4;2355889;https://github.com/unidata/netcdf4-python;511;2021-02-18;41;57;99;647;100;16;52;4267;557;0;MIT License
python-stdnum;2348058;https://github.com/arthurdejong/python-stdnum;300;2021-03-21;7;103;49;88;88;62;52;1514;72;0;LGPL-2.1 License
thriftpy;2347566;https://github.com/thriftpy/thriftpy;1156;2018-09-29;7;86;40;89;89;39;42;;;0;MIT License
python-openid;2343680;https://github.com/openid/python-openid;407;2020-09-02;16;;29;12;12;1114;17;6;2;0;Apache-2.0 License
pywinpty;2337353;https://github.com/spyder-ide/pywinpty;41;2019-12-04;8;77;8;68;68;10;7;25803;20;0;MIT License
sqlalchemy-jsonfield;2333161;https://github.com/penguinolog/sqlalchemy_jsonfield;17;2020-12-11;1;106;1;1;1;2;3;;;0;Apache-2.0 License
jinja2-cli;2327044;https://github.com/mattrobenolt/jinja2-cli;302;2019-05-24;0;;7;38;38;104;8;;;0;BSD-2-Clause License
appium-python-client;2326749;https://github.com/appium/python-client;1206;2021-03-10;5;54;16;256;100;42;49;2032;82;0;Apache-2.0 License
python-jwt;2322910;https://github.com/davedoesdev/python-jwt;185;2020-08-24;1;;0;15;15;44;5;;;0;MIT License
orjson;2311866;https://github.com/ijl/orjson;1860;2021-03-06;14;13;10;131;100;14;11;1444;177;0;Apache License (text)
channels;2308185;https://github.com/django/channels;4819;2021-03-21;17;;94;969;100;31;208;10990;131;3;BSD-3-Clause License
awacs;2302151;https://github.com/cloudtools/awacs;340;2021-03-21;3;80;5;35;35;187;29;328;35;0;BSD-2-Clause License
urwid;2301361;https://github.com/urwid/urwid;2151;2021-02-14;11;;132;134;100;200;100;;;0;LGPL-2.1 License
mrjob;2295971;https://github.com/yelp/mrjob;2532;2020-11-16;68;;201;1089;100;40;102;698;2;0;Apache License (text)
sseclient-py;2287041;https://github.com/mpetazzoni/sseclient;58;2021-01-30;0;229;5;9;9;42;7;;;0;Apache-2.0 License
pysaml2;2283439;https://github.com/identitypython/pysaml2;371;2021-03-07;31;71;50;291;100;143;108;544;34;8;Apache-2.0 License
wsaccel;2277546;https://github.com/methane/wsaccel;78;2021-02-23;0;;0;15;15;368;6;;;0;Apache License (text)
oauth2;2274781;https://github.com/joestump/python-oauth2;2940;2018-02-12;2;;49;80;79;700;34;;;2;MIT License
json-logging-py;2257534;https://github.com/sebest/json-logging-py;17;2015-09-22;0;;1;0;;;;;;0;MIT License
simpleeval;2254809;https://github.com/danthedeckie/simpleeval;247;2020-04-08;1;;12;34;34;102;13;334;46;0;License not permissive (text)
keyrings-alt;2251661;https://github.com/jaraco/keyrings.alt;16;2020-12-16;;86;1;18;18;76;12;;;0;MIT License
capstone;2250972;https://github.com/aquynh/capstone;4821;2021-03-19;46;89;409;479;100;32;201;;;0;License not permissive (text)
mixpanel;2237416;https://github.com/mixpanel/mixpanel-python;76;2021-02-23;2;149;5;40;40;157;24;294;18;0;Apache License (text)
isoweek;2235770;https://github.com/gisle/isoweek;58;2020-02-01;0;;0;2;2;37;2;738;34;0;BSD-2-Clause License
flake8-comprehensions;2230515;https://github.com/adamchainz/flake8-comprehensions;255;2021-03-19;5;;7;30;30;171;9;;;0;MIT License
luminol;2228294;https://github.com/linkedin/luminol;888;2018-01-09;1;;24;12;12;137;5;35;3;0;Apache-2.0 License
django-localflavor;2228221;https://github.com/django/django-localflavor;586;2021-02-19;6;;17;103;100;73;114;2126;49;0;License not permissive (text)
sqlalchemy-migrate;2225828;https://github.com/openstack-archive/sqlalchemy-migrate;340;2019-09-26;5;;;;;;36;;;0;License not found
args;2222692;https://github.com/kennethreitz-archive/args;206;2017-07-07;0;;4;2;2;941;11;;;0;BSD-2-Clause License
pyee;2221374;https://github.com/jfhbrook/pyee;236;2020-11-12;1;;6;27;27;56;11;4132;96;0;MIT License
protobuf3-to-dict;2212171;https://github.com/kaporzhu/protobuf-to-dict;61;2019-08-24;1;627;;;;;;;;0;License not permissive (text)
clint;2207211;https://github.com/kennethreitz-archive/clint;41;2017-09-02;2;211;32;41;40;274;56;2669;333;0;ISC License
pyusb;2203413;https://github.com/pyusb/pyusb;1379;2021-02-03;4;349;14;218;100;116;53;4290;228;0;BSD-3-Clause License
pathlib-mate;2202256;https://github.com/machu-gwu/pathlib_mate-project;6;2020-12-05;1;276;0;1;1;1;;;;0;MIT License
lru-dict;2200433;https://github.com/amitdev/lru-dict;172;2021-02-03;0;713;7;9;9;176;10;2192;85;0;MIT License
xarray;2198277;https://github.com/pydata/xarray;1975;2021-03-22;39;46;700;1958;100;16;289;4825;693;0;Apache-2.0 License
parsimonious;2196893;https://github.com/erikrose/parsimonious;1335;2021-01-07;2;;54;70;70;111;18;11992;100;0;MIT License
django-simple-history;2194878;https://github.com/jazzband/django-simple-history;1264;2021-03-15;7;83;66;347;100;26;127;1702;32;0;BSD-3-Clause License
snakebite;2191077;https://github.com/spotify/snakebite;828;2016-08-08;3;;59;73;73;70;25;220;19;0;Apache-2.0 License
cerberus-python-client;2179642;https://github.com/nike-inc/cerberus-python-client;11;2021-01-28;3;748;0;6;6;42;18;;;0;Apache-2.0 License
num2words;2169403;https://github.com/savoirfairelinux/num2words;455;2021-03-05;4;285;48;73;73;153;84;2861;65;0;LGPL-2.1 License
iso3166;2164927;https://github.com/deactivated/python-iso3166;89;2019-12-13;0;;3;9;9;262;7;;;0;MIT License
pytest-ordering;2159280;https://github.com/ftobia/pytest-ordering;189;2019-06-20;0;;25;27;26;278;6;1076;54;0;MIT License
ratelim;2156812;https://github.com/themiurgo/ratelim;93;2017-01-10;0;;4;4;4;0;3;;;0;MIT License
memory-profiler;2155469;https://github.com/pythonprofilers/memory_profiler;2793;2021-03-01;5;;80;99;99;260;73;;;0;License not permissive (text)
jupyter-pip;2153441;https://github.com/jdfreder/jupyter-pip;39;2017-08-17;0;;4;7;7;157;6;;;0;BSD-3-Clause License
robotframework-seleniumlibrary;2152799;https://github.com/robotframework/seleniumlibrary;1011;2021-03-14;18;61;21;909;100;14;87;1247;57;0;Apache License (text)
korean-lunar-calendar;2152608;https://github.com/usingsky/korean_lunar_calendar_py;7;2020-04-14;0;;0;3;3;46;2;;;0;MIT License
pyenchant;2151547;https://github.com/pyenchant/pyenchant;446;2020-12-08;4;115;12;143;100;192;22;;;0;LGPL-2.1 License
brunel;2149175;https://github.com/brunel-visualization/brunel;285;2018-10-04;20;106;70;237;100;62;8;;;0;Apache-2.0 License
rdflib;2147696;https://github.com/rdflib/rdflib;1408;2021-03-22;31;144;224;581;100;75;114;4902;477;0;License not permissive (text)
geocoder;2145294;https://github.com/deniscarriere/geocoder;1330;2018-10-12;14;374;65;216;100;91;59;;;0;MIT License
google-cloud-dataproc;2144554;https://github.com/googleapis/python-dataproc;16;2021-03-17;11;22;3;20;20;31;38;;;0;Apache-2.0 License
django-taggit;2138638;https://github.com/jazzband/django-taggit;2588;2021-03-18;6;;112;240;100;148;110;;;0;License not permissive (text)
pybase64;2136740;https://github.com/mayeut/pybase64;58;2021-03-22;6;87;1;16;16;57;6;6735;33;0;BSD-2-Clause License
gprof2dot;2135091;https://github.com/jrfonseca/gprof2dot;2039;2021-02-21;3;;6;38;38;90;20;1156;28;0;LGPL-3.0 License
python-decouple;2130701;https://github.com/henriquebastos/python-decouple;1663;2021-01-05;1;286;8;48;48;196;19;33899;117;0;MIT License
vertica-python;2125429;https://github.com/vertica/vertica-python;301;2021-02-10;5;42;15;145;100;102;57;382;25;0;Apache-2.0 License
slackweb;2123595;https://github.com/satoshi03/slack-python-webhook;126;2015-06-23;0;526;0;1;1;45;;;;0;License not found
pygrok;2123503;https://github.com/garyelephant/pygrok;230;2018-07-29;1;348;15;15;14;87;6;65;6;0;MIT License
nameparser;2122679;https://github.com/derek73/python-nameparser;462;2020-08-09;3;66;20;70;69;110;15;;;0;LGPL (text)
django-braces;2118965;https://github.com/brack3t/django-braces;1701;2019-12-30;5;173;17;91;89;155;70;9962;97;0;License not permissive (text)
query-string;2110569;https://github.com/andrewp-as-is/query-string.py;2;2020-12-03;;;0;1;1;0;;;;0;Unlicense License
moviepy;2102417;https://github.com/zulko/moviepy;7377;2021-02-22;11;198;267;710;100;32;124;6355;166;0;MIT License
retry-decorator;2100909;https://github.com/pnpnpn/retry-decorator;22;2020-11-15;0;607;1;6;6;266;6;;;0;MIT License
pytoml;2100217;https://github.com/avakar/pytoml;133;2019-07-21;1;169;7;28;28;88;12;;;0;MIT License (text)
tzwhere;2099202;https://github.com/pegler/pytzwhere;127;2018-02-08;1;447;11;20;20;132;13;;;0;MIT License (text)
dictionaries;2098758;https://github.com/pasztorpisti/py-dictionaries;8;2020-02-02;0;599;1;1;1;0;;;;0;MIT License
pyaes;2091075;https://github.com/ricmoo/pyaes;343;2017-09-20;0;417;15;9;9;62;5;3858;89;0;MIT License
update-checker;2089791;https://github.com/bboe/update_checker;23;2020-08-04;0;;1;10;10;10;3;;;0;BSD-2-Clause License
facebook-sdk;2089242;https://github.com/mobolic/facebook-sdk;2587;2020-12-27;4;450;18;214;100;24;83;2905;45;1;Apache-2.0 License
cmdstanpy;2084857;https://github.com/stan-dev/cmdstanpy;71;2021-03-19;42;;34;176;100;68;25;1032;10;0;BSD-3-Clause License
predicthq;2079730;https://github.com/predicthq/sdk-py;26;2021-03-11;3;39;0;8;8;13;12;;;0;MIT License
base58;2078193;https://github.com/keis/base58;132;2021-01-09;1;;1;19;19;85;16;;;0;MIT License
vowpalwabbit;2077484;https://github.com/vowpalwabbit/vowpal_wabbit;7493;2021-03-19;64;111;143;882;100;41;194;102;2;0;License not permissive (text)
signalfx;2067010;https://github.com/signalfx/signalfx-python;39;2021-01-01;3;61;7;21;21;90;32;;;0;Apache-2.0 License
node-semver;2061965;https://github.com/podhmo/python-semver;14;2019-11-30;0;;10;12;12;148;5;368;11;0;MIT License
pluginbase;2060884;https://github.com/mitsuhiko/pluginbase;940;2019-02-02;0;307;0;11;11;286;6;670;37;0;License not permissive (text)
elastic-apm;2058791;https://github.com/elastic/apm-agent-python;301;2021-03-22;69;24;55;263;100;47;151;;;1;BSD-3-Clause License
thriftpy2;2052496;https://github.com/thriftpy/thriftpy2;404;2021-03-09;31;20;17;64;64;26;59;240;29;0;MIT License
pyros-genmsg;2051586;https://github.com/ros/genmsg;26;2020-11-02;3;;4;40;40;83;20;;;0;License not found
google-cloud-tasks;2050785;https://github.com/googleapis/python-tasks;22;2021-03-18;8;27;1;19;19;52;30;429;29;0;Apache-2.0 License
conan;2049902;https://github.com/conan-io/conan;4792;2021-03-22;78;9;1600;3703;100;5;234;341;43;0;MIT License
slimit;2047554;https://github.com/rspivak/slimit;523;2018-08-08;2;;52;36;36;114;10;1035;44;0;MIT License
visitor;2043424;https://github.com/mbr/visitor;9;2016-05-19;0;;0;1;1;0;2;24573;15;0;MIT License
weka-easypy;2042004;https://github.com/weka-io/easypy;15;2020-04-21;9;;25;19;19;35;8;;;0;BSD-3-Clause License
lunarcalendar;2041143;https://github.com/wolfhong/lunarcalendar;21;2018-06-14;0;;3;5;5;0;;;;0;MIT License
bson;2041020;https://github.com/py-bson/bson;338;2020-05-26;1;434;13;45;45;242;22;3514;149;1;License not permissive (text)
pyros-genpy;2039566;https://github.com/ros/genpy;22;2020-10-14;3;;3;34;34;156;30;;;0;License not found
furl;2038452;https://github.com/gruns/furl;1982;2021-03-14;4;213;17;75;75;50;10;;;0;License not permissive (text)
port-for;2036620;https://github.com/kmike/port-for;22;2020-11-13;0;;4;2;2;2;4;;;0;MIT License
django-formtools;2033276;https://github.com/jazzband/django-formtools;458;2021-03-09;4;;48;61;61;97;40;6342;58;0;License not permissive (text)
circleci;2032995;https://github.com/levlaz/circleci.py;47;2020-02-23;;;;;;;4;;;0;MIT License
polyaxon-client;2030862;https://github.com/polyaxon/polyaxon-client;13;2020-03-04;15;;;;;;8;;;0;MIT License
ptable;2030058;https://github.com/kxxoling/ptable;125;2018-07-30;3;;12;6;6;91;10;848;80;0;License not permissive (text)
threatconnect;2025259;https://github.com/threatconnect-inc/threatconnect-python;17;2019-05-13;4;100;15;18;18;162;13;;;0;Apache License (text)
djangorestframework-simplejwt;2024285;https://github.com/simplejwt/django-rest-framework-simplejwt;2243;2021-03-18;10;;51;197;0;;32;;;0;MIT License
anyconfig;2022349;https://github.com/ssato/python-anyconfig;210;2021-01-03;26;;18;76;76;74;14;1353;57;1;MIT License
markdown2;2016842;https://github.com/trentm/python-markdown2;2156;2021-03-16;6;;99;143;100;224;55;8683;190;5;MIT License (text)
fluent-logger;2003134;https://github.com/fluent/fluent-logger-python;364;2021-03-11;2;;18;48;48;130;34;427;53;0;Apache License (text)
rauth;2000611;https://github.com/litl/rauth;1573;2015-11-05;3;;26;89;88;42;36;;;0;MIT License
tensorflow-probability;1990976;https://github.com/tensorflow/probability;3261;2021-03-19;253;35;380;558;100;23;249;;;0;Apache-2.0 License
pytest-flask;1987683;https://github.com/pytest-dev/pytest-flask;360;2021-02-27;3;;8;54;53;300;26;;;0;MIT License
annoy;1985892;https://github.com/spotify/annoy;8223;2020-12-03;8;121;31;269;100;25;53;1427;70;0;Apache-2.0 License
bottleneck;1985756;https://github.com/pydata/bottleneck;586;2021-01-24;10;;27;177;100;90;21;19794;109;0;BSD-2-Clause License
pytest-split-tests;1983618;https://github.com/wchill/pytest-split-tests;7;2019-06-21;1;;;;;;;;;0;MIT License
pytest-benchmark;1983431;https://github.com/ionelmc/pytest-benchmark;735;2021-03-12;12;;66;77;77;80;31;1417;213;0;BSD-2-Clause License
pdf2image;1978365;https://github.com/belval/pdf2image;720;2021-03-06;3;99;23;102;100;67;20;1976;72;0;MIT License
google-cloud-automl;1978291;https://github.com/googleapis/python-automl;30;2021-03-11;13;26;14;38;38;42;40;;;0;Apache-2.0 License
imutils;1975502;https://github.com/jrosebr1/imutils;3568;2021-01-15;1;;71;76;75;26;12;12828;162;0;MIT License
cbor2;1974752;https://github.com/agronholm/cbor2;100;2021-03-21;4;76;12;39;39;74;15;;;0;MIT License
fabric3;1970408;https://github.com/mathiasertl/fabric;720;2019-07-20;59;;;;;;;;;0;BSD-2-Clause License
boxsdk;1966896;https://github.com/box/box-python-sdk;291;2021-03-18;6;41;29;213;100;39;36;280;12;0;Apache-2.0 License
testinfra;1961438;https://github.com/pytest-dev/pytest-testinfra;1864;2021-03-18;9;30;96;195;100;45;94;;;0;Apache-2.0 License
pymemcache;1961253;https://github.com/pinterest/pymemcache;552;2021-03-04;5;109;8;73;73;140;63;859;62;0;Apache-2.0 License
compound-word-splitter;1959345;https://github.com/timkam/compound-word-splitter;27;2018-05-29;0;;1;3;3;43;3;14;0;0;MIT License
icalendar;1957329;https://github.com/collective/icalendar;688;2020-09-07;7;;69;108;100;143;64;2934;141;0;License not permissive (text)
pipdeptree;1955061;https://github.com/naiquevin/pipdeptree;1709;2020-12-23;3;;35;50;47;149;27;1519;59;0;MIT License
polyaxon-cli;1946589;https://github.com/polyaxon/polyaxon-cli;16;2020-03-04;12;;;;;;15;;;0;MIT License
polyaxon-deploy;1946173;https://github.com/polyaxon/polyaxon-deploy;6;2020-03-04;3;;0;0;;;3;;;0;MIT License
polyaxon-dockerizer;1943599;https://github.com/polyaxon/polyaxon-dockerizer;6;2020-01-12;1;;0;0;;;;;;0;MIT License
pyshp;1943566;https://github.com/geospatialpython/pyshp;798;2021-01-14;4;197;19;107;100;223;27;3121;128;0;MIT License
flatbuffers;1942663;https://github.com/google/flatbuffers;15937;2021-03-18;26;138;133;1463;100;19;458;718;88;0;Apache-2.0 License
javaobj-py3;1936848;https://github.com/tcalmant/python-javaobj;48;2021-02-02;3;241;6;24;24;72;11;;;0;Apache-2.0 License
gcs-oauth2-boto-plugin;1935596;https://github.com/googlecloudplatform/gcs-oauth2-boto-plugin;18;2020-08-18;0;;10;12;12;330;19;618;8;0;Apache-2.0 License
pyjks;1932112;https://github.com/kurtbrose/pyjks;100;2020-07-10;2;;15;23;23;203;11;78;20;0;MIT License
happybase;1932064;https://github.com/python-happybase/happybase;556;2021-02-08;2;;22;179;100;57;17;439;26;0;License not permissive (text)
