Package name;OSSGadget URL;Metadata URL;Homepage URL;PyPI URL;PyPI 2 URL;Statistics URL;Readthedocs URL;PyPI badge URL;Names Lev. dist.;Names Similarity;Descr. Lev. dist.;GitHub badge;Python lang. perc.;Other languages;OSSGadget position;Final URL;Occ. final URL;Second URL;Occ. second URL;Third URL;Occ. third URL;URLs similarity
matplotlib;https://github.com/matplotlib/matplotlib;https://github.com/matplotlib/matplotlib;https://github.com/matplotlib/matplotlib;https://github.com/matplotlib/matplotlib;https://github.com/matplotlib/matplotlib;https://github.com/matplotlib/matplotlib;;https://github.com/matplotlib/matplotlib;0/10;Equal;3/1453;True;88.9%;C++ (7.9%) - Jupyter (Notebook%) - Objective-C (1.0%) - JavaScript (0.4%) - C (0.3%) - Other (0.2%);TP;https://github.com/matplotlib/matplotlib;6;;0;;0;Equal
ptyprocess;https://github.com/pexpect/ptyprocess;https://github.com/pexpect/ptyprocess;https://github.com/pexpect/ptyprocess;https://github.com/pexpect/ptyprocess;https://github.com/pexpect/ptyprocess;https://github.com/pexpect/ptyprocess;;;0/10;Equal;2/509;False;100.0%;;TP(?);https://github.com/pexpect/ptyprocess;5;;0;;0;Equal
mock;https://github.com/testing-cabal/mock;;https://github.com/testing-cabal/mock;https://github.com/testing-cabal/mock;https://github.com/testing-cabal/mock;;;;0/4;Equal;0/627;False;100.0%;;TP(?);https://github.com/testing-cabal/mock;3;;0;;0;Equal
mccabe;https://github.com/pycqa/mccabe;https://github.com/pycqa/mccabe;;https://github.com/pycqa/mccabe;https://github.com/pycqa/mccabe;https://github.com/pycqa/mccabe;;;0/6;Equal;304/1458;False;100.0%;;TP(?);https://github.com/pycqa/mccabe;4;;0;;0;Equal
google-api-python-client;https://github.com/googleapis/google-api-python-client;https://github.com/googleapis/google-api-python-client;https://github.com/googleapis/google-api-python-client;https://github.com/googleapis/google-api-python-client;https://github.com/googleapis/google-cloud-python;https://github.com/googleapis/google-api-python-client;;;0/24;Equal;11/1469;True;93.9%;Shell (5.8%) - Makefile (0.3%);TP;https://github.com/googleapis/google-api-python-client;4;https://github.com/googleapis/google-cloud-python;1;;0;Equal
boto;https://github.com/boto/boto;https://github.com/boto/boto;;;https://github.com/boto/boto3;https://github.com/boto/boto;;https://github.com/boto/boto;0/4;Equal;8/1464;True;100.0%;;TP;https://github.com/boto/boto;3;https://github.com/boto/boto3;1;;0;Equal
tornado;https://github.com/tornadoweb/tornado;;https://github.com/tornadoweb/tornado;https://github.com/tornadoweb/tornado;;;;;0/7;Equal;21/941;False;99.6%;Other (0.4%);TP(?);https://github.com/tornadoweb/tornado;2;;0;;0;Equal
defusedxml;https://github.com/tiran/defusedxml;https://github.com/tiran/defusedxml;https://github.com/tiran/defusedxml;https://github.com/tiran/defusedxml;https://github.com/tiran/defusedxml;https://github.com/tiran/defusedxml;;https://github.com/tiran/defusedxml;0/10;Equal;73/1470;True;84.3%;CSS (9.6%) - XSLT (2.4%) - Makefile (2.1%) - Ruby (0.9%) - PHP (0.5%) - Perl (0.2%);TP;https://github.com/tiran/defusedxml;6;;0;;0;Equal
beautifulsoup4;;;;;;;;;;;;;;;;;0;;0;;0;Equal
tqdm;https://github.com/tqdm/tqdm;https://github.com/tqdm/tqdm;https://github.com/tqdm/tqdm;https://github.com/tqdm/tqdm;https://github.com/tqdm/tqdm;https://github.com/tqdm/tqdm;;https://github.com/tqdm/tqdm;0/4;Equal;12/1453;True;79.3%;Jupyter (Notebook%) - Roff (2.4%) - Makefile (1.4%) - Shell (0.3%);TP;https://github.com/tqdm/tqdm;6;;0;;0;Equal
docker;https://github.com/docker/docker-py;https://github.com/docker/docker-py;https://github.com/docker/docker-py;https://github.com/docker/docker-py;https://github.com/docker/docker-py;https://github.com/docker/docker-py;;https://github.com/docker/docker-py;3/9;Substring;6/1454;False;99.2%;Other (0.8%);TP(?);https://github.com/docker/docker-py;6;;0;;0;Equal
traitlets;https://github.com/ipython/traitlets;https://github.com/ipython/traitlets;https://github.com/ipython/traitlets;https://github.com/ipython/traitlets;https://github.com/ipython/traitlets;https://github.com/ipython/traitlets;https://github.com/ipython/traitlets;https://github.com/ipython/traitlets;0/9;Equal;1/1436;False;100.0%;;TP(?);https://github.com/ipython/traitlets;7;;0;;0;Equal
tensorboard;https://github.com/tensorflow/tensorboard;https://github.com/tensorflow/tensorboard;https://github.com/tensorflow/tensorboard;https://github.com/tensorflow/tensorboard;https://github.com/tensorflow/tensorboard;https://github.com/tensorflow/tensorboard;;;0/11;Equal;1238/1472;False;32.7%;TypeScript (55.2%) - Starlark (5.5%) - Rust (3.0%) - HTML (1.3%) - SCSS (0.8%) - Other (1.5%);;https://github.com/tensorflow/tensorboard;5;;0;;0;Equal
appdirs;https://github.com/activestate/appdirs;https://github.com/activestate/appdirs;https://github.com/activestate/appdirs;https://github.com/activestate/appdirs;https://github.com/activestate/appdirs;https://github.com/activestate/appdirs;;https://github.com/activestate/appdirs;0/7;Equal;16/1448;False;98.9%;Dockerfile (1.1%);TP(?);https://github.com/activestate/appdirs;6;;0;;0;Equal
pycodestyle;https://github.com/pycqa/pycodestyle;;;;https://github.com/pycqa/pycodestyle;;https://github.com/pycqa/pycodestyle;https://github.com/pycqa/pycodestyle;0/11;Equal;2/1449;True;99.9%;Makefile (0.1%);TP;https://github.com/pycqa/pycodestyle;3;;0;;0;Equal
tensorflow;https://github.com/tensorflow/tensorflow;;;https://github.com/tensorflow/tensorflow;;https://github.com/tensorflow/tensorflow;;;0/10;Equal;1115/1439;True;26.0%;C++ (61.4%) - MLIR (3.0%) - Starlark (2.9%) - HTML (2.8%) - Go (1.2%) - Other (2.7%);TP;https://github.com/tensorflow/tensorflow;2;;0;;0;Equal
ipython-genutils;;;;;;;;;;;;;;;;;0;;0;;0;Equal
webencodings;https://github.com/gsnedders/python-webencodings;https://github.com/gsnedders/python-webencodings;https://github.com/gsnedders/python-webencodings;;https://github.com/gsnedders/python-webencodings;https://github.com/gsnedders/python-webencodings;;;7/19;Substring;19/926;False;100.0%;;TP(?);https://github.com/gsnedders/python-webencodings;4;;0;;0;Equal
kiwisolver;https://github.com/nucleic/kiwi;https://github.com/nucleic/kiwi;;;https://github.com/nucleic/kiwi;https://github.com/nucleic/kiwi;https://github.com/nucleic/kiwi;https://github.com/nucleic/kiwi;6/10;Substring;15/548;False;12.4%;C++ (87.2%) - Other (0.4%);;https://github.com/nucleic/kiwi;5;;0;;0;Equal
bleach;https://github.com/mozilla/bleach;https://github.com/mozilla/bleach;https://github.com/mozilla/bleach;https://github.com/mozilla/bleach;https://github.com/mozilla/bleach;https://github.com/mozilla/bleach;https://github.com/mozilla/bleach;https://github.com/mozilla/bleach;0/6;Equal;17/1455;True;98.6%;HTML (1.1%) - Shell (0.3%);TP;https://github.com/mozilla/bleach;7;;0;;0;Equal
uritemplate;https://github.com/python-hyper/uritemplate;;;;https://github.com/python-hyper/uritemplate;;;;0/11;Equal;186/1445;False;100.0%;;TP(?);https://github.com/python-hyper/uritemplate;1;;0;;0;Equal
msrest;https://github.com/azure/msrest-for-python;https://github.com/azure/msrest-for-python;https://github.com/azure/msrest-for-python;https://github.com/azure/msrest-for-python;https://github.com/azure/msrest-for-python;https://github.com/azure/msrest-for-python;;https://github.com/azure/msrest-for-python;11/17;Substring;56/1415;False;100.0%;;TP(?);https://github.com/azure/msrest-for-python;6;;0;;0;Equal
pbr;;;;;;;;;;;;;;;;;0;;0;;0;Equal
pickleshare;https://github.com/pickleshare/pickleshare;https://github.com/pickleshare/pickleshare;https://github.com/pickleshare/pickleshare;https://github.com/pickleshare/pickleshare;https://github.com/pickleshare/pickleshare;https://github.com/pickleshare/pickleshare;;;0/11;Equal;89/972;False;100.0%;;TP(?);https://github.com/pickleshare/pickleshare;5;;0;;0;Equal
tabulate;https://github.com/astanin/python-tabulate;https://github.com/astanin/python-tabulate;https://github.com/astanin/python-tabulate;https://github.com/astanin/python-tabulate;https://github.com/astanin/python-tabulate;https://github.com/astanin/python-tabulate;https://github.com/tox-dev/tox;;7/15;Substring;54/1459;False;100.0%;;TP(?);https://github.com/astanin/python-tabulate;5;https://github.com/tox-dev/tox;1;;0;Equal
psycopg2-binary;https://github.com/psycopg/psycopg2;https://github.com/psycopg/psycopg2;;;https://github.com/psycopg/psycopg2;https://github.com/psycopg/psycopg2;;https://github.com/psycopg/psycopg2;7/15;Substring;94/1471;False;48.9%;C (48.2%) - C++ (1.0%) - Objective-C (0.8%) - Shell (0.6%) - Batchfile (0.3%) - Makefile (0.2%);;https://github.com/psycopg/psycopg2;4;;0;;0;Equal
bcrypt;https://github.com/pyca/bcrypt;https://github.com/pyca/bcrypt;https://github.com/pyca/bcrypt;https://github.com/pyca/bcrypt;;https://github.com/pyca/bcrypt;https://github.com/p-h-c/phc-winner-argon2;https://github.com/pyca/bcrypt;0/6;Equal;13/1451;True;28.9%;C (71.1%);TP;https://github.com/pyca/bcrypt;5;https://github.com/p-h-c/phc-winner-argon2;1;;0;Equal
typing;https://github.com/python/typing;;https://github.com/python/cpython;https://github.com/python/typing;https://github.com/python/typing;https://github.com/python/typing;;;0/6;Equal;1111/1435;False;99.8%;Shell (0.2%);;https://github.com/python/typing;3;https://github.com/python/cpython;1;;0;Equal
azure-common;https://github.com/azure/azure-sdk-for-python;https://github.com/azure/azure-sdk-for-python;;;https://github.com/azure/azure-sdk-for-python;https://github.com/azure/azure-sdk-for-python;;;11/20;Different;1230/1479;https://pypi.org/project/azure;99.9%;PowerShell (0.1%) - Jupyter (Notebook%) - HTML (0.0%) - Shell (0.0%) - JavaScript (0.0%);;https://github.com/azure/azure-sdk-for-python;3;;0;;0;Equal
argparse;https://github.com/thomaswaldmann/argparse;https://github.com/thomaswaldmann/argparse;https://github.com/thomaswaldmann/argparse;https://github.com/thomaswaldmann/argparse;;https://github.com/thomaswaldmann/argparse;;;0/8;Equal;1143/1466;False;100.0%;;;https://github.com/thomaswaldmann/argparse;4;;0;;0;Equal
absl-py;https://github.com/abseil/abseil-py;https://github.com/abseil/abseil-py;;;https://github.com/abseil/abseil-py;https://github.com/abseil/abseil-py;;;2/9;Different;0/1084;False;97.5%;Starlark (2.3%) - Shell (0.2%);;https://github.com/abseil/abseil-py;3;;0;;0;Equal
prometheus-client;https://github.com/prometheus/client_python;https://github.com/prometheus/client_python;;;https://github.com/prometheus/client_python;https://github.com/prometheus/client_python;;;15/17;Different;2/1454;False;100.0%;;;https://github.com/prometheus/client_python;3;;0;;0;Equal
pyzmq;https://github.com/zeromq/pyzmq;;https://github.com/zeromq/pyzmq;https://github.com/zeromq/pyzmq;https://github.com/zeromq/libzmq;;;https://github.com/zeromq/pyzmq;0/5;Equal;0/1464;False;75.3%;Jupyter (Notebook%) - C++ (4.9%) - C (2.7%) - Batchfile (0.4%) - Makefile (0.2%) - Other (0.1%);TP(?);https://github.com/zeromq/pyzmq;3;https://github.com/zeromq/libzmq;1;;0;Equal
soupsieve;https://github.com/facelessuser/soupsieve;https://github.com/facelessuser/soupsieve;https://github.com/facelessuser/soupsieve;https://github.com/facelessuser/soupsieve;https://github.com/facelessuser/soupsieve;https://github.com/facelessuser/soupsieve;https://github.com/readthedocs/sphinx_rtd_theme;https://github.com/facelessuser/soupsieve;0/9;Equal;29/1460;True;100.0%;;TP;https://github.com/facelessuser/soupsieve;6;https://github.com/readthedocs/sphinx_rtd_theme;1;;0;Equal
typed-ast;https://github.com/python/typed_ast;https://github.com/python/typed_ast;;;https://github.com/python/typed_ast;https://github.com/python/typed_ast;;;1/9;Different;1071/1473;False;22.5%;C (76.8%) - Other (0.7%);;https://github.com/python/typed_ast;3;;0;;0;Equal
tensorflow-estimator;https://github.com/tensorflow/estimator;;;;;https://github.com/tensorflow/estimator;;;11/20;Substring;1255/1364;False;97.5%;Starlark (2.1%) - Other (0.4%);;https://github.com/tensorflow/estimator;1;;0;;0;Equal
azure-storage-blob;https://github.com/azure/azure-sdk-for-python;;https://github.com/azure/azure-sdk-for-python;https://github.com/azure/azure-sdk-for-python;;https://github.com/azure/azure-sdk-for-python;;;11/20;Different;1146/1479;https://pypi.org/project/azure;99.9%;PowerShell (0.1%) - Jupyter (Notebook%) - HTML (0.0%) - Shell (0.0%) - JavaScript (0.0%);;https://github.com/azure/azure-sdk-for-python;3;;0;;0;Equal
paramiko;https://github.com/paramiko/paramiko;https://github.com/paramiko/paramiko;https://github.com/paramiko/paramiko;https://github.com/paramiko/paramiko;;https://github.com/paramiko/paramiko;;;0/8;Equal;1194/1454;False;100.0%;;;https://github.com/paramiko/paramiko;4;;0;;0;Equal
markdown;https://github.com/python-markdown/markdown;;https://github.com/python-markdown/markdown;https://github.com/python-markdown/markdown;https://github.com/python-markdown/markdown;https://github.com/python-markdown/markdown;;https://github.com/python-markdown/markdown;0/8;Equal;107/879;True;99.5%;Other (0.5%);TP;https://github.com/python-markdown/markdown;5;;0;;0;Equal
pynacl;https://github.com/pyca/pynacl;https://github.com/pyca/pynacl;https://github.com/pyca/pynacl;https://github.com/pyca/pynacl;https://github.com/jedisct1/libsodium;https://github.com/pyca/pynacl;https://github.com/pyca/pynacl;https://github.com/pyca/pynacl;0/6;Equal;1092/1436;True;5.1%;C (67.4%) - Shell (11.5%) - Makefile (9.2%) - Objective-C (2.5%) - Assembly (1.5%) - Other (2.8%);TP;https://github.com/pyca/pynacl;6;https://github.com/jedisct1/libsodium;1;;0;Equal
atomicwrites;https://github.com/untitaker/python-atomicwrites;https://github.com/untitaker/python-atomicwrites;https://github.com/untitaker/python-atomicwrites;https://github.com/untitaker/python-atomicwrites;https://github.com/untitaker/python-atomicwrites;https://github.com/untitaker/python-atomicwrites;;https://github.com/untitaker/python-atomicwrites;7/19;Substring;152/1455;False;99.4%;Makefile (0.6%);TP(?);https://github.com/untitaker/python-atomicwrites;6;;0;;0;Equal
gunicorn;https://github.com/benoitc/gunicorn;;;https://github.com/benoitc/gunicorn;;;;https://github.com/benoitc/gunicorn;0/8;Equal;6/945;True;99.9%;Makefile (0.1%);TP;https://github.com/benoitc/gunicorn;2;;0;;0;Equal
lazy-object-proxy;https://github.com/ionelmc/python-lazy-object-proxy;https://github.com/ionelmc/python-lazy-object-proxy;https://github.com/ionelmc/python-lazy-object-proxy;https://github.com/ionelmc/python-lazy-object-proxy;https://github.com/ionelmc/python-lazy-object-proxy;https://github.com/ionelmc/python-lazy-object-proxy;https://github.com/ionelmc/python-lazy-object-proxy;;7/24;Substring;275/1434;True;65.4%;C (33.9%) - Batchfile (0.7%);TP;https://github.com/ionelmc/python-lazy-object-proxy;6;;0;;0;Equal
pyflakes;https://github.com/pycqa/pyflakes;https://github.com/pycqa/pyflakes;https://github.com/pycqa/pyflakes;https://github.com/pycqa/pyflakes;https://github.com/pycqa/pyflakes;https://github.com/pycqa/pyflakes;;https://github.com/pycqa/pyflakes;0/8;Equal;16/1457;False;100.0%;;TP(?);https://github.com/pycqa/pyflakes;6;;0;;0;Equal
google-auth-oauthlib;https://github.com/googleapis/google-auth-library-python-oauthlib;https://github.com/googleapis/google-auth-library-python-oauthlib;;;https://github.com/googleapis/google-auth-library-python-oauthlib;https://github.com/googleapis/google-auth-library-python-oauthlib;https://github.com/googleapis/google-auth-library-python-oauthlib;;15/35;Different;36/313;True;69.2%;Shell (27.8%) - Dockerfile (3.0%);TP;https://github.com/googleapis/google-auth-library-python-oauthlib;4;;0;;0;Equal
cycler;https://github.com/matplotlib/cycler;https://github.com/matplotlib/cycler;https://github.com/matplotlib/cycler;https://github.com/matplotlib/cycler;https://github.com/matplotlib/cycler;https://github.com/matplotlib/cycler;;;0/6;Equal;29/64;True;98.2%;Other (1.8%);TP;https://github.com/matplotlib/cycler;5;;0;;0;Equal
filelock;https://github.com/benediktschmitt/py-filelock;https://github.com/benediktschmitt/py-filelock;https://github.com/benediktschmitt/py-filelock;https://github.com/benediktschmitt/py-filelock;https://github.com/benediktschmitt/py-filelock;https://github.com/benediktschmitt/py-filelock;https://github.com/benediktschmitt/py-filelock;;3/11;Substring;3/1453;False;100.0%;;TP(?);https://github.com/benediktschmitt/py-filelock;6;;0;;0;Equal
h5py;;;;;;;;;;;;;;;;;0;;0;;0;Equal
termcolor;;;;;;;;;;;;;;;;;0;;0;;0;Equal
google-auth-httplib2;https://github.com/googleapis/google-auth-library-python-httplib2;https://github.com/googleapis/google-auth-library-python-httplib2;;;https://github.com/googleapis/google-auth-library-python-httplib2;https://github.com/googleapis/google-auth-library-python-httplib2;;;15/35;Different;34/426;True;49.3%;Shell (45.4%) - Dockerfile (5.3%);TP;https://github.com/googleapis/google-auth-library-python-httplib2;3;;0;;0;Equal
psycopg2;https://github.com/psycopg/psycopg2;https://github.com/psycopg/psycopg2;https://github.com/psycopg/psycopg2;https://github.com/psycopg/psycopg2;https://github.com/psycopg/psycopg2;https://github.com/psycopg/psycopg2;;https://github.com/psycopg/psycopg2;0/8;Equal;94/1471;False;48.9%;C (48.2%) - C++ (1.0%) - Objective-C (0.8%) - Shell (0.6%) - Batchfile (0.3%) - Makefile (0.2%);;https://github.com/psycopg/psycopg2;6;;0;;0;Equal
