Package name;OSSGadget URL;Metadata URL;Homepage URL;PyPI URL;PyPI 2 URL;Statistics URL;Readthedocs URL;PyPI badge URL;Names Lev. dist.;Names Similarity;Descr. Lev. dist.;GitHub badge;Python lang. perc.;Other languages;OSSGadget position
tensorboard;https://github.com/tensorflow/tensorboard;https://github.com/tensorflow/tensorboard;https://github.com/tensorflow/tensorboard;https://github.com/tensorflow/tensorboard;https://github.com/tensorflow/tensorboard;https://github.com/tensorflow/tensorboard;;;0/11;Equal;1238/1472;False;32.7%;TypeScript (55.2%) - Starlark (5.5%) - Rust (3.0%) - HTML (1.3%) - SCSS (0.8%) - Other (1.5%);
appdirs;https://github.com/activestate/appdirs;https://github.com/activestate/appdirs;https://github.com/activestate/appdirs;https://github.com/activestate/appdirs;https://github.com/activestate/appdirs;https://github.com/activestate/appdirs;;https://github.com/activestate/appdirs;0/7;Equal;16/1448;False;98.9%;Dockerfile (1.1%);TP(?)
pycodestyle;https://github.com/pycqa/pycodestyle;;;;https://github.com/pycqa/pycodestyle;;https://github.com/pycqa/pycodestyle;https://github.com/pycqa/pycodestyle;0/11;Equal;2/1449;True;99.9%;Makefile (0.1%);TP
tensorflow;https://github.com/tensorflow/tensorflow;;;https://github.com/tensorflow/tensorflow;;https://github.com/tensorflow/tensorflow;;;0/10;Equal;1115/1439;True;26.0%;C++ (61.4%) - MLIR (3.0%) - Starlark (2.9%) - HTML (2.8%) - Go (1.2%) - Other (2.7%);TP
ipython-genutils;;;;;;;;;;;;;;;
webencodings;https://github.com/gsnedders/python-webencodings;https://github.com/gsnedders/python-webencodings;https://github.com/gsnedders/python-webencodings;;https://github.com/gsnedders/python-webencodings;https://github.com/gsnedders/python-webencodings;;;7/19;Substring;19/926;False;100.0%;;TP(?)
kiwisolver;https://github.com/nucleic/kiwi;https://github.com/nucleic/kiwi;;;https://github.com/nucleic/kiwi;https://github.com/nucleic/kiwi;https://github.com/nucleic/kiwi;https://github.com/nucleic/kiwi;6/10;Substring;15/548;False;12.4%;C++ (87.2%) - Other (0.4%);
bleach;https://github.com/mozilla/bleach;https://github.com/mozilla/bleach;https://github.com/mozilla/bleach;https://github.com/mozilla/bleach;https://github.com/mozilla/bleach;https://github.com/mozilla/bleach;https://github.com/mozilla/bleach;https://github.com/mozilla/bleach;0/6;Equal;17/1455;True;98.6%;HTML (1.1%) - Shell (0.3%);TP
uritemplate;https://github.com/python-hyper/uritemplate;;;;https://github.com/python-hyper/uritemplate;;;;0/11;Equal;186/1445;False;100.0%;;TP(?)
msrest;https://github.com/azure/msrest-for-python;https://github.com/azure/msrest-for-python;https://github.com/azure/msrest-for-python;https://github.com/azure/msrest-for-python;https://github.com/azure/msrest-for-python;https://github.com/azure/msrest-for-python;;https://github.com/azure/msrest-for-python;11/17;Substring;56/1415;False;100.0%;;TP(?)
pbr;;;;;;;;;;;;;;;
pickleshare;https://github.com/pickleshare/pickleshare;https://github.com/pickleshare/pickleshare;https://github.com/pickleshare/pickleshare;https://github.com/pickleshare/pickleshare;https://github.com/pickleshare/pickleshare;https://github.com/pickleshare/pickleshare;;;0/11;Equal;89/972;False;100.0%;;TP(?)
tabulate;https://github.com/astanin/python-tabulate;https://github.com/astanin/python-tabulate;https://github.com/astanin/python-tabulate;https://github.com/astanin/python-tabulate;https://github.com/astanin/python-tabulate;https://github.com/astanin/python-tabulate;https://github.com/tox-dev/tox;;7/15;Substring;54/1459;False;100.0%;;TP(?)
psycopg2-binary;https://github.com/psycopg/psycopg2;https://github.com/psycopg/psycopg2;;;https://github.com/psycopg/psycopg2;https://github.com/psycopg/psycopg2;;https://github.com/psycopg/psycopg2;7/15;Substring;94/1471;False;48.9%;C (48.2%) - C++ (1.0%) - Objective-C (0.8%) - Shell (0.6%) - Batchfile (0.3%) - Makefile (0.2%);
bcrypt;https://github.com/pyca/bcrypt;https://github.com/pyca/bcrypt;https://github.com/pyca/bcrypt;https://github.com/pyca/bcrypt;;https://github.com/pyca/bcrypt;https://github.com/p-h-c/phc-winner-argon2;https://github.com/pyca/bcrypt;0/6;Equal;13/1451;True;28.9%;C (71.1%);TP
typing;https://github.com/python/typing;;https://github.com/python/cpython;https://github.com/python/typing;https://github.com/python/typing;https://github.com/python/typing;;;0/6;Equal;1111/1435;False;99.8%;Shell (0.2%);
azure-common;https://github.com/azure/azure-sdk-for-python;https://github.com/azure/azure-sdk-for-python;;;https://github.com/azure/azure-sdk-for-python;https://github.com/azure/azure-sdk-for-python;;;11/20;Different;1230/1479;https://pypi.org/project/azure;99.9%;PowerShell (0.1%) - Jupyter (Notebook%) - HTML (0.0%) - Shell (0.0%) - JavaScript (0.0%);
argparse;https://github.com/thomaswaldmann/argparse;https://github.com/thomaswaldmann/argparse;https://github.com/thomaswaldmann/argparse;https://github.com/thomaswaldmann/argparse;;https://github.com/thomaswaldmann/argparse;;;0/8;Equal;1143/1466;False;100.0%;;
absl-py;https://github.com/abseil/abseil-py;https://github.com/abseil/abseil-py;;;https://github.com/abseil/abseil-py;https://github.com/abseil/abseil-py;;;2/9;Different;0/1084;False;97.5%;Starlark (2.3%) - Shell (0.2%);
prometheus-client;https://github.com/prometheus/client_python;https://github.com/prometheus/client_python;;;https://github.com/prometheus/client_python;https://github.com/prometheus/client_python;;;15/17;Different;2/1454;False;100.0%;;
pyzmq;https://github.com/zeromq/pyzmq;;https://github.com/zeromq/pyzmq;https://github.com/zeromq/pyzmq;https://github.com/zeromq/libzmq;;;https://github.com/zeromq/pyzmq;0/5;Equal;0/1464;False;75.3%;Jupyter (Notebook%) - C++ (4.9%) - C (2.7%) - Batchfile (0.4%) - Makefile (0.2%) - Other (0.1%);TP(?)
soupsieve;https://github.com/facelessuser/soupsieve;https://github.com/facelessuser/soupsieve;https://github.com/facelessuser/soupsieve;https://github.com/facelessuser/soupsieve;https://github.com/facelessuser/soupsieve;https://github.com/facelessuser/soupsieve;https://github.com/readthedocs/sphinx_rtd_theme;https://github.com/facelessuser/soupsieve;0/9;Equal;29/1460;True;100.0%;;TP
typed-ast;https://github.com/python/typed_ast;https://github.com/python/typed_ast;;;https://github.com/python/typed_ast;https://github.com/python/typed_ast;;;1/9;Different;1071/1473;False;22.5%;C (76.8%) - Other (0.7%);
tensorflow-estimator;https://github.com/tensorflow/estimator;;;;;https://github.com/tensorflow/estimator;;;11/20;Substring;1255/1364;False;97.5%;Starlark (2.1%) - Other (0.4%);
azure-storage-blob;https://github.com/azure/azure-sdk-for-python;;https://github.com/azure/azure-sdk-for-python;https://github.com/azure/azure-sdk-for-python;;https://github.com/azure/azure-sdk-for-python;;;11/20;Different;1146/1479;https://pypi.org/project/azure;99.9%;PowerShell (0.1%) - Jupyter (Notebook%) - HTML (0.0%) - Shell (0.0%) - JavaScript (0.0%);
paramiko;https://github.com/paramiko/paramiko;https://github.com/paramiko/paramiko;https://github.com/paramiko/paramiko;https://github.com/paramiko/paramiko;;https://github.com/paramiko/paramiko;;;0/8;Equal;1194/1454;False;100.0%;;
markdown;https://github.com/python-markdown/markdown;;https://github.com/python-markdown/markdown;https://github.com/python-markdown/markdown;https://github.com/python-markdown/markdown;https://github.com/python-markdown/markdown;;https://github.com/python-markdown/markdown;0/8;Equal;107/879;True;99.5%;Other (0.5%);TP
pynacl;https://github.com/pyca/pynacl;https://github.com/pyca/pynacl;https://github.com/pyca/pynacl;https://github.com/pyca/pynacl;https://github.com/jedisct1/libsodium;https://github.com/pyca/pynacl;https://github.com/pyca/pynacl;https://github.com/pyca/pynacl;0/6;Equal;1092/1436;True;5.1%;C (67.4%) - Shell (11.5%) - Makefile (9.2%) - Objective-C (2.5%) - Assembly (1.5%) - Other (2.8%);TP
atomicwrites;https://github.com/untitaker/python-atomicwrites;https://github.com/untitaker/python-atomicwrites;https://github.com/untitaker/python-atomicwrites;https://github.com/untitaker/python-atomicwrites;https://github.com/untitaker/python-atomicwrites;https://github.com/untitaker/python-atomicwrites;;https://github.com/untitaker/python-atomicwrites;7/19;Substring;152/1455;False;99.4%;Makefile (0.6%);TP(?)
gunicorn;https://github.com/benoitc/gunicorn;;;https://github.com/benoitc/gunicorn;;;;https://github.com/benoitc/gunicorn;0/8;Equal;6/945;True;99.9%;Makefile (0.1%);TP
lazy-object-proxy;https://github.com/ionelmc/python-lazy-object-proxy;https://github.com/ionelmc/python-lazy-object-proxy;https://github.com/ionelmc/python-lazy-object-proxy;https://github.com/ionelmc/python-lazy-object-proxy;https://github.com/ionelmc/python-lazy-object-proxy;https://github.com/ionelmc/python-lazy-object-proxy;https://github.com/ionelmc/python-lazy-object-proxy;;7/24;Substring;275/1434;True;65.4%;C (33.9%) - Batchfile (0.7%);TP
pyflakes;https://github.com/pycqa/pyflakes;https://github.com/pycqa/pyflakes;https://github.com/pycqa/pyflakes;https://github.com/pycqa/pyflakes;https://github.com/pycqa/pyflakes;https://github.com/pycqa/pyflakes;;https://github.com/pycqa/pyflakes;0/8;Equal;16/1457;False;100.0%;;TP(?)
google-auth-oauthlib;https://github.com/googleapis/google-auth-library-python-oauthlib;https://github.com/googleapis/google-auth-library-python-oauthlib;;;https://github.com/googleapis/google-auth-library-python-oauthlib;https://github.com/googleapis/google-auth-library-python-oauthlib;https://github.com/googleapis/google-auth-library-python-oauthlib;;15/35;Different;36/313;True;69.2%;Shell (27.8%) - Dockerfile (3.0%);TP
cycler;https://github.com/matplotlib/cycler;https://github.com/matplotlib/cycler;https://github.com/matplotlib/cycler;https://github.com/matplotlib/cycler;https://github.com/matplotlib/cycler;https://github.com/matplotlib/cycler;;;0/6;Equal;29/64;True;98.2%;Other (1.8%);TP
filelock;https://github.com/benediktschmitt/py-filelock;https://github.com/benediktschmitt/py-filelock;https://github.com/benediktschmitt/py-filelock;https://github.com/benediktschmitt/py-filelock;https://github.com/benediktschmitt/py-filelock;https://github.com/benediktschmitt/py-filelock;https://github.com/benediktschmitt/py-filelock;;3/11;Substring;3/1453;False;100.0%;;TP(?)
h5py;;;;;;;;;;;;;;;
termcolor;;;;;;;;;;;;;;;
google-auth-httplib2;https://github.com/googleapis/google-auth-library-python-httplib2;https://github.com/googleapis/google-auth-library-python-httplib2;;;https://github.com/googleapis/google-auth-library-python-httplib2;https://github.com/googleapis/google-auth-library-python-httplib2;;;15/35;Different;34/426;True;49.3%;Shell (45.4%) - Dockerfile (5.3%);TP
psycopg2;https://github.com/psycopg/psycopg2;https://github.com/psycopg/psycopg2;https://github.com/psycopg/psycopg2;https://github.com/psycopg/psycopg2;https://github.com/psycopg/psycopg2;https://github.com/psycopg/psycopg2;;https://github.com/psycopg/psycopg2;0/8;Equal;94/1471;False;48.9%;C (48.2%) - C++ (1.0%) - Objective-C (0.8%) - Shell (0.6%) - Batchfile (0.3%) - Makefile (0.2%);
google-cloud-bigquery;https://github.com/googleapis/python-bigquery;https://github.com/googleapis/python-bigquery;;;https://github.com/googleapis/python-bigquery;https://github.com/googleapis/python-bigquery;https://github.com/open-telemetry/opentelemetry-python;https://github.com/googleapis/google-cloud-python;11/21;Different;63/1445;True;98.4%;Shell (1.4%) - Dockerfile (0.2%);TP
flake8;;;;;;;;;;;;;;;
gitpython;https://github.com/gitpython-developers/gitpython;https://github.com/gitpython-developers/gitpython;https://github.com/gitpython-developers/gitpython;https://github.com/gitpython-developers/gitpython;https://github.com/gitpython-developers/gitpython;https://github.com/gitpython-developers/gitpython;;;0/9;Equal;1415/1483;False;99.3%;Other (0.7%);
dill;https://github.com/uqfoundation/dill;;https://github.com/uqfoundation/dill;https://github.com/uqfoundation/dill;;https://github.com/uqfoundation/dill;;;0/4;Equal;59/1476;False;100.0%;;TP(?)
pathlib2;https://github.com/mcmtroffaes/pathlib2;https://github.com/mcmtroffaes/pathlib2;https://github.com/mcmtroffaes/pathlib2;https://github.com/mcmtroffaes/pathlib2;https://github.com/mcmtroffaes/pathlib2;https://github.com/mcmtroffaes/pathlib2;;;0/8;Equal;229/1460;False;99.1%;PowerShell (0.9%);TP(?)
toml;https://github.com/uiri/toml;https://github.com/uiri/toml;;;https://github.com/uiri/toml;https://github.com/uiri/toml;;https://github.com/uiri/toml;0/4;Equal;8/1429;True;99.7%;Shell (0.3%);TP
multidict;https://github.com/aio-libs/multidict;https://github.com/aio-libs/multidict;https://github.com/aio-libs/multidict;https://github.com/aio-libs/multidict;https://github.com/aio-libs/multidict;https://github.com/aio-libs/multidict;https://github.com/aio-libs/multidict;https://github.com/aio-libs/multidict;0/9;Equal;21/1450;True;48.1%;C (50.5%) - Makefile (1.4%);TP
jupyter-core;;;;;;;;;;;;;;;
contextlib2;;;https://github.com/jazzband/contextlib2;;;;;https://github.com/jazzband/contextlib2;;;;;;;
nbformat;;;;;;;;;;;;;;;
isort;https://github.com/pycqa/isort;;;https://github.com/pycqa/isort;https://github.com/pycqa/isort;https://github.com/pycqa/isort;;https://github.com/pycqa/isort;0/5;Equal;80/1429;True;99.7%;Other (0.3%);TP
funcsigs;https://github.com/testing-cabal/funcsigs;;;;;;;;0/8;Equal;1388/1499;False;99.2%;Makefile (0.8%);
sqlparse;https://github.com/andialbrecht/sqlparse;https://github.com/andialbrecht/sqlparse;https://github.com/andialbrecht/sqlparse;https://github.com/andialbrecht/sqlparse;https://github.com/andialbrecht/sqlparse;https://github.com/andialbrecht/sqlparse;https://github.com/andialbrecht/sqlparse;;0/8;Equal;38/1311;False;98.1%;PLpgSQL (1.7%) - Makefile (0.2%);TP(?)
pymongo;https://github.com/mongodb/mongo-python-driver;https://github.com/mongodb/mongo-python-driver;;;https://github.com/mongodb/mongo-python-driver;https://github.com/mongodb/mongo-python-driver;https://github.com/mongodb/mongo-python-driver;;15/19;Different;12/1453;False;92.2%;C (7.1%) - Shell (0.7%);
ipykernel;;;;;;;;;;;;;;;
mistune;https://github.com/lepture/mistune;https://github.com/lepture/mistune;https://github.com/lepture/mistune;https://github.com/lepture/mistune;https://github.com/lepture/mistune-contrib;https://github.com/lepture/mistune;;https://github.com/lepture/mistune;0/7;Equal;1063/1442;False;99.1%;Makefile (0.9%);
docopt;https://github.com/docopt/docopt;;;;https://github.com/keleshev/schema;;;;0/6;Equal;17/1458;True;100.0%;;TP
jupyter-client;https://github.com/jupyter/jupyter_client;;;;;https://github.com/jupyter/jupyter_client;https://github.com/jupyter/jupyter_client;https://github.com/jupyter/jupyter_client;1/14;Different;0/1473;False;100.0%;;TP(?)
awscli-cwlogs;;;;;;;;;;;;;;;
regex;;;;;;;;;;;;;;;
nbconvert;https://github.com/jupyter/nbconvert;;;https://github.com/jupyter/nbconvert;https://github.com/jupyter/nbconvert;https://github.com/jupyter/nbconvert;https://github.com/jupyter/nbconvert;https://github.com/jupyter/nbconvert;0/9;Equal;0/1453;False;29.1%;Jupyter (Notebook%) - HTML (25.7%) - CSS (19.4%);
requests-toolbelt;https://github.com/requests/toolbelt;;;;https://github.com/psf/requests;;;;9/17;Substring;7/1458;False;100.0%;;TP(?)
notebook;;;;;;;https://github.com/jupyter/notebook;;;;;;;;
testpath;https://github.com/jupyter/testpath;https://github.com/jupyter/testpath;https://github.com/jupyter/testpath;https://github.com/jupyter/testpath;https://github.com/jupyter/testpath;https://github.com/jupyter/testpath;https://github.com/jupyter/testpath;;0/8;Equal;0/359;False;100.0%;;TP(?)
pandocfilters;https://github.com/jgm/pandocfilters;https://github.com/jgm/pandocfilters;https://github.com/jgm/pandocfilters;https://github.com/jgm/pandocfilters;https://github.com/jgm/pandocfilters;https://github.com/jgm/pandocfilters;;;0/13;Equal;29/1453;False;100.0%;;TP(?)
pyarrow;https://github.com/apache/arrow;;;;;;;;2/7;Substring;1091/1454;False;9.1%;C++ (42.6%) - Rust (14.1%) - Java (13.5%) - Ruby (3.3%) - TypeScript (3.3%) - Other (14.1%);
terminado;https://github.com/jupyter/terminado;https://github.com/jupyter/terminado;;;https://github.com/jupyter/terminado;https://github.com/jupyter/terminado;;;0/9;Equal;1/1457;False;93.5%;JavaScript (6.5%);TP(?)
send2trash;https://github.com/arsenetar/send2trash;https://github.com/arsenetar/send2trash;;;https://github.com/arsenetar/send2trash;https://github.com/arsenetar/send2trash;;;0/10;Equal;712/1469;False;100.0%;;TP(?)
oauth2client;https://github.com/googleapis/oauth2client;https://github.com/googleapis/oauth2client;;https://github.com/googleapis/oauth2client;;https://github.com/googleapis/oauth2client;https://github.com/googleapis/google-auth-library-python;;0/12;Equal;474/676;False;99.3%;Other (0.7%);
babel;;;https://github.com/python-babel/babel;;;;;;;;;;;;
pytest-cov;https://github.com/pytest-dev/pytest-cov;https://github.com/pytest-dev/pytest-cov;https://github.com/pytest-dev/pytest-cov;https://github.com/pytest-dev/pytest-cov;https://github.com/pytest-dev/pytest-cov;https://github.com/pytest-dev/pytest-cov;https://github.com/pytest-dev/pytest-cov;https://github.com/pytest-dev/pytest-cov;0/10;Equal;20/1430;True;99.3%;Batchfile (0.7%);TP
azure-storage-common;https://github.com/azure/azure-storage-python;https://github.com/azure/azure-storage-python;;;https://github.com/azure/azure-storage-python;https://github.com/azure/azure-storage-python;https://github.com/azure/azure-storage-python;https://github.com/azure/azure-storage-python;4/20;Different;435/1466;False;100.0%;;
retrying;https://github.com/rholder/retrying;https://github.com/rholder/retrying;;;https://github.com/rholder/retrying;https://github.com/rholder/retrying;;https://github.com/rholder/retrying;0/8;Equal;16/1448;True;100.0%;;TP
jedi;https://github.com/davidhalter/jedi;https://github.com/davidhalter/jedi;;;https://github.com/davidhalter/jedi;https://github.com/davidhalter/jedi;https://github.com/ipython/ipython;https://github.com/davidhalter/jedi;0/4;Equal;169/1453;False;99.9%;Other (0.1%);TP(?)
widgetsnbextension;;;;;;;;;;;;;;;
ipywidgets;;;;;;;;;;;;;;;
aiohttp;https://github.com/aio-libs/aiohttp;https://github.com/aio-libs/aiohttp;https://github.com/aio-libs/aiohttp;https://github.com/aio-libs/aiohttp;https://github.com/aio-libs/aiohttp;https://github.com/aio-libs/aiohttp;https://github.com/psf/requests;https://github.com/aio-libs/aiohttp;0/7;Equal;1/1428;True;99.7%;Other (0.3%);TP
scandir;https://github.com/benhoyt/scandir;https://github.com/benhoyt/scandir;https://github.com/benhoyt/scandir;https://github.com/benhoyt/scandir;https://github.com/benhoyt/scandir;https://github.com/benhoyt/scandir;;https://github.com/benhoyt/scandir;0/7;Equal;118/1463;True;49.9%;C (49.3%) - Batchfile (0.8%);TP
