Package name;OSSGadget PyPI URL;OSSGadget GitHub URL;Metadata URL;Homepage URL;PyPI URL;PyPI 2 URL;Statistics URL;Readthedocs URL;PyPI badge URL
tinycss2;https://github.com/kozea/tinycss2;;https://github.com/kozea/tinycss2;https://github.com/kozea/tinycss2;https://github.com/kozea/tinycss2;https://github.com/kozea/tinycss2;https://github.com/kozea/tinycss2;https://github.com/kozea/tinycss2;
ml-metadata;https://github.com/google/ml-metadata;;https://github.com/google/ml-metadata;https://github.com/google/ml-metadata;https://github.com/google/ml-metadata;https://github.com/google/ml-metadata;https://github.com/google/ml-metadata;;https://github.com/google/ml-metadata
letsencrypt;https://github.com/certbot/certbot;https://github.com/certbot/certbot;https://github.com/certbot/certbot;;https://github.com/certbot/certbot;https://github.com/certbot/certbot;https://github.com/certbot/certbot;;
certbot-apache;https://github.com/certbot/certbot;;https://github.com/certbot/certbot;;;https://github.com/certbot/certbot;https://github.com/certbot/certbot;;
oslo-i18n;;;;;;;;;
flask-appbuilder;https://github.com/dpgaspar/flask-appbuilder;;https://github.com/dpgaspar/flask-appbuilder;https://github.com/dpgaspar/flask-appbuilder;https://github.com/dpgaspar/flask-appbuilder;https://github.com/psf/black;https://github.com/dpgaspar/flask-appbuilder;;https://github.com/dpgaspar/flask-appbuilder
webtest;;;;https://github.com/pylons/webtest;;;;;
haversine;https://github.com/mapado/haversine;;https://github.com/mapado/haversine;https://github.com/mapado/haversine;https://github.com/mapado/haversine;https://github.com/mapado/haversine;https://github.com/mapado/haversine;;https://github.com/mapado/haversine
apache-airflow;https://github.com/apache/airflow;;https://github.com/apache/airflow;;;https://github.com/apache/airflow;https://github.com/apache/airflow;;https://github.com/apache/airflow
cliff;https://github.com/openstack/cliff;;;;https://github.com/openstack/cliff;;;;
proto-google-cloud-datastore-v1;https://github.com/googleapis/googleapis;;https://github.com/googleapis/googleapis;;;https://github.com/googleapis/googleapis;https://github.com/googleapis/googleapis;;
debtcollector;;;;;;;;;
queuelib;https://github.com/scrapy/queuelib;;https://github.com/scrapy/queuelib;;;https://github.com/scrapy/queuelib;https://github.com/scrapy/queuelib;;https://github.com/scrapy/queuelib
pydispatcher;;;;;;;;;
jsonpath-rw;https://github.com/kennknowles/python-jsonpath-rw;;https://github.com/kennknowles/python-jsonpath-rw;https://github.com/kennknowles/python-jsonpath-rw;https://github.com/kennknowles/python-jsonpath-rw;https://github.com/kennknowles/python-jsonpath-rw;https://github.com/kennknowles/python-jsonpath-rw;;https://github.com/kennknowles/python-jsonpath-rw
imbalanced-learn;https://github.com/scikit-learn-contrib/imbalanced-learn;;https://github.com/scikit-learn-contrib/imbalanced-learn;https://github.com/scikit-learn-contrib/imbalanced-learn;https://github.com/scikit-learn-contrib/imbalanced-learn;https://github.com/scikit-learn-contrib/imbalanced-learn;https://github.com/scikit-learn-contrib/imbalanced-learn;;https://github.com/scikit-learn-contrib/imbalanced-learn
hstspreload;https://github.com/sethmlarson/hstspreload;;https://github.com/sethmlarson/hstspreload;https://github.com/sethmlarson/hstspreload;https://github.com/sethmlarson/hstspreload;https://github.com/sethmlarson/hstspreload;https://github.com/sethmlarson/hstspreload;;
flask-jwt-extended;https://github.com/vimalloc/flask-jwt-extended;;https://github.com/vimalloc/flask-jwt-extended;https://github.com/vimalloc/flask-jwt-extended;https://github.com/vimalloc/flask-jwt-extended;https://github.com/vimalloc/flask-jwt-extended;https://github.com/vimalloc/flask-jwt-extended;;
basictracer;https://github.com/opentracing/basictracer-python;;https://github.com/opentracing/basictracer-python;https://github.com/opentracing/basictracer-python;https://github.com/opentracing/basictracer-python;https://github.com/opentracing/basictracer-python;https://github.com/opentracing/basictracer-python;;
async-generator;https://github.com/python-trio/async_generator;;https://github.com/python-trio/async_generator;;;https://github.com/python-trio/async_generator;https://github.com/python-trio/async_generator;https://github.com/python-trio/async_generator;https://github.com/python-trio/async_generator
httpx;https://github.com/encode/httpx;;https://github.com/encode/httpx;https://github.com/encode/httpx;https://github.com/encode/httpx;https://github.com/encode/httpx;https://github.com/encode/httpx;https://github.com/ipython/ipython;https://github.com/encode/httpx
jsmin;https://github.com/tikitu/jsmin;;https://github.com/tikitu/jsmin;https://github.com/tikitu/jsmin;https://github.com/tikitu/jsmin;;https://github.com/tikitu/jsmin;;
azure-kusto-ingest;https://github.com/azure/azure-kusto-python;;https://github.com/azure/azure-kusto-python;https://github.com/azure/azure-kusto-python;https://github.com/azure/azure-kusto-python;https://github.com/azure/azure-kusto-python;https://github.com/azure/azure-kusto-python;;
certbot-nginx;https://github.com/certbot/certbot;;https://github.com/certbot/certbot;;;https://github.com/certbot/certbot;https://github.com/certbot/certbot;;
mpmath;https://github.com/fredrik-johansson/mpmath;;;;https://github.com/fredrik-johansson/mpmath;https://github.com/fredrik-johansson/mpmath;https://github.com/fredrik-johansson/mpmath;;https://github.com/fredrik-johansson/mpmath
anyjson;https://github.com/ask/carrot;;;;;;;;
tempora;https://github.com/jaraco/tempora;https://github.com/tempora/tempora;https://github.com/jaraco/tempora;https://github.com/jaraco/tempora;https://github.com/jaraco/tempora;https://github.com/jaraco/tempora;https://github.com/jaraco/tempora;https://github.com/jaraco/tempora;https://github.com/jaraco/tempora
msal-extensions;https://github.com/azuread/microsoft-authentication-extensions-for-python;;;;;https://github.com/azuread/microsoft-authentication-library-for-python;;https://github.com/azuread/microsoft-authentication-library-for-python;
google-cloud-error-reporting;https://github.com/googleapis/python-error-reporting;;https://github.com/googleapis/python-error-reporting;;;https://github.com/googleapis/python-error-reporting;https://github.com/googleapis/python-error-reporting;;https://github.com/googleapis/google-cloud-python
altgraph;https://github.com/ronaldoussoren/altgraph;;;https://github.com/ronaldoussoren/altgraph;https://github.com/ronaldoussoren/altgraph;https://github.com/ronaldoussoren/altgraph;https://github.com/ronaldoussoren/altgraph;https://github.com/ronaldoussoren/altgraph;
googledatastore;https://github.com/googlecloudplatform/google-cloud-datastore;;https://github.com/googlecloudplatform/google-cloud-datastore;;;https://github.com/googlecloudplatform/google-cloud-datastore;https://github.com/googlecloudplatform/google-cloud-datastore;;
plumbum;https://github.com/tomerfiliba/plumbum;;;;;https://github.com/conda-forge/plumbum-feedstock;;https://github.com/tomerfiliba/plumbum;https://github.com/tomerfiliba/plumbum
olefile;https://github.com/decalage2/olefile;;;https://github.com/decalage2/olefile;https://github.com/decalage2/olefile;https://github.com/decalage2/olefile;https://github.com/decalage2/olefile;https://github.com/decalage2/olefile;https://github.com/decalage2/olefile
pypiwin32;;;;;;;;;
backports-csv;https://github.com/ryanhiebert/backports.csv;;https://github.com/ryanhiebert/backports.csv;;;https://github.com/ryanhiebert/backports.csv;https://github.com/ryanhiebert/backports.csv;;https://github.com/ryanhiebert/backports.csv
testfixtures;https://github.com/simplistix/testfixtures;;https://github.com/simplistix/testfixtures;https://github.com/simplistix/testfixtures;https://github.com/simplistix/testfixtures;https://github.com/simplistix/testfixtures;https://github.com/simplistix/testfixtures;;
pulp;https://github.com/coin-or/pulp;https://github.com/pulp/pulp;https://github.com/coin-or/pulp;https://github.com/coin-or/pulp;https://github.com/coin-or/pulp;https://github.com/coin-or/pulp;https://github.com/coin-or/pulp;;https://github.com/coin-or/pulp
cairocffi;https://github.com/kozea/cairocffi;;https://github.com/kozea/cairocffi;https://github.com/kozea/cairocffi;https://github.com/kozea/cairocffi;https://github.com/kozea/cairocffi;https://github.com/kozea/cairocffi;https://github.com/kozea/cairocffi;
utm;https://github.com/turbo87/utm;;https://github.com/turbo87/utm;https://github.com/turbo87/utm;https://github.com/turbo87/utm;https://github.com/turbo87/utm;https://github.com/turbo87/utm;;
rospkg;;;;https://github.com/ros-infrastructure/rospkg;;;;;
cmd2;https://github.com/python-cmd2/cmd2;;https://github.com/python-cmd2/cmd2;;;https://github.com/python-cmd2/cmd2;https://github.com/python-cmd2/cmd2;https://github.com/python-cmd2/cmd2;https://github.com/python-cmd2/cmd2
portend;https://github.com/jaraco/portend;;https://github.com/jaraco/portend;https://github.com/jaraco/portend;https://github.com/jaraco/portend;https://github.com/jaraco/portend;https://github.com/jaraco/portend;https://github.com/jaraco/portend;https://github.com/jaraco/portend
flask-swagger;https://github.com/gangverk/flask-swagger;;https://github.com/gangverk/flask-swagger;https://github.com/gangverk/flask-swagger;https://github.com/gangverk/flask-swagger;https://github.com/swagger-api/swagger-ui;https://github.com/gangverk/flask-swagger;;
terminaltables;https://github.com/robpol86/terminaltables;;https://github.com/robpol86/terminaltables;https://github.com/robpol86/terminaltables;https://github.com/robpol86/terminaltables;https://github.com/robpol86/terminaltables;https://github.com/robpol86/terminaltables;;https://github.com/robpol86/terminaltables
scrapy;https://github.com/scrapy/scrapy;https://github.com/scrapy/scrapy;;https://github.com/scrapy/scrapy;https://github.com/scrapy/scrapy;https://github.com/scrapy/scrapy;https://github.com/scrapy/scrapy;;https://github.com/scrapy/scrapy
oslo-utils;;;;;;;;;
s2sphere;https://github.com/sidewalklabs/s2sphere;;;https://github.com/sidewalklabs/s2sphere;https://github.com/sidewalklabs/s2sphere;https://github.com/sidewalklabs/s2sphere;;https://github.com/sidewalklabs/s2sphere;https://github.com/sidewalklabs/s2sphere
junit-xml;https://github.com/kyrus/python-junit-xml;;https://github.com/kyrus/python-junit-xml;https://github.com/kyrus/python-junit-xml;https://github.com/kyrus/python-junit-xml;https://github.com/kyrus/python-junit-xml;https://github.com/kyrus/python-junit-xml;;
commonmark;https://github.com/readthedocs/commonmark.py;https://github.com/commonmark/commonmark-spec;https://github.com/readthedocs/commonmark.py;;;https://github.com/readthedocs/commonmark.py;https://github.com/readthedocs/commonmark.py;https://github.com/commonmark/commonmark.js;https://github.com/readthedocs/commonmark.py
parse-type;https://github.com/jenisys/parse_type;;https://github.com/jenisys/parse_type;;;https://github.com/jenisys/parse_type;https://github.com/jenisys/parse_type;;https://github.com/jenisys/parse_type
oslo-config;;;;;;;;;
bitarray;https://github.com/ilanschnell/bitarray;;https://github.com/ilanschnell/bitarray;https://github.com/ilanschnell/bitarray;https://github.com/ilanschnell/bitarray;https://github.com/ilanschnell/bitarray;https://github.com/ilanschnell/bitarray;;
sanic;https://github.com/sanic-org/sanic;;https://github.com/sanic-org/sanic;;;https://github.com/psf/black;https://github.com/sanic-org/sanic;https://github.com/sanic-org/sanic;https://github.com/psf/black
aiodns;https://github.com/saghul/aiodns;;https://github.com/saghul/aiodns;https://github.com/saghul/aiodns;https://github.com/saghul/aiodns;https://github.com/saghul/aiodns;https://github.com/saghul/aiodns;;
cssselect2;https://github.com/kozea/cssselect2;;https://github.com/kozea/cssselect2;https://github.com/kozea/cssselect2;https://github.com/kozea/cssselect2;https://github.com/kozea/cssselect2;https://github.com/kozea/cssselect2;;
pylint-plugin-utils;https://github.com/pycqa/pylint-plugin-utils;;https://github.com/pycqa/pylint-plugin-utils;https://github.com/pycqa/pylint-plugin-utils;https://github.com/pycqa/pylint-plugin-utils;https://github.com/pycqa/pylint-plugin-utils;https://github.com/pycqa/pylint-plugin-utils;;
ntlm-auth;https://github.com/jborean93/ntlm-auth;;https://github.com/jborean93/ntlm-auth;https://github.com/jborean93/ntlm-auth;https://github.com/jborean93/ntlm-auth;https://github.com/jborean93/ntlm-auth;https://github.com/jborean93/ntlm-auth;;https://github.com/jborean93/ntlm-auth
tensorflow-hub;https://github.com/tensorflow/hub;;https://github.com/tensorflow/hub;;;https://github.com/tensorflow/hub;https://github.com/tensorflow/hub;;
ruamel-ordereddict;;;;;;;;;
datashape;;;;https://github.com/blaze/datashape;;;;;https://github.com/blaze/datashape
flake8-polyfill;;;;;;;;;
cairosvg;https://github.com/kozea/cairosvg;;https://github.com/kozea/cairosvg;;;https://github.com/kozea/cairosvg;https://github.com/kozea/cairosvg;;
flask-restplus;https://github.com/noirbizarre/flask-restplus;;https://github.com/noirbizarre/flask-restplus;https://github.com/noirbizarre/flask-restplus;https://github.com/noirbizarre/flask-restplus;https://github.com/noirbizarre/flask-restplus;https://github.com/noirbizarre/flask-restplus;https://github.com/noirbizarre/flask-restplus;https://github.com/noirbizarre/flask-restplus
dogpile-cache;https://github.com/sqlalchemy/dogpile.cache;;https://github.com/sqlalchemy/dogpile.cache;;;https://github.com/sqlalchemy/dogpile.cache;https://github.com/sqlalchemy/dogpile.cache;;
zc-lockfile;https://github.com/zopefoundation/zc.lockfile;;https://github.com/zopefoundation/zc.lockfile;;;https://github.com/zopefoundation/zc.lockfile;https://github.com/zopefoundation/zc.lockfile;;
boltons;https://github.com/mahmoud/boltons;;https://github.com/mahmoud/boltons;https://github.com/mahmoud/boltons;https://github.com/mahmoud/boltons;https://github.com/mahmoud/boltons;https://github.com/mahmoud/boltons;;
